time,S1_,S2_,S3_
0.0,0.0001,0.0002,0.0001
0.04,0.00010951011856982457,0.00020951011856982458,9.048988143017544e-5
0.08,0.00011811440695896292,0.00021811440695896294,8.188559304103709e-5
0.12,0.00012589910441537086,0.00022589910441537088,7.410089558462915e-5
0.16,0.00013294224711548304,0.00023294224711548306,6.705775288451698e-5
0.2,0.0001393144471134138,0.00023931444711341383,6.068555288658621e-5
0.24,0.000145079597563693,0.000245079597563693,5.4920402436307006e-5
0.28,0.0001502955111513823,0.00025029551115138233,4.97044888486177e-5
0.32,0.00015501449801993676,0.0002550144980199368,4.4985501980063227e-5
0.36,0.00015928388890129786,0.0002592838889012979,4.071611109870213e-5
0.4,0.0001631465086191486,0.0002631465086191486,3.685349138085141e-5
0.44,0.0001666411046549982,0.00026664110465499823,3.335889534500181e-5
0.48,0.00016980273502417614,0.00026980273502417616,3.0197264975823858e-5
0.52,0.0001726631193130639,0.00027266311931306396,2.73368806869361e-5
0.56,0.00017525095636578044,0.0002752509563657805,2.4749043634219545e-5
0.6,0.0001775922117771494,0.0002775922117771495,2.2407788222850567e-5
0.64,0.00017971037805921336,0.0002797103780592134,2.0289621940786644e-5
0.68,0.00018162671006857563,0.00028162671006857565,1.8373289931424363e-5
0.72,0.00018336043804414472,0.00028336043804414476,1.663956195585527e-5
0.76,0.00018492896038090187,0.0002849289603809019,1.5071039619098111e-5
0.8,0.00018634801806290206,0.0002863480180629021,1.3651981937097934e-5
0.84,0.0001876318524972698,0.0002876318524972699,1.2368147502730175e-5
0.88,0.00018879334832950324,0.0002887933483295033,1.1206651670496734e-5
0.92,0.0001898441626637741,0.0002898441626637742,1.0155837336225874e-5
0.96,0.00019079484198341492,0.000290794841983415,9.205158016585047e-6
1.0,0.000191654927940449,0.0002916549279404491,8.345072059550955e-6
1.04,0.00019243305307294162,0.0002924330530729417,7.566946927058344e-6
1.08,0.00019313702740649492,0.000293137027406495,6.8629725935050554e-6
1.12,0.00019377391681145743,0.00029377391681145753,6.226083188542539e-6
1.16,0.00019435011389666432,0.00029435011389666437,5.649886103335652e-6
1.2,0.00019487140215049354,0.0002948714021504936,5.128597849506429e-6
1.24,0.00019534301397467873,0.00029534301397467883,4.6569860253212305e-6
1.28,0.00019576968318917398,0.00029576968318917405,4.2303168108259865e-6
1.32,0.0001961556925354511,0.00029615569253545117,3.844307464548871e-6
1.36,0.00019650491665494256,0.00029650491665494266,3.495083345057397e-6
1.4,0.00019682086097416545,0.0002968208609741655,3.1791390258345263e-6
1.44,0.00019710669688375646,0.00029710669688375654,2.8933031162435133e-6
1.48,0.00019736529356735195,0.000297365293567352,2.6347064326480327e-6
1.52,0.0001975992467975844,0.0002975992467975845,2.4007532024155724e-6
1.56,0.00019781090498881317,0.00029781090498881324,2.189095011186794e-6
1.6,0.00019800239276673205,0.0002980023927667321,1.9976072332679093e-6
1.64,0.00019817563229331672,0.0002981756322933168,1.8243677066832663e-6
1.68,0.00019833236255993746,0.00029833236255993753,1.667637440062517e-6
1.72,0.00019847415684101551,0.0002984741568410156,1.5258431589844517e-6
1.76,0.0001986024384860752,0.0002986024384860753,1.3975615139247813e-6
1.8,0.00019871849520617277,0.00029871849520617284,1.2815047938272148e-6
1.84,0.00019882349199938938,0.00029882349199938945,1.1765080006105906e-6
1.88,0.00019891848284414923,0.00029891848284414933,1.0815171558507322e-6
1.92,0.00019900442127893385,0.0002990044212789339,9.955787210661412e-7
1.96,0.00019908216997379353,0.0002990821699737936,9.178300262064435e-7
2.0,0.00019915250938915178,0.00029915250938915186,8.474906108481976e-7
