time,S1_,S2_,S3_
0.0,0.0001,5.0e-5,0.0001
0.2,0.00012612390939602247,6.306195469801124e-5,8.693804530198878e-5
0.4,0.00014883148682518115,7.441574341259057e-5,7.558425658740943e-5
0.6,0.00016856832248270974,8.428416124135487e-5,6.571583875864513e-5
0.8,0.0001857220376898343,9.286101884491715e-5,5.7138981155082847e-5
1.0,0.0002006298377867033,0.00010031491889335166,4.9685081106648344e-5
1.2,0.00021358506161888227,0.00010679253080944114,4.320746919055887e-5
1.4,0.00022484287125306579,0.00011242143562653289,3.75785643734671e-5
1.6,0.00023462520069092674,0.00011731260034546337,3.268739965453663e-5
1.8,0.00024312506328100412,0.00012156253164050206,2.8437468359497933e-5
2.0,0.0002505103025058325,0.00012525515125291626,2.4744848747083746e-5
2.2,0.00025692685870776433,0.00012846342935388217,2.153657064611783e-5
2.4,0.0002625016143260046,0.0001312508071630023,1.8749192836997702e-5
2.6,0.0002673448718841063,0.00013367243594205314,1.632756405794685e-5
2.8,0.0002715525118421824,0.0001357762559210912,1.4223744078908796e-5
3.0,0.0002752078713686509,0.00013760393568432546,1.2396064315674532e-5
3.2,0.0002783833798134935,0.00013919168990674674,1.0808310093253254e-5
3.4,0.00028114198212499396,0.00014057099106249698,9.429008937503011e-6
3.6,0.0002835383774620274,0.0001417691887310137,8.230811268986284e-6
3.8,0.0002856200968071553,0.00014281004840357764,7.189951596422362e-6
4.0,0.00028742844033317807,0.00014371422016658903,6.2857798334109745e-6
4.2,0.0002889992926614365,0.00014449964633071825,5.5003536692817505e-6
4.4,0.00029036383180174475,0.00014518191590087237,4.818084099127622e-6
4.6,0.0002915491455688557,0.00014577457278442784,4.225427215572153e-6
4.8,0.00029257876747849573,0.00014628938373924787,3.7106162607521274e-6
5.0,0.00029347314259296916,0.00014673657129648458,3.2634287035154043e-6
5.2,0.00029425003244014787,0.00014712501622007393,2.874983779926059e-6
5.4,0.0002949248669367221,0.00014746243346836104,2.537566531638952e-6
5.6,0.00029551105023645484,0.00014775552511822742,2.2444748817725704e-6
5.8,0.0002960202265124447,0.00014801011325622234,1.9898867437776454e-6
6.0,0.00029646251091017484,0.00014823125545508742,1.7687445449125686e-6
6.2,0.0002968466902291799,0.00014842334511458994,1.5766548854100487e-6
6.4,0.00029718039728659064,0.00014859019864329532,1.4098013567046832e-6
6.6,0.00029747026241504345,0.00014873513120752173,1.264868792478266e-6
6.8,0.0002977220450831397,0.00014886102254156984,1.1389774584301447e-6
7.0,0.0002979407482459757,0.00014897037412298786,1.029625877012133e-6
7.2,0.000298130717689944,0.000149065358844972,9.346411550279785e-7
7.4,0.0002982957283361246,0.0001491478641680623,8.521358319376903e-7
7.6,0.00029843905921607714,0.00014921952960803857,7.804703919614158e-7
7.8,0.000298563558602835,0.0001492817793014175,7.182206985824852e-7
8.0,0.0002986717005899526,0.0001493358502949763,6.641497050236821e-7
8.2,0.0002987656342424145,0.00014938281712120725,6.171828787927379e-7
8.4,0.0002988472262910184,0.0001494236131455092,5.763868544907642e-7
8.6,0.0002989180982213525,0.00014945904911067625,5.40950889323711e-7
8.8,0.00029897965849053293,0.00014948982924526647,5.101707547335189e-7
9.0,0.00029903313051209016,0.00014951656525604508,4.834347439548959e-7
9.2,0.0002990795769661872,0.0001495397884830936,4.602115169063941e-7
9.4,0.0002991199209152411,0.00014955996045762056,4.4003954237941554e-7
9.6,0.0002991549641468719,0.00014957748207343596,4.225179265640249e-7
9.8,0.0002991854031064718,0.0001495927015532359,4.072984467640626e-7
10.0,0.0002992118427370618,0.0001496059213685309,3.9407863146906615e-7
