time,S1_,S2_,S3_,S4_
0.0,1.0e-5,1.5e-5,1.0e-5,1.5000000000000002e-5
0.2,1.0e-5,1.5923077045051193e-5,9.076922954948809e-6,1.5000000000000002e-5
0.4,1.0e-5,1.6758311695143397e-5,8.241688304856605e-6,1.5000000000000002e-5
0.6,1.0e-5,1.751406325938737e-5,7.485936740612632e-6,1.5000000000000002e-5
0.8,1.0e-5,1.8197895553454208e-5,6.802104446545794e-6,1.5000000000000002e-5
1.0,1.0e-5,1.8816652600786437e-5,6.183347399213566e-6,1.5000000000000002e-5
1.2,1.0e-5,1.9376527129885947e-5,5.623472870114056e-6,1.5000000000000002e-5
1.4,1.0e-5,1.988312255322266e-5,5.116877446777344e-6,1.5000000000000002e-5
1.6,1.0e-5,2.0341509048054862e-5,4.658490951945141e-6,1.5000000000000002e-5
1.8,1.0e-5,2.075627430050708e-5,4.2437256994929205e-6,1.5000000000000002e-5
2.0,1.0e-5,2.1131569420625304e-5,3.868430579374698e-6,1.5000000000000002e-5
2.2,1.0e-5,2.1471150488120824e-5,3.528849511879178e-6,1.5000000000000002e-5
2.4,1.0e-5,2.1778416144446065e-5,3.2215838555539364e-6,1.5000000000000002e-5
2.6,1.0e-5,2.2056441607543157e-5,2.943558392456845e-6,1.5000000000000002e-5
2.8,1.0e-5,2.2308009449734073e-5,2.691990550265928e-6,1.5000000000000002e-5
3.0,1.0e-5,2.253563744653267e-5,2.464362553467334e-6,1.5000000000000002e-5
3.2,1.0e-5,2.2741603775423092e-5,2.258396224576911e-6,1.5000000000000002e-5
3.4,1.0e-5,2.2927969816677356e-5,2.0720301833226456e-6,1.5000000000000002e-5
3.6,1.0e-5,2.3096600784239053e-5,1.9033992157609486e-6,1.5000000000000002e-5
3.8,1.0e-5,2.3249184393513944e-5,1.7508156064860558e-6,1.5000000000000002e-5
4.0,1.0e-5,2.3387247752579928e-5,1.6127522474200739e-6,1.5000000000000002e-5
4.2,1.0e-5,2.3512172645922713e-5,1.4878273540772866e-6,1.5000000000000002e-5
4.4,1.0e-5,2.3625209363865107e-5,1.374790636134895e-6,1.5000000000000002e-5
4.6,1.0e-5,2.3727489215878096e-5,1.2725107841219035e-6,1.5000000000000002e-5
4.8,1.0e-5,2.3820035853079527e-5,1.1799641469204708e-6,1.5000000000000002e-5
5.0,1.0e-5,2.3903775513309204e-5,1.096224486690795e-6,1.5000000000000002e-5
5.2,1.0e-5,2.397954629128372e-5,1.0204537087162786e-6,1.5000000000000002e-5
5.4,1.0e-5,2.4048106526395853e-5,9.518934736041461e-7,1.5000000000000002e-5
5.6,1.0e-5,2.4110142392504086e-5,8.898576074959145e-7,1.5000000000000002e-5
5.8,1.0e-5,2.416627476544406e-5,8.337252345559395e-7,1.5000000000000002e-5
6.0,1.0e-5,2.421706543682619e-5,7.829345631738102e-7,1.5000000000000002e-5
6.2,1.0e-5,2.426302273676552e-5,7.36977263234484e-7,1.5000000000000002e-5
6.4,1.0e-5,2.430460662138239e-5,6.953933786176119e-7,1.5000000000000002e-5
6.6,1.0e-5,2.4342233276188915e-5,6.577667238110874e-7,1.5000000000000002e-5
6.8,1.0e-5,2.4376279281365183e-5,6.23720718634818e-7,1.5000000000000002e-5
7.0,1.0e-5,2.4407085380789964e-5,5.929146192100355e-7,1.5000000000000002e-5
7.2,1.0e-5,2.4434959892257842e-5,5.650401077421581e-7,1.5000000000000002e-5
7.4,1.0e-5,2.44601817932334e-5,5.398182067665986e-7,1.5000000000000002e-5
7.6,1.0e-5,2.448300351297349e-5,5.169964870265092e-7,1.5000000000000002e-5
7.8,1.0e-5,2.4503653458949592e-5,4.963465410504089e-7,1.5000000000000002e-5
8.0,1.0e-5,2.4522338302763187e-5,4.776616972368147e-7,1.5000000000000002e-5
8.2,1.0e-5,2.45392450485851e-5,4.6075495141490226e-7,1.5000000000000002e-5
8.4,1.0e-5,2.4554542904831377e-5,4.4545709516862194e-7,1.5000000000000002e-5
8.6,1.0e-5,2.4568384977582523e-5,4.316150224174761e-7,1.5000000000000002e-5
8.8,1.0e-5,2.4580909802940622e-5,4.190901970593772e-7,1.5000000000000002e-5
9.0,1.0e-5,2.459224273357039e-5,4.0775726642960926e-7,1.5000000000000002e-5
9.2,1.0e-5,2.4602497193265233e-5,3.975028067347648e-7,1.5000000000000002e-5
9.4,1.0e-5,2.4611775812106833e-5,3.8822418789316587e-7,1.5000000000000002e-5
9.6,1.0e-5,2.462017145361703e-5,3.7982854638297033e-7,1.5000000000000002e-5
9.8,1.0e-5,2.4627768144207716e-5,3.722318557922838e-7,1.5000000000000002e-5
10.0,1.0e-5,2.4634641914110735e-5,3.65358085889264e-7,1.5000000000000002e-5
