time,S1_,S2_,S3_,S4_,S5_
0.0,1.0e-6,1.5e-6,2.0e-6,5.0e-7,1.0e-6
0.04,9.389596852284538e-7,1.438959685228454e-6,2.061040314771546e-6,5.610403147715461e-7,1.0e-6
0.08,8.866959157791127e-7,1.3866959157791129e-6,2.1133040842208873e-6,6.133040842208873e-7,1.0e-6
0.12,8.417584518132788e-7,1.3417584518132789e-6,2.158241548186721e-6,6.582415481867212e-7,1.0e-6
0.16,8.029814451541886e-7,1.3029814451541888e-6,2.1970185548458116e-6,6.970185548458113e-7,1.0e-6
0.2,7.694141965652036e-7,1.2694141965652038e-6,2.230585803434796e-6,7.305858034347963e-7,1.0e-6
0.24,7.402800643772098e-7,1.24028006437721e-6,2.25971993562279e-6,7.597199356227901e-7,1.0e-6
0.28,7.149332346881566e-7,1.2149332346881565e-6,2.285066765311843e-6,7.850667653118434e-7,1.0e-6
0.32,6.928367331535421e-7,1.192836733153542e-6,2.307163266846458e-6,8.071632668464578e-7,1.0e-6
0.36,6.735399231982306e-7,1.1735399231982306e-6,2.3264600768017693e-6,8.264600768017694e-7,1.0e-6
0.4,6.56661363029651e-7,1.156661363029651e-6,2.3433386369703487e-6,8.433386369703489e-7,1.0e-6
0.44,6.41878535927774e-7,1.141878535927774e-6,2.358121464072226e-6,8.581214640722259e-7,1.0e-6
0.48,6.289155274413309e-7,1.1289155274413308e-6,2.3710844725586687e-6,8.710844725586691e-7,1.0e-6
0.52,6.175365191467391e-7,1.117536519146739e-6,2.3824634808532605e-6,8.824634808532609e-7,1.0e-6
0.56,6.075390062150006e-7,1.1075390062150005e-6,2.392460993784999e-6,8.924609937849993e-7,1.0e-6
0.6,5.987479716354686e-7,1.0987479716354685e-6,2.401252028364531e-6,9.012520283645313e-7,1.0e-6
0.64,5.910125819171586e-7,1.0910125819171584e-6,2.408987418082841e-6,9.089874180828413e-7,1.0e-6
0.68,5.842017281677812e-7,1.084201728167781e-6,2.4157982718322188e-6,9.157982718322187e-7,1.0e-6
0.72,5.782016301464801e-7,1.0782016301464798e-6,2.4217983698535197e-6,9.217983698535199e-7,1.0e-6
0.76,5.729133194850729e-7,1.0729133194850728e-6,2.427086680514927e-6,9.27086680514927e-7,1.0e-6
0.8,5.682502654075825e-7,1.0682502654075824e-6,2.4317497345924175e-6,9.317497345924174e-7,1.0e-6
0.84,5.64137100652724e-7,1.064137100652724e-6,2.435862899347276e-6,9.358628993472759e-7,1.0e-6
0.88,5.605077317053874e-7,1.0605077317053875e-6,2.4394922682946125e-6,9.394922682946125e-7,1.0e-6
0.92,5.573043150465776e-7,1.0573043150465776e-6,2.442695684953422e-6,9.426956849534223e-7,1.0e-6
0.96,5.544761789035691e-7,1.054476178903569e-6,2.4455238210964305e-6,9.455238210964308e-7,1.0e-6
1.0,5.51978735621851e-7,1.051978735621851e-6,2.4480212643781487e-6,9.480212643781489e-7,1.0e-6
1.04,5.497729232400689e-7,1.0497729232400689e-6,2.450227076759931e-6,9.502270767599311e-7,1.0e-6
1.08,5.478243190177103e-7,1.0478243190177102e-6,2.4521756809822896e-6,9.521756809822896e-7,1.0e-6
