time,S1_,S2_,S3_,S4_
0.0,0.0001,0.0001,0.0002,0.0001
0.05,9.881763186006129e-5,9.881763186006129e-5,0.00020118236813993873,0.00010118236813993872
0.1,9.776045704501257e-5,9.776045704501257e-5,0.00020223954295498745,0.00010223954295498744
0.15,9.681471878384126e-5,9.681471878384126e-5,0.00020318528121615877,0.00010318528121615875
0.2,9.596826955513315e-5,9.596826955513315e-5,0.00020403173044486686,0.00010403173044486686
0.25,9.521036405226726e-5,9.521036405226726e-5,0.00020478963594773274,0.00010478963594773275
0.3,9.453148230981444e-5,9.453148230981444e-5,0.00020546851769018558,0.00010546851769018557
0.35,9.39231779623865e-5,9.39231779623865e-5,0.00020607682203761349,0.00010607682203761351
0.4,9.337794760050614e-5,9.337794760050614e-5,0.00020662205239949387,0.00010662205239949387
0.45,9.288911769444226e-5,9.288911769444226e-5,0.00020711088230555773,0.00010711088230555775
0.5,9.245074654517266e-5,9.245074654517266e-5,0.00020754925345482734,0.00010754925345482735
0.55,9.205753920172314e-5,9.205753920172314e-5,0.00020794246079827686,0.00010794246079827687
0.6,9.17047731551682e-5,9.17047731551682e-5,0.0002082952268448318,0.00010829522684483181
0.65,9.138823317871146e-5,9.138823317871146e-5,0.00020861176682128853,0.00010861176682128855
0.7,9.110415413167968e-5,9.110415413167968e-5,0.0002088958458683203,0.00010889584586832033
0.75,9.084917079708566e-5,9.084917079708566e-5,0.00020915082920291433,0.00010915082920291435
0.8,9.062027387759817e-5,9.062027387759817e-5,0.00020937972612240183,0.00010937972612240184
0.85,9.041477113340281e-5,9.041477113340281e-5,0.00020958522886659718,0.0001095852288665972
0.9,9.023025258757268e-5,9.023025258757268e-5,0.0002097697474124273,0.00010976974741242733
0.95,9.006456017203396e-5,9.006456017203396e-5,0.00020993543982796606,0.00010993543982796605
1.0,8.991576075968537e-5,8.991576075968537e-5,0.00021008423924031463,0.00011008423924031464
1.05,8.978212205639711e-5,8.978212205639711e-5,0.0002102178779436029,0.0001102178779436029
1.1,8.966209130175123e-5,8.966209130175123e-5,0.00021033790869824878,0.00011033790869824878
1.15,8.955427633523996e-5,8.955427633523996e-5,0.00021044572366476003,0.00011044572366476005
1.2,8.945742870914592e-5,8.945742870914592e-5,0.0002105425712908541,0.00011054257129085409
1.25,8.937042860174304e-5,8.937042860174304e-5,0.00021062957139825696,0.00011062957139825697
1.3,8.929227133873494e-5,8.929227133873494e-5,0.00021070772866126506,0.00011070772866126507
1.35,8.922205536699412e-5,8.922205536699412e-5,0.00021077794463300587,0.00011077794463300589
1.4,8.915897154267568e-5,8.915897154267568e-5,0.0002108410284573243,0.00011084102845732432
1.45,8.910229359564616e-5,8.910229359564616e-5,0.00021089770640435383,0.00011089770640435385
1.5,8.905136961393193e-5,8.905136961393193e-5,0.00021094863038606805,0.00011094863038606808
1.55,8.900561435546103e-5,8.900561435546103e-5,0.00021099438564453895,0.00011099438564453898
1.6,8.896450224091716e-5,8.896450224091716e-5,0.00021103549775908283,0.00011103549775908285
1.65,8.892756121679732e-5,8.892756121679732e-5,0.00021107243878320267,0.0001110724387832027
1.7,8.889436732619329e-5,8.889436732619329e-5,0.00021110563267380671,0.00011110563267380672
1.75,8.886453997923909e-5,8.886453997923909e-5,0.0002111354600207609,0.00011113546002076092
1.8,8.883773751345737e-5,8.883773751345737e-5,0.0002111622624865426,0.00011116226248654264
1.85,8.881365308809165e-5,8.881365308809165e-5,0.00021118634691190833,0.00011118634691190835
1.9,8.87920109927045e-5,8.87920109927045e-5,0.00021120798900729548,0.00011120798900729551
1.95,8.877256339249e-5,8.877256339249e-5,0.00021122743660751,0.00011122743660751
2.0,8.875508748818301e-5,8.875508748818301e-5,0.00021124491251181698,0.000111244912511817
2.05,8.873938303714786e-5,8.873938303714786e-5,0.00021126061696285212,0.00011126061696285215
2.1,8.872527016419458e-5,8.872527016419458e-5,0.0002112747298358054,0.00011127472983580543
2.15,8.871258738590245e-5,8.871258738590245e-5,0.00021128741261409754,0.00011128741261409756
2.2,8.870118978072719e-5,8.870118978072719e-5,0.0002112988102192728,0.00011129881021927282
2.25,8.869094725893232e-5,8.869094725893232e-5,0.00021130905274106766,0.00011130905274106769
2.3,8.86817429214111e-5,8.86817429214111e-5,0.00021131825707858888,0.0001113182570785889
2.35,8.867347154476543e-5,8.867347154476543e-5,0.00021132652845523456,0.00011132652845523458
2.4,8.866603829155849e-5,8.866603829155849e-5,0.0002113339617084415,0.00011133396170844152
2.45,8.86593578194963e-5,8.86593578194963e-5,0.00021134064218050367,0.00011134064218050371
2.5,8.865335393268354e-5,8.865335393268354e-5,0.00021134664606731643,0.00011134664606731647
