time,S1_,S2_,S3_,S4_
0.0,0.01,0.01,0.02,0.01
0.1,0.01,0.009767891495833183,0.020232108504166818,0.010232108504166818
0.2,0.01,0.009568340160255796,0.020431659839744206,0.010431659839744204
0.3,0.01,0.00939695101427201,0.02060304898572799,0.010603048985727991
0.4,0.01,0.00924987615824526,0.020750123841754745,0.010750123841754741
0.5,0.01,0.009123759351457034,0.02087624064854297,0.010876240648542966
0.6,0.01,0.00901568252451599,0.020984317475484012,0.01098431747548401
0.7,0.01,0.008923115436013408,0.021076884563986594,0.011076884563986592
0.8,0.01,0.008843869167048074,0.02115613083295193,0.011156130832951926
0.9,0.01,0.008776053774592897,0.021223946225407103,0.011223946225407103
1.0,0.01,0.008718040165220155,0.02128195983477985,0.011281959834779845
1.1,0.01,0.008668426077380744,0.02133157392261926,0.011331573922619256
1.2,0.01,0.008626005950374644,0.021373994049625356,0.011373994049625356
1.3,0.01,0.00858974439505906,0.02141025560494094,0.01141025560494094
1.4,0.01,0.008558752949667387,0.021441247050332613,0.011441247050332613
1.5,0.01,0.008532269798368335,0.021467730201631667,0.011467730201631665
1.6,0.01,0.008509642132960432,0.021490357867039567,0.011490357867039568
1.7,0.01,0.008490310858027615,0.021509689141972387,0.011509689141972385
1.8,0.01,0.008473797359423767,0.021526202640576236,0.011526202640576234
1.9,0.01,0.008459692080258633,0.021540307919741368,0.011540307919741368
2.0,0.01,0.008447644674924702,0.0215523553250753,0.011552355325075299
2.1,0.01,0.008437355534627742,0.02156264446537226,0.011562644465372258
2.2,0.01,0.008428568502362845,0.021571431497637156,0.011571431497637156
2.3,0.01,0.00842106461702431,0.021578935382975693,0.01157893538297569
2.4,0.01,0.008414656745488474,0.021585343254511526,0.011585343254511526
2.5,0.01,0.008409184980412128,0.021590815019587876,0.011590815019587872
2.6,0.01,0.008404512697361354,0.02159548730263865,0.011595487302638647
2.7,0.01,0.008400523177164528,0.021599476822835476,0.011599476822835473
2.8,0.01,0.008397116715661838,0.021602883284338164,0.011602883284338162
2.9,0.01,0.008394208150033888,0.02160579184996611,0.011605791849966112
3.0,0.01,0.008391724742969063,0.021608275257030938,0.011608275257030938
3.1,0.01,0.008389604373412993,0.021610395626587005,0.011610395626587007
3.2,0.01,0.008387793989982864,0.02161220601001714,0.011612206010017136
3.3,0.01,0.008386248288472562,0.021613751711527438,0.011613751711527438
3.4,0.01,0.008384928582055768,0.02161507141794423,0.011615071417944232
3.5,0.01,0.008383801835789092,0.021616198164210905,0.011616198164210908
3.6,0.01,0.00838283984157288,0.02161716015842712,0.01161716015842712
3.7,0.01,0.008382018513349462,0.021617981486650537,0.011617981486650539
3.8,0.01,0.008381317285351084,0.021618682714648917,0.011618682714648916
3.9,0.01,0.008380718597894724,0.021619281402105277,0.011619281402105277
4.0,0.01,0.008380207457955448,0.02161979254204455,0.011619792542044552
4.1,0.01,0.008379771064378299,0.021620228935621696,0.011620228935621701
4.2,0.01,0.008379398487525612,0.021620601512474386,0.011620601512474389
4.3,0.01,0.008379080395648128,0.02162091960435187,0.011620919604351873
4.4,0.01,0.0083788088213543,0.021621191178645697,0.0116211911786457
4.5,0.01,0.008378576962216291,0.021621423037783707,0.011621423037783709
4.6,0.01,0.008378379010547507,0.02162162098945249,0.011621620989452493
4.7,0.01,0.00837821000784306,0.02162178999215694,0.01162178999215694
4.8,0.01,0.008378065720603478,0.02162193427939652,0.011621934279396522
4.9,0.01,0.008377942534502164,0.02162205746549783,0.011622057465497836
5.0,0.01,0.008377837363688674,0.021622162636311323,0.011622162636311327
