time,c
0.0,0.015
0.1,0.015769066445638157
0.2,0.0165775637711347
0.3,0.017427513640924205
0.4,0.018321041372402393
0.5,0.019260381250313242
0.6,0.020247882113640328
0.7,0.02128601322889495
0.8,0.022377370464612904
0.9,0.023524682782349877
1.0,0.024730819060500377
1.1,0.02599879526800862
1.2,0.027331782005851447
1.3,0.02873311243521481
1.4,0.030206290612040738
1.5,0.03175500024914825
1.6,0.033383113927359154
1.7,0.03509470277888013
1.8,0.03689404666734015
1.9,0.038785644889741344
2.0,0.040774227426916505
2.1,0.04286476677098936
2.2,0.04506249035918654
2.3,0.04737289364524517
2.4,0.04980175384095729
2.5,0.052355144361908884
2.6,0.05503945001427975
2.7,0.05786138296045694
2.8,0.06082799950277731
2.9,0.06394671772766755
3.0,0.0672253360552316
3.1,0.07067205273877374
3.2,0.07429548636554385
3.3,0.07810469740737136
3.4,0.08210921087583284
3.5,0.08631904014008168
3.6,0.09074471196617151
3.7,0.09539729283924286
3.8,0.10028841663460716
3.9,0.10543031370944946
4.0,0.11083584148432067
4.1,0.11651851659406214
4.2,0.12249254868752582
4.3,0.12877287595716042
4.4,0.1353752024916139
4.5,0.14231603754552327
4.6,0.14961273682239457
4.7,0.15728354587196064
4.8,0.16534764571114763
4.9,0.17382520079006364
5.0,0.1827374094123536
