time,S1_,S2_,S3_,S4_
0.0,1.5,2.0,1.5,4.0
0.1,1.3916152294929278,2.108384770507072,1.5374999999999646,3.987500000000012
0.2,1.2910619646375834,2.2089380353624164,1.575,3.975
0.3,1.1977743281390714,2.3022256718609286,1.6124999999999976,3.962500000000001
0.4,1.1112273310225997,2.3887726689774,1.6499999999999841,3.9500000000000055
0.5,1.0309339181864672,2.4690660818135326,1.6875,3.9375000000000004
0.6,0.9564422274326783,2.5435577725673215,1.7249999999999999,3.9250000000000003
0.7,0.8873330465504675,2.612666953449532,1.7624999999999993,3.9125000000000005
0.8,0.8232174541414197,2.67678254585858,1.8000000000000032,3.8999999999999995
0.9,0.7637346309118802,2.7362653690881196,1.837499999999971,3.88750000000001
1.0,0.7085498291119753,2.7914501708880244,1.8750000000000027,3.8749999999999996
1.1,0.6573524886977214,2.842647511302278,1.9125,3.8625000000000003
1.2,0.609854489612144,2.890145510387856,1.95,3.85
1.3,0.5657885303543073,2.9342114696456925,1.9874999999999996,3.8375000000000004
1.4,0.5249066236808265,2.9750933763191734,2.0250000000000004,3.825
1.5,0.4869787010482557,3.013021298951744,2.06249999999998,3.8125000000000067
1.6,0.45179131787804505,3.0482086821219547,2.099999999999995,3.8000000000000016
1.7,0.41914645234356535,3.0808535476564343,2.137499999999931,3.787500000000023
1.8,0.3888603909745194,3.1111396090254804,2.174999999999687,3.7750000000001043
1.9,0.36076269481434964,3.1392373051856506,2.2125,3.7625
2.0,0.3346952402243707,3.1653047597756294,2.25,3.7500000000000004
2.1,0.3105113290252603,3.1894886709747396,2.287499999999999,3.7375000000000007
2.2,0.28807486293583917,3.211925137064161,2.3249999999999953,3.725000000000002
2.3,0.26725957766328595,3.232740422336714,2.3624999999999963,3.7125000000000017
2.4,0.2479483323363097,3.2520516676636904,2.3999999999999537,3.7000000000000157
2.5,0.23003245027153998,3.26996754972846,2.4374999999998517,3.6875000000000497
2.6,0.21341110738219174,3.286588892617808,2.4749999999997034,3.6750000000000993
2.7,0.19799076478340788,3.302009235216592,2.5125,3.6625000000000005
2.8,0.18368464238202473,3.316315357617975,2.55,3.6500000000000004
2.9,0.1704122305149369,3.329587769485063,2.5874999999999995,3.6375000000000006
3.0,0.15809883685550602,3.341901163144494,2.624999999999997,3.6250000000000013
3.1,0.1466751660871958,3.353324833912804,2.6624999999999934,3.6125000000000025
3.2,0.1360769299417943,3.3639230700582057,2.6999999999999345,3.6000000000000223
3.3,0.1262444853948338,3.373755514605166,2.7374999999999416,3.58750000000002
3.4,0.11712249900872325,3.3828775009912766,2.775000000000053,3.574999999999983
3.5,0.10865963555264888,3.391340364447351,2.8124999999995763,3.5625000000001417
3.6,0.10080826911011584,3.3991917308898842,2.85,3.5500000000000003
3.7,0.09352421503547037,3.4064757849645297,2.8874999999999997,3.5375000000000005
3.8,0.08676648131555076,3.413233518684449,2.9249999999999994,3.5250000000000004
3.9,0.08049703787348397,3.419502962126516,2.9624999999999972,3.512500000000001
4.0,0.07468060255512465,3.4253193974448752,2.999999999999991,3.500000000000003
4.1,0.06928444257532297,3.430715557424677,3.0374999999999743,3.487500000000009
4.2,0.06427819030386345,3.4357218096961364,3.074999999999866,3.475000000000045
4.3,0.059633672366341095,3.440366327633659,3.1124999999997462,3.4625000000000847
4.4,0.055324751102174254,3.4446752488978256,3.150000000000322,3.4499999999998927
4.5,0.05132717746786599,3.4486728225321337,3.1875,3.4375000000000004
4.6,0.04761845456745297,3.4523815454325466,3.224999999999999,3.4250000000000007
4.7,0.04417771105399745,3.455822288946002,3.262500000000002,3.4124999999999996
4.8,0.04098558367126054,3.4590144163287393,3.2999999999999865,3.400000000000005
4.9,0.038024108284394134,3.4619758917156056,3.3374999999999564,3.387500000000015
5.0,0.03527661878429357,3.4647233812157063,3.375,3.3750000000000004
