time,S1_,S2_
0.0,0.15,0.0
0.1,0.1357256127053936,0.01427438729460639
0.2,0.12280961296169549,0.02719038703830451
0.3,0.11112273310182358,0.03887726689817641
0.4,0.10054800690969526,0.049451993090304736
0.5,0.09097959899872768,0.05902040100127231
0.6,0.08232174547432673,0.06767825452567326
0.7,0.07448779560624462,0.07551220439375537
0.8,0.06739934464206727,0.08260065535793272
0.9,0.06098544899066025,0.08901455100933973
1.0,0.05518191617801869,0.09481808382198131
1.1,0.04993066253709162,0.10006933746290836
1.2,0.04517913176070433,0.10482086823929566
1.3,0.040879769074306606,0.10912023092569338
1.4,0.036989545050558015,0.11301045494944197
1.5,0.033469524716024386,0.1165304752839756
1.6,0.03028447830822588,0.1197155216917741
1.7,0.027402528935196097,0.12259747106480388
1.8,0.02479483337074705,0.12520516662925293
1.9,0.022435293029153994,0.127564706970846
2.0,0.020300292622933713,0.12969970737706626
2.1,0.018368464116736413,0.13163153588326357
2.2,0.01662047334933659,0.13337952665066338
2.3,0.015038826161084413,0.13496117383891557
2.4,0.013607692644113932,0.13639230735588606
2.5,0.012312749634490153,0.13768725036550983
2.6,0.011141036883297538,0.13885896311670246
2.7,0.010080827300911342,0.13991917269908866
2.8,0.009121509799851171,0.1408784902001488
2.9,0.008253483231398026,0.14174651676860198
3.0,0.007468060260332483,0.14253193973966752
3.1,0.006757380268130999,0.143242619731869
3.2,0.0061143305383462776,0.1438856694616537
3.3,0.005532475058831302,0.14446752494116868
3.4,0.005005990273746068,0.14499400972625393
3.5,0.004529607034142162,0.14547039296585784
3.6,0.0040985578292181205,0.14590144217078188
3.7,0.0037085284818979157,0.14629147151810207
3.8,0.0033556153541134735,0.14664438464588653
3.9,0.0030362863985163415,0.14696371360148364
4.0,0.0027473456327416312,0.14725265436725837
4.1,0.0024859011857716164,0.14751409881422836
4.2,0.002249336406897531,0.14775066359310246
4.3,0.0020352836972403724,0.14796471630275962
4.4,0.0018416007938871581,0.14815839920611285
4.5,0.0016663492886863774,0.1483336507113136
4.6,0.0015077751976253584,0.14849222480237464
4.7,0.001364291412506236,0.14863570858749375
4.8,0.001234461864300353,0.14876553813569965
4.9,0.0011169872071418693,0.14888301279285812
5.0,0.0010106917934529199,0.14898930820654707
