time,S1_,S2_
0.0,0.15,0.0
0.02,0.15,0.0030689999999999784
0.04,0.15,0.0061379999999999985
0.06,0.15,0.009206999999999983
0.08,0.15,0.012275999999999211
0.1,0.15,0.015344999999990165
0.12,0.15,0.018413999999999996
0.14,0.15,0.021482999999999995
0.16,0.15,0.024551999999999977
0.18,0.15,0.02762099999999993
0.2,0.15,0.030689999999999933
0.22,0.15,0.03375899999999996
0.24,0.15,0.036828000000000694
0.26,0.15,0.0398969999999992
0.28,0.15,0.04296599999998614
0.3,0.15,0.046034999999966554
0.32,0.15,0.04910399999997356
0.34,0.15,0.052173
0.36,0.15,0.05524199999999999
0.38,0.15,0.05831099999999999
0.4,0.15,0.06138
0.42,0.15,0.06444899999999996
0.44,0.15,0.06751799999999997
0.46,0.15,0.070587
0.48,0.15,0.07365599999999992
0.5,0.15,0.07672499999999993
0.52,0.15,0.07979399999999981
0.54,0.15,0.08286299999999935
0.56,0.15,0.08593199999999958
0.58,0.15,0.08900099999999923
0.6,0.15,0.09206999999999847
0.62,0.15,0.09513900000000006
0.64,0.15,0.09820799999999863
0.66,0.15,0.10127700000000005
0.68,0.15,0.10434599999999537
0.7,0.15,0.10741499999999624
0.72,0.15,0.11048399999998992
0.74,0.15,0.11355299999999521
0.76,0.15,0.11662200000000304
0.78,0.15,0.11969100000001394
0.8,0.15,0.12276000000001767
0.82,0.15,0.12582899999999098
0.84,0.15,0.1288979999999691
0.86,0.15,0.13196699999996525
0.88,0.15,0.13503600000001553
0.9,0.15,0.13810499999992223
0.92,0.15,0.14117399999995273
0.94,0.15,0.14424300000005164
0.96,0.15,0.14731200000009104
0.98,0.15,0.15038099999996674
1.0,0.15,0.15344999999999998
