time,S1_,S2_,C_
0.0,1.5,0.0,1.0
0.12,1.346441393769525,0.15355860623047507,0.9880717128619205
0.24,1.2086029517656731,0.2913970482343268,0.9762857097578972
0.36,1.0848753633001784,0.4151246366998214,0.9646402934831205
0.48,0.9738140652741439,0.526185934725856,0.9531337870775077
0.6,0.8741223787443176,0.6258776212556822,0.941764533584249
0.72,0.7846363693101267,0.7153636306898732,0.9305308958111965
0.84,0.7043112581053388,0.7956887418946611,0.9194312560951136
0.96,0.6322092221412833,0.8677907778587166,0.9084640160687041
1.08,0.567488444796455,0.9325115552035449,0.897627596430438
1.2,0.5093932886826229,0.990606711317377,0.8869204367171581
1.32,0.457245473061831,1.0427545269381688,0.8763409950793649
1.44,0.4104361548755356,1.0895638451244642,0.8658877480591949
1.56,0.3684188194159362,1.1315811805840637,0.8555591903710168
1.68,0.33070289951792725,1.1692971004820727,0.845353834684662
1.8,0.2968480488139945,1.2031519511860052,0.8352702114112728
1.92,0.2664590003893915,1.2335409996106081,0.8253068684916747
2.04,0.23918095201570613,1.2608190479842936,0.8154623711872833
2.16,0.2146954232020034,1.2853045767979963,0.8057353018734783
2.28,0.19271653679008513,1.3072834632099146,0.7961242598354569
2.4,0.17298768170378856,1.327012318296211,0.7866278610665544
2.52,0.15527851683927485,1.3447214831607248,0.7772447380689392
2.64,0.13938228181795448,1.3606177181820454,0.7679735396566976
2.76,0.12511338269028047,1.3748866173097192,0.7588129307612405
2.88,0.11230522504188359,1.387694774958116,0.7497615922390446
3.0,0.10080826921655851,1.3991917307834412,0.740818220681719
3.12,0.09048828433856461,1.409511715661435,0.7319815282283063
3.24,0.08122478115859308,1.4187752188414064,0.7232502423798345
3.36,0.07290960512687122,1.4270903948731284,0.7146231058160566
3.48,0.06544567363954938,1.4345543263604503,0.7060988762143877
3.6,0.05874584272329479,1.441254157276705,0.6976763260710324
3.72,0.05273188956983833,1.4472681104301615,0.6893542425242167
3.84,0.047333599279700524,1.4526664007202992,0.68113142717954
3.96,0.04248794497800154,1.4575120550219982,0.673006695937386
4.08,0.03813835194700013,1.4618616480529996,0.6649788788224054
4.2,0.034234037188520854,1.465765962811479,0.6570468198150583
4.32,0.03072941649773941,1.4692705835022604,0.6492093766851422
4.44,0.0275835722646848,1.472416427735315,0.6414654208273133
4.56,0.02475977568816044,1.4752402243118394,0.6338138370985488
4.68,0.022225057950266996,1.4777749420497328,0.6262535236575593
4.8,0.019949825347561147,1.4800501746524386,0.6187833918061423
4.92,0.01790751376434002,1.4820924862356597,0.6114023658324039
5.04,0.016074278534896617,1.4839257214651032,0.6041093828558586
5.16,0.014428716014517277,1.4855712839854824,0.5969033926743579
5.28,0.012951613682184261,1.4870483863178154,0.5897833576128536
5.4,0.011625725858931011,1.4883742741410686,0.5827482523739911
5.52,0.010435572352752541,1.489564427647247,0.5757970638904601
5.64,0.00936725772637668,1.490632742273623,0.5689287911791161
5.76,0.008408309043249457,1.4915916909567501,0.5621424451968223
5.88,0.007547530240321711,1.492452469759678,0.5554370486980214
6.0,0.006774871428322935,1.4932251285716764,0.5488116360940279
