time,S1,S2
0.0,1.0,1.4999999999999998
0.2,0.9048374180359597,1.59516258196404
0.4,0.8187307530779856,1.681269246922014
0.6,0.7408182206817132,1.7591817793182867
0.8,0.6703200460356536,1.829679953964346
1.0,0.6065306597127461,1.8934693402872538
1.2,0.5488116360938738,1.951188363906126
1.4,0.4965853037915392,2.0034146962084605
1.6,0.44932896411797274,2.050671035882027
1.8,0.40656965974140974,2.0934303402585903
2.0,0.36787944117245697,2.132120558827543
2.2,0.3328710836987104,2.1671289163012895
2.4,0.3011942119130553,2.1988057880869447
2.6,0.2725317930375354,2.2274682069624645
2.8,0.24659696394479047,2.2534030360552095
3.0,0.22313016015162362,2.2768698398483758
3.2,0.2018965179971903,2.2981034820028095
3.4,0.18268352405387417,2.3173164759461256
3.6,0.165298888223017,2.3347011117769827
3.8,0.14956861922512504,2.3504313807748747
4.0,0.13533528323866809,2.364664716761332
4.2,0.12245642825520897,2.377543571744791
4.4,0.11080315836378972,2.38919684163621
4.6,0.10025884372374913,2.3997411562762507
4.8,0.09071795329171244,2.409282046708287
5.0,0.082084998628166,2.417915001371834
5.2,0.07427357821744957,2.4257264217825503
5.4,0.06720551274288293,2.4327944872571168
5.6,0.060810062627502215,2.4391899373724977
5.8,0.05502322005712903,2.4449767799428708
6.0,0.04978706836867027,2.4502129316313295
6.2,0.04504920239561459,2.454950797604385
6.4,0.04076220398032759,2.459237796019672
6.6,0.03688316740279239,2.463116832597207
6.8,0.03337326996197209,2.4666267300380276
7.0,0.030197383422883653,2.4698026165771156
7.2,0.02732372244767521,2.4726762775523246
7.4,0.024723526471680184,2.4752764735283197
7.6,0.022370771858361223,2.4776292281416388
7.8,0.02024191144730849,2.4797580885526913
8.0,0.018315638890194226,2.4816843611098056
8.2,0.016572675402908674,2.483427324597091
8.4,0.014995576820649064,2.4850044231793507
8.6,0.013568559012334228,2.4864314409876656
8.8,0.012277339903840128,2.4877226600961597
9.0,0.011108996539279568,2.4888910034607203
9.2,0.010051835745292477,2.489948164254707
9.4,0.009095277102424837,2.490904722897575
9.6,0.008229747049425752,2.491770252950574
9.8,0.007446583070943056,2.4925534169290566
10.0,0.006737946999102404,2.4932620530008975
