time,S1_,S2_
0.0,1.0,0.0
0.2,0.8187307530780287,0.18126924692197133
0.4,0.6703200459879887,0.3296799540120114
0.6,0.548811639638719,0.45118836036128096
0.8,0.4493289751236821,0.550671024876318
1.0,0.3678794452421316,0.6321205547578684
1.2,0.30119421437238153,0.6988057856276185
1.4,0.24659696089529143,0.7534030391047086
1.6,0.20189651203212966,0.7981034879678705
1.8,0.16529888339396803,0.8347011166060321
2.0,0.1353352792662596,0.8646647207337405
2.2,0.11080315510313002,0.8891968448968701
2.4,0.9071795522774645,0.992820447722532
2.6,0.7427357955170873,1.1572642044829091
2.8,0.6081006351449125,1.2918993648550838
3.0,0.497870708040181,1.4021292919598154
3.2,0.4076220849027019,1.4923779150972947
3.4,0.3337327491132826,1.566267250886714
3.6,0.27323727625651656,1.6267627237434799
3.8,0.2237077773663252,1.6762922226336714
4.0,0.1831564381277936,1.7168435618722029
4.2,0.14995580854387372,1.7500441914561227
4.4,0.12277343205256085,1.7772265679474357
4.6,0.10051838446451017,1.7994816155354862
4.8,0.8229668129099519,1.9770331870900442
5.0,0.6737860686987135,2.1262139313012827
5.2,0.5516463995377644,2.2483536004622318
5.4,0.4516500558313986,2.3483499441685973
5.6,0.36978345780844,2.430216542191556
5.8,0.3027565852804509,2.497243414719545
6.0,0.2478772678469292,2.552122732153067
6.2,0.2029460979455109,2.597053902054485
6.4,0.16616204166952683,2.6338379583304694
6.6,0.13604372215019814,2.663956277849798
6.8,0.11138317908757182,2.6886168209124244
7.0,0.9119274251640803,2.788072574835916
7.2,0.7466224565768559,2.9533775434231404
7.4,0.6112809227421627,3.0887190772578337
7.6,0.5004735734794566,3.1995264265205394
7.8,0.4097546007871858,3.2902453992128105
8.0,0.33548097839468516,3.364519021605311
8.2,0.274669583563286,3.42533041643671
8.4,0.22488091771842125,3.4751190822815747
8.6,0.18411891232007122,3.515881087679925
8.8,0.15074530352359897,3.5492546964763974
9.0,0.12341982142903928,3.5765801785709566
9.2,0.10104760334335179,3.598952396656644
9.4,0.827307822315261,3.772692177684735
9.6,0.6773423565172786,3.9226576434827174
9.8,0.5545610176161344,4.045438982383861
10.0,0.4540361593575268,4.1459638406424695
