time,S1_,S2_,S3_,S4_
0.0,0.0001,0.0002,0.0,0.0
1.0,7.751199454764464e-5,0.00015246181889950664,7.002618655284871e-5,7.002618655284871e-5
2.0,5.9752901933871176e-5,0.00011671607490430884,0.00012353102316181995,0.00012353102316181995
3.0,4.595841265665484e-5,8.951138466068925e-5,0.0001645302026826559,0.0001645302026826559
4.0,3.531535794099883e-5,6.870005178944338e-5,0.0001959845902695578,0.0001959845902695578
5.0,2.7126628838509226e-5,5.274496495324979e-5,0.00022012840620824097,0.00022012840620824097
6.0,2.0833570903468992e-5,4.050179555331721e-5,0.0002386646335432138,0.0002386646335432138
7.0,1.5999697336470676e-5,3.110339899420071e-5,0.0002528969036693286,0.0002528969036693286
8.0,1.2287426063891792e-5,2.3887631959754333e-5,0.00026382494197635387,0.00026382494197635387
9.0,9.43676013021692e-6,1.8347248890220387e-5,0.0002722159909795627,0.0002722159909795627
10.0,7.247805623967343e-6,1.4093137661341504e-5,0.00027865905671469116,0.00027865905671469116
11.0,5.566990088360205e-6,1.082663765626235e-5,0.0002836063722553774,0.0002836063722553774
12.0,4.276364813004853e-6,8.318459546944544e-6,0.00028740517564005054,0.00028740517564005054
13.0,3.2853531775544925e-6,6.392554866400404e-6,0.0002903220919560451,0.0002903220919560451
14.0,2.5244024051297782e-6,4.913748081070132e-6,0.00029256184951380006,0.00029256184951380006
15.0,1.9401050281703285e-6,3.778245495713627e-6,0.00029428164947611603,0.00029428164947611603
16.0,1.4914515428345896e-6,2.9063492614288345e-6,0.00029560219919573657,0.00029560219919573657
17.0,1.1469525310538608e-6,2.2368633542187873e-6,0.00029661618411472735,0.00029661618411472735
18.0,8.824287068330198e-7,1.7227983504081274e-6,0.0002973947729427588,0.0002973947729427588
19.0,6.793139317759131e-7,1.3280733754979268e-6,0.00029799261269272616,0.00029799261269272616
20.0,5.233521552689844e-7,1.0249836980481698e-6,0.0002984516641466828,0.0002984516641466828
21.0,4.0359684490397794e-7,7.922562197625788e-7,0.0002988041469353334,0.0002988041469353334
22.0,3.1164269149666145e-7,6.135563791818463e-7,0.00029907480092932143,0.00029907480092932143
23.0,2.410356701649989e-7,4.7634167501354133e-7,0.0002992826226548214,0.0002992826226548214
24.0,1.8682005260825818e-7,3.709813426927769e-7,0.0002994421986046989,0.0002994421986046989
25.0,1.4519057988279087e-7,2.9008039618615494e-7,0.000299564729023931,0.000299564729023931
26.0,1.1322538193905981e-7,2.2796059355461787e-7,0.00029965881402450623,0.00029965881402450623
27.0,8.868089961739045e-8,1.8026189523472855e-7,0.0002997310572051478,0.0002997310572051478
28.0,6.9834415322306e-8,1.436364439802075e-7,0.0002997865291406974,0.0002997865291406974
29.0,5.536313982226951e-8,1.1551358702185429e-7,0.00029982912327315584,0.00029982912327315584
30.0,4.42513690974839e-8,9.391944814381852e-8,0.00029986182918275865,0.00029986182918275865
31.0,3.571919462258464e-8,7.733838626437206e-8,0.000299886942419113,0.000299886942419113
32.0,2.9167763458827673e-8,6.460661612177273e-8,0.0002999062256204194,0.0002999062256204194
33.0,2.4137246306108018e-8,5.483052507058079e-8,0.0002999210322286233,0.0002999210322286233
34.0,2.0274563170077096e-8,4.7323952555346927e-8,0.0002999324014842745,0.0002999324014842745
35.0,1.730860150480466e-8,4.156003006653454e-8,0.00029994113136842863,0.00029994113136842863
36.0,1.5031187526868884e-8,3.71342015897739e-8,0.00029994783461088334,0.00029994783461088334
37.0,1.3282474973509472e-8,3.373582875635494e-8,0.00029995298169627015,0.00029995298169627015
38.0,1.1939725854412492e-8,3.1126387823613146e-8,0.00029995693388632194,0.00029995693388632194
39.0,1.090869580510244e-8,2.912272833748089e-8,0.0002999599685758574,0.0002999599685758574
40.0,1.0117019281700043e-8,2.7584218208727418e-8,0.00029996229876250955,0.00029996229876250955
41.0,9.509130379423619e-9,2.6402873045312025e-8,0.00029996408799657525,0.00029996408799657525
42.0,9.042362823949624e-9,2.549577704169276e-8,0.00029996546186013436,0.00029996546186013436
43.0,8.683955311798544e-9,2.4799263288759997e-8,0.00029996651678139945,0.00029996651678139945
44.0,8.408752067447786e-9,2.4264445133985416e-8,0.0002999673268027986,0.0002999673268027986
45.0,8.197437227728706e-9,2.385378495834026e-8,0.00029996794877781396,0.00029996794877781396
46.0,8.035179105756366e-9,2.353845949906525e-8,0.0002999684263613952,0.0002999684263613952
47.0,7.910589193886939e-9,2.3296336820339277e-8,0.0002999687930739858,0.0002999687930739858
48.0,7.814922814789668e-9,2.3110422891883072e-8,0.00029996907465429335,0.00029996907465429335
49.0,7.741465376291453e-9,2.296766886368555e-8,0.00029996929086576005,0.00029996929086576005
50.0,7.685061074953466e-9,2.2858055169093375e-8,0.00029996945688375595,0.00029996945688375595
