time,S1,S2,S3
0.0,0.01,0.02,0.015
0.1,0.008687642473581308,0.018687642473581307,0.01631235752641869
0.2,0.007622194227502181,0.01762219422750218,0.01737780577249782
0.3,0.006743133950854757,0.016743133950854756,0.018256866049145243
0.4,0.0060081510537178745,0.016008151053717876,0.018991848946282124
0.5,0.005386771803055728,0.015386771803055728,0.01961322819694427
0.6,0.004856487787211051,0.01485648778721105,0.02014351221278895
0.7,0.00440031097558467,0.01440031097558467,0.02059968902441533
0.8,0.004005177571215067,0.014005177571215069,0.02099482242878493
0.9,0.003660875676946867,0.013660875676946866,0.02133912432305313
1.0,0.00335930661950116,0.013359306619501158,0.02164069338049884
1.1,0.003093964776165278,0.013093964776165276,0.021906035223834722
1.2,0.0028595640341402806,0.01285956403414028,0.02214043596585972
1.3,0.002651764815085593,0.012651764815085594,0.022348235184914408
1.4,0.002466971426477962,0.012466971426477961,0.022533028573522036
1.5,0.0023021794636570035,0.012302179463657003,0.022697820536342995
1.6,0.002154859402432327,0.012154859402432328,0.02284514059756767
1.7,0.0020228667412812915,0.012022866741281292,0.022977133258718706
1.8,0.0019043718794394383,0.01190437187943944,0.02309562812056056
1.9,0.0017978048448638426,0.011797804844863844,0.023202195155136156
2.0,0.0017018113211122094,0.011701811321112211,0.023298188678887787
2.1,0.0016152173606856317,0.011615217360685633,0.023384782639314365
2.2,0.0015370008406548493,0.011537000840654852,0.023462999159345146
2.3,0.0014662681985178007,0.011466268198517801,0.023533731801482192
2.4,0.0014022353377567771,0.011402235337756778,0.023597764662243222
2.5,0.0013442118520778012,0.011344211852077802,0.023655788147922196
2.6,0.0012915879102916566,0.011291587910291657,0.02370841208970834
2.7,0.0012438232891782306,0.01124382328917823,0.023756176710821766
2.8,0.0012004381517160528,0.011200438151716053,0.023799561848283943
2.9,0.0011610052522907069,0.011161005252290707,0.02383899474770929
3.0,0.0011251433155279537,0.011125143315527955,0.02387485668447204
3.1,0.0010925113856269037,0.011092511385626903,0.02390748861437309
3.2,0.0010628039826115093,0.011062803982611509,0.023937196017388484
3.3,0.0010357469328448547,0.011035746932844854,0.02396425306715514
3.4,0.0010110937656321237,0.011011093765632123,0.023988906234367873
3.5,0.0009886225874157445,0.010988622587415744,0.02401137741258425
3.6,0.0009681333605829304,0.010968133360582931,0.024031866639417063
3.7,0.0009494455265598186,0.010949445526559819,0.024050554473440174
3.8,0.000932395923060667,0.010932395923060667,0.024067604076939326
3.9,0.0009168369536402655,0.010916836953640265,0.02408316304635973
4.0,0.0009026349743970462,0.010902634974397047,0.024097365025602946
4.1,0.0008896688683576761,0.010889668868357676,0.024110331131642314
4.2,0.0008778287825407682,0.010877828782540767,0.024122171217459222
4.3,0.0008670150065029654,0.010867015006502966,0.024132984993497027
4.4,0.0008571369743522258,0.010857136974352226,0.024142863025647766
4.5,0.000848112374822813,0.010848112374822812,0.024151887625177178
4.6,0.0008398663561570059,0.010839866356157005,0.024160133643842986
4.7,0.0008323308144080187,0.010832330814408018,0.024167669185591975
4.8,0.0008254437554016125,0.010825443755401612,0.02417455624459838
4.9,0.0008191487217836303,0.010819148721783628,0.024180851278216363
5.0,0.0008133942777829274,0.010813394277782926,0.024186605722217067
