time,c
0.0,5.0
0.1,4.524187090180107
0.2,4.093653765389902
0.3,3.704091103408685
0.4,3.3516002301782435
0.5,3.032653298563332
0.6,2.744058180470956
0.7,2.4829265189584087
0.8,2.246644820586761
0.9,2.0328482987043404
1.0,1.8393972058692178
1.1,1.6643554185025558
1.2,1.5059710595738918
1.3,1.362658965179873
1.4,1.2329848197131776
1.5,1.1156508007491992
1.6,1.009482589983758
1.7,0.9134176202726304
1.8,0.8264944411178321
1.9,0.7478430961185487
2.0,0.6766764161882217
2.1,0.6122821412813556
2.2,0.5540157918306319
2.3,0.5012942186282895
2.4,0.4535897664631695
2.5,0.41042499312577296
2.6,0.37136789107585766
2.7,0.33602756370711456
2.8,0.30405031313692676
2.9,0.2751161002902508
3.0,0.2489353418484585
3.1,0.2252460119725424
3.2,0.203811019894885
3.3,0.18441583701298309
3.4,0.16686634981367704
3.5,0.15098691712045423
3.6,0.1366186122449261
3.7,0.12361763235855242
3.8,0.11185385928273191
3.9,0.10120955723079436
4.0,0.09157819444874431
4.1,0.08286337701452479
4.2,0.0749778841064066
4.3,0.0678427950655584
4.4,0.06138669951728511
4.5,0.05554498269212755
4.6,0.0502591787241279
4.7,0.045476385509497966
4.8,0.04114873524600596
4.9,0.0372329153555187
5.0,0.0336897349961017
