time,S1_,S2_,S3_
0.0,0.0003,0.0,0.0
0.1,0.000245619225923395,5.1663998974786325e-5,2.716775101818707e-6
0.2,0.00020109601381069112,8.904642422540696e-5,9.857561963901917e-6
0.3,0.00016464349082829025,0.00011520395075255524,2.0152558419154507e-5
0.4,0.00013479868923518064,0.00013259464915102982,3.2606661613789565e-5
0.5,0.0001103638323514489,0.00014319073112468235,4.644543652386875e-5
0.6,9.035826357372924e-5,0.00014857045450896055,6.107128191731021e-5
0.7,7.397908918256151e-5,0.00014999300390975063,7.602790690768786e-5
0.8,6.0568955400520524e-5,0.0001484594676692896,9.097157693018987e-5
0.9,4.958966646854134e-5,0.00014476246290729265,0.000105647870624166
1.0,4.060058497213983e-5,0.000139526494758637,0.00011987292026922314
1.1,3.324094750876306e-5,0.0001332407552013332,0.00013351829728990372
1.2,2.721538598700206e-5,0.00012628575517332843,0.0001464988588396695
1.3,2.2282073464400302e-5,0.00011895492889161995,0.00015876299764397973
1.4,1.8243018788441785e-5,0.00011147214078808919,0.000170284840423469
1.5,1.4936120511695884e-5,0.00010400585506567948,0.00018105802442262462
1.6,1.2228661194608347e-5,9.668058840757828e-5,0.00019109075039781335
1.7,1.0011980987962975e-5,8.958615245573329e-5,0.0002004018665563037
1.8,8.197116734399893e-6,8.278509946416897e-5,0.0002090177838014311
1.9,6.711231557008797e-6,7.631870841958666e-5,0.00021697006002340452
2.0,5.494691666562036e-6,7.021178660886055e-5,0.00022429352172457736
2.1,4.498673046658427e-6,6.447651085848688e-5,0.00023102481609485465
2.2,3.683201971215695e-6,5.9115491074986304e-5,0.00023720130695379795
2.3,3.0155507234952712e-6,5.4124204786699465e-5,0.0002428602444898052
2.4,2.4689241146287727e-6,4.949292374440772e-5,0.00024803815214096347
2.5,2.0213840998366765e-6,4.5208230974682494e-5,0.0002527703849254808
2.6,1.6549693263041142e-6,4.1254208276013354e-5,0.00025709082239768247
2.7,1.3549742827150104e-6,3.761335907843668e-5,0.00026103166663884824
2.8,1.1093591150487448e-6,3.4267319345048136e-5,0.000264623321539903
2.9,9.082664236703135e-7,3.11973991865213e-5,0.0002678943343898083
3.0,7.436256530275784e-7,2.8384989714681647e-5,0.0002708713846322907
3.1,6.088291908306846e-7,2.5811863054488452e-5,0.0002735793077546808
3.2,4.984671819904347e-7,2.3460388023052798e-5,0.0002760411447949567
3.3,4.081104112729832e-7,2.1313679618212016e-5,0.00027827820997051495
3.4,3.3413254431108175e-7,1.9355696887575092e-5,0.00028031017056811376
3.5,2.735645896521156e-7,1.757130087409931e-5,0.0002821551345362485
3.6,2.239757425274556e-7,1.5946281983333133e-5,0.0002838297422741393
3.7,1.8337582834846446e-7,1.446736422551879e-5,0.00028534925994613266
3.8,1.5013543000189715e-7,1.3122192253707334e-5,0.00028672767231629066
3.9,1.2292049369206756e-7,1.1899305880109027e-5,0.0002879777736261988
4.0,1.0063878836683676e-7,1.0788105756517475e-5,0.0002891112554551156
4.1,8.239607098788475e-8,9.778813099093164e-6,0.00029013879082991886
4.2,6.746019723424642e-8,8.862425697827702e-6,0.000291070114104938
4.3,5.523173810328854e-8,8.030671931122785e-6,0.00029191409633077387
4.4,4.52199225247511e-8,7.275964096800656e-6,0.0002926788159806745
4.5,3.702294121973426e-8,6.5913520405160826e-6,0.0002933716250182641
4.6,3.0311820538643414e-8,5.970477805710727e-6,0.00029399921037375057
4.7,2.481721966863073e-8,5.407531821687617e-6,0.00029456765095864373
4.8,2.0318620944034885e-8,4.897210987531522e-6,0.0002950824703915244
4.9,1.6635479824388395e-8,4.434678882913051e-6,0.00029554868563726254
5.0,1.3619978920514452e-8,4.015528241616801e-6,0.00029597085177946266
