time,C1,S1_,x
0.0,0.5,0.75,1.5
0.1,0.5199999999999803,0.7703999999999794,1.4815384615384783
0.2,0.5399999999999999,0.7916,1.465925925925926
0.3,0.5599999999999987,0.8135999999999984,1.4528571428571433
0.4,0.5799999999999947,0.8363999999999928,1.442068965517242
0.5,0.5999999999999831,0.8599999999999728,1.4333333333333282
0.6,0.6199999999999999,0.8844000000000001,1.426451612903226
0.7,0.6399999999999993,0.9095999999999993,1.4212500000000003
0.8,0.6599999999999991,0.9355999999999989,1.4175757575757577
0.9,0.6799999999999771,0.9623999999999654,1.4152941176470557
1.0,0.7,0.9900000000000001,1.4142857142857146
