time,C1,C2
0.0,1.5,0.75
0.06,1.488917575302349,0.7723325926917558
0.12,1.4781656543785302,0.7943356835824383
0.18,1.4677373823593791,0.8160171132208622
0.24,1.4576260555275458,0.8373845535978122
0.3,1.4478251180231652,0.8584455118372434
0.36,1.4383281586214762,0.879207333806942
0.42,1.4291289075808338,0.8996772076503778
0.48,1.4202212335595774,0.9198621672414591
0.54,1.4115991406001098,0.9397690955642204
0.6,1.403256765179244,0.9594047280178097
0.66,1.3951883733224217,0.9787756556507319
0.72,1.387388357781407,0.9978883283234311
0.78,1.3798512352734467,1.0167490578023144
0.84,1.3725716437807658,1.0353640207861983
0.9,1.3655443399090619,1.053739261866696
0.96,1.3587641963036965,1.0718806964240284
1.02,1.3522261991223274,1.0897941134596492
1.08,1.3459254455627625,1.1074851783670598
1.14,1.3398571414447649,1.1249594356422656
1.2,1.334016598844869,1.1422223115346894
1.26,1.3283992337825214,1.1592791166410552
1.32,1.3230005639570341,1.1761350484420627
1.38,1.3178162065342514,1.1927951937830048
1.44,1.3128418759806735,1.2092645313026211
1.5,1.3080733819458097,1.2255479338063215
1.56,1.3035066271904474,1.2416501705891787
1.62,1.2991376055601305,1.257575909707768
1.68,1.294962400002957,1.2733297202025684
1.74,1.290977180630688,1.288916074271859
1.8,1.2871782028222358,1.3043393493981748
1.86,1.2835618053685918,1.319603830428375
1.92,1.280124408658287,1.3347137116083596
1.98,1.276862512902502,1.3496730985733767
2.04,1.2737726963989482,1.3644860102949452
2.1,1.2708516138336734,1.3791563809853757
2.16,1.2680959946199932,1.393688061960626
2.22,1.2655026412736954,1.408084823462662
2.28,1.263068427823755,1.4223503564420958
2.34,1.2607902982578127,1.4364882743016611
2.4,1.258665265001543,1.4505021146022743
2.46,1.2566904074314207,1.4643953407309693
2.52,1.2548628704198093,1.4781713435333583
2.58,1.2531798629119422,1.4918334429101767
2.64,1.251638656533885,1.505384889379185
2.7,1.2502365842314447,1.5188288656012137
2.76,1.248971038937554,1.5321684878783897
2.82,1.2478394722705395,1.5454068076101637
2.88,1.246839393259276,1.5585468127285962
2.94,1.2459683670971737,1.5715914290942963
3.0,1.2452240139230084,1.5845435218653743
