time,A1_,A2_,A3_,A4_
0.0,2.0,3.0,4.0,1.0
0.02,2.039223010587067,2.9413899420469836,3.960776989412933,1.0978330685400834
0.04,2.076976730902999,2.885514368714546,3.923023269097001,1.1914623621884528
0.06,2.1133733794857346,2.8322954724293754,3.8866266205142654,1.281077907056359
0.08,2.1485081520351135,2.7816454764297576,3.8514918479648865,1.366862675605356
0.1,2.182462152597192,2.7334697568415285,3.817537847402808,1.4489923957556632
0.12,2.215304830117948,2.6876693552267583,3.784695169882052,1.5276354748911898
0.14,2.2470960023827042,2.6441429877846883,3.7529039976172958,1.6029530145980158
0.16,2.2778875360548225,2.6027886399006563,3.7221124639451775,1.675098896154166
0.18,2.3077247400350003,2.5635048195535517,3.6922752599649997,1.7442199204814481
0.2,2.33664751988922,2.526191530682388,3.66335248011078,1.8104559892068317
0.22,2.3646913331608115,2.4907510171915948,3.6353086668391885,1.8739403159692163
0.24,2.391887978550912,2.4570883193244986,3.608112021449088,1.9347996592264134
0.26,2.4182662471339627,2.425111677895525,3.5817337528660373,1.9931545692384378
0.28,2.4438524581320897,2.3947328143992053,3.5561475418679103,2.0491196437328845
0.3,2.468670899095135,2.3658671116469545,3.531329100904865,2.1028037874481806
0.32,2.492744186136466,2.3384337140160354,3.507255813863534,2.1543104721204305
0.34,2.516093557985667,2.3123555640315807,3.483906442014333,2.2037379939540864
0.36,2.538739115141536,2.2875593887700343,3.461260884858464,2.251179726371501
0.38,2.5607000133315667,2.2639756468738232,3.4392999866684333,2.2967243664577435
0.4,2.58199461949517,2.2415384457650656,3.41800538050483,2.3404561737301046
0.42,2.6026406364583594,2.2201854359444066,3.3973593635416406,2.3824552005139528
0.44,2.6226552021079423,2.1998576889016945,3.3773447978920577,2.422797513206248
0.46,2.6420549678061542,2.180499563806569,3.3579450321938458,2.461555403999585
0.48,2.6608561593416193,2.1620585662374374,3.3391438406583807,2.498797593104182
0.5,2.6790746243202292,2.14448520317395,3.3209253756797708,2.534589421146279
0.52,2.696725868127852,2.1277328360915084,3.303274131872148,2.5689930320363437
0.54,2.7138250806690465,2.111757534189191,3.2861749193309535,2.6020675464798555
0.56,2.730387156386463,2.096517930290555,3.269612843613537,2.6338692260959076
0.58,2.746426708134223,2.081975079321051,3.253573291865777,2.6644516288131723
0.6,2.761958076931727,2.06809232137965,3.238041923068273,2.6938657555520775
0.62,2.7769953382743044,2.0548351495867974,3.2230046617256956,2.7221601886875075
0.64,2.791552305711343,2.0421710830077884,3.208447694288657,2.7493812227035557
0.66,2.8056425325695122,2.030069545232311,3.1943574674304878,2.7755729873372013
0.68,2.8192793127053073,2.018501749254771,3.1807206872946927,2.800777563450537
0.7,2.832475679787438,2.007440587405317,3.167524320212562,2.8250350923821212
0.72,2.8452444065654436,1.9968605278669478,3.1547555934345564,2.8483838786984963
0.74,2.8575980036519693,1.9867375166489611,3.1424019963480307,2.8708604870030086
0.76,2.8695487181534447,1.977048885055865,3.1304512818465553,2.89249983309758
0.78,2.8811085324231662,1.9677732626384805,3.1188914675768338,2.913335269784686
0.8,2.89228916341082,1.9588904959240887,3.10771083658918,2.9333986674867316
0.82,2.9031020617534344,1.9503815713913741,3.0968979382465656,2.95272049036206
0.84,2.913558411702485,1.942228543910285,3.086441588297515,2.9713298677922
0.86,2.923669131283373,1.934414469512378,3.076330868716627,2.989254661770995
0.88,2.933444872893556,1.926923342515573,3.066555127106444,3.006521530377983
0.9,2.9428960240853343,1.91974003640137,3.0571039759146657,3.0231559876839644
0.92,2.9520327092850587,1.9128502492670947,3.0479672907149413,3.039182460017964
0.94,2.9608647915722304,1.9062404524182213,3.0391352084277696,3.0546243391540093
0.96,2.9694018747763398,1.899897842265281,3.0305981252236602,3.069504032511059
0.98,2.97765330632483,1.8938102959509462,3.02234669367517,3.083843010373884
1.0,2.9856281800184763,1.8879663293876128,3.0143718199815237,3.0976618506308635
