time,S1_,S2_,S3_,S4_,S5_
0.0,1.0,1.0,0.0,0.1,0.5
0.12,0.9338734365846313,0.6293920744926419,0.43422953853276025,0.10250495038996658,0.31469603724632095
0.24,0.885063547098344,0.5822610050020526,0.5255502233438009,0.10712522455580265,0.2911305025010263
0.36,0.8396907874749386,0.5903232373157065,0.5574927326692785,0.11249324254007632,0.29516161865785323
0.48,0.7956522106892273,0.6072485281825228,0.5787010788756688,0.11839818225258085,0.3036242640912614
0.6,0.7527316478141033,0.6250005117035652,0.5974332114028121,0.12483462907951919,0.3125002558517826
0.72,0.7110064193703572,0.6421329983238819,0.6150246848172022,0.13183589748855856,0.32106649916194097
0.84,0.6705865991005249,0.658336813056911,0.6316323272456374,0.1394442605969267,0.3291684065284555
0.96,0.6315720040934126,0.6735042037923897,0.6472181882408024,0.14770560387339543,0.33675210189619487
1.08,0.5940450716349809,0.6875686283375053,0.6617178733146938,0.15666842671282016,0.34378431416875266
1.2,0.5580699355059269,0.7004771965658684,0.6750692803464208,0.16638358758178415,0.3502385982829342
1.32,0.5236928298561382,0.7121856558700059,0.6872173743223637,0.17690413995149223,0.35609282793500296
1.44,0.4909429773394423,0.7226571253939699,0.6981147621560675,0.18828513511052036,0.36132856269698493
1.56,0.4598337674322856,0.7318614059109118,0.7077214641816832,0.20058336247511943,0.3659307029554559
1.68,0.43036413569451787,0.7397743575498644,0.7160044919129116,0.2138570148427061,0.3698871787749322
1.8,0.40252007448894866,0.7463772892830546,0.7229373670401772,0.22816526918781968,0.3731886446415273
1.92,0.3762762138850986,0.7516563776129713,0.7284996338725157,0.2435677746294145,0.37582818880648566
2.04,0.3515974192593677,0.7556021404539882,0.7326764000332535,0.26012404025339064,0.3778010702269941
2.16,0.32844036059674564,0.7582089892446403,0.7354579331390503,0.27789271701956386,0.37910449462232015
2.28,0.30675501731665705,0.759474877083841,0.7368393354230831,0.296930770176419,0.3797374385419205
2.4,0.28648609109108886,0.7594010555742478,0.7368203117813534,0.31729254155331005,0.3797005277871239
2.52,0.26757430717165304,0.7579919474079908,0.7354050405780167,0.3390287048423396,0.3789959737039954
2.64,0.2499575919380947,0.7552551372911752,0.7326021491997935,0.3621851215709367,0.3776275686455876
2.76,0.23357212042043987,0.7512014682737818,0.7284248006887785,0.386801610617,0.3756007341368909
2.88,0.21835323309647053,0.7458452633717944,0.7228908526561578,0.4129106508755775,0.3729226316858972
3.0,0.20423622434347938,0.7392046119315756,0.7160231219366341,0.4405360417883113,0.3696023059657878
3.12,0.19115700909488598,0.7313017466621211,0.7078496893694338,0.46969155487355935,0.36565087333106056
3.24,0.17905267554521226,0.7221634662095164,0.6984042435185388,0.5003796147267328,0.3610817331047582
3.36,0.16786193349332384,0.7118215823001688,0.6877264298361851,0.5325900543703226,0.3559107911500844
3.48,0.1575254685851517,0.7003133606052033,0.6758621764025462,0.5662989944070992,0.35015668030260166
3.6,0.14798621305662005,0.687681934204222,0.6628639540103657,0.6014678987287927,0.343840967102111
3.72,0.13918954323442262,0.6739766422747293,0.6487909550571684,0.6380428594336801,0.33698832113736465
3.84,0.13108341385825256,0.6592532743103411,0.6337091497223337,0.6759541621090731,0.32962663715517054
3.96,0.12361843856090494,0.6435741913277474,0.6176911931427791,0.7151161769685691,0.3217870956638737
4.08,0.11674792506103747,0.6270082931310722,0.6008161694574415,0.7554276123504492,0.3135041465655361
4.2,0.11042787288281447,0.6096308162619362,0.5831691554440106,0.7967721554112392,0.3048154081309681
4.32,0.10461694054768642,0.5915229502834889,0.5648405992178426,0.8390195099509825,0.29576147514174445
4.44,0.0992763883540712,0.5727712673287412,0.5459255199258236,0.8820268243913644,0.2863856336643706
4.56,0.09437000207965454,0.5534669703645498,0.526522542533644,0.9256404850221521,0.2767334851822749
4.68,0.0898640021992302,0.5337049746104922,0.5067327914100213,0.9696982317802569,0.2668524873052461
4.8,0.08572694253173319,0.5135828453689045,0.48665867471020646,1.0140315373891562,0.25679142268445226
4.92,0.08192960161680649,0.49319962336833556,0.4664025980920699,1.0584681769227884,0.24659981168416778
5.04,0.07844486957505724,0.4726545750615416,0.44606565049775754,1.102834904865644,0.2363272875307708
5.16,0.07524763272464781,0.45204590948794315,0.4257463064726692,1.1469601513147403,0.22602295474397158
5.28,0.07231465780714104,0.4314695050977293,0.4055391885601445,1.1906766485349856,0.21573475254886465
5.4,0.06962447731279683,0.41101768918431336,0.3855339298757297,1.2338239036271608,0.20550884459215668
5.52,0.06715727708474523,0.3907781094270678,0.36581417131948574,1.276250442168702,0.1953890547135339
5.64,0.06489478711715707,0.3708327318072302,0.34645672053201026,1.3178157605436032,0.1854163659036151
5.76,0.06282017623928367,0.35125699228301455,0.32753089125805124,1.3583919402196514,0.17562849614150727
5.88,0.06091795118963946,0.3321191215905722,0.3090980329825595,1.3978648942372296,0.1660595607952861
6.0,0.05917386042774993,0.3134796538803156,0.2912112522950092,1.436135233396926,0.1567398269401578
