time,S1_,S2_,S3_
0.0,1.0,2.0,1.0
0.1,0.8890941845041447,1.8890941845041447,1.1109058154958553
0.2,0.8013223156089752,1.801322315608975,1.198677684391025
0.3,0.9716891100038649,1.721689110003865,1.278310889996135
0.4,0.8878551346377772,1.6378551346377772,1.3621448653622228
0.5,0.8202282135277692,1.570228213527769,1.429771786472231
0.6,0.76511387464114,1.51511387464114,1.48488612535886
0.7,0.9403661646271592,1.6903661646271593,1.5596338353727837
0.8,0.86830205790811,1.61830205790811,1.631697942091833
0.9,0.8099953111957368,1.5599953111957368,1.6900046888042062
1.0,0.7624015665039591,1.512401566503959,1.737598433495984
1.1,0.9431374339679673,1.6931374339679672,1.8068625660318811
1.2,0.8761554414836239,1.626155441483624,1.8738445585162244
1.3,0.8220231914923462,1.5720231914923462,1.9279768085075022
1.4,0.7779158333352311,1.5279158333352312,1.9720841666646172
1.5,0.9805556231411253,1.7305556231411252,2.019444376858723
1.6,0.9117910801743836,1.6617910801743836,2.0882089198254645
1.7,0.8565153842430349,1.6065153842430349,2.1434846157568135
1.8,0.8117092563123528,1.5617092563123527,2.1882907436874954
1.9,0.7751427393348322,1.5251427393348322,2.2248572606650163
2.0,0.9870692575005627,1.7370692575005626,2.2629307424992207
2.1,0.9226044936481672,1.6726044936481672,2.3273955063516163
2.2,0.8708681361652645,1.6208681361652644,2.3791318638345187
2.3,0.8290205576649533,1.5790205576649532,2.42097944233483
2.4,0.7949567085652642,1.5449567085652642,2.455043291434519
2.5,0.76708565468336,1.51708565468336,2.482914345316423
2.6,0.9818161093634205,1.7318161093634203,2.5181838906363625
2.7,0.9240095489453702,1.6740095489453704,2.5759904510544125
2.8,0.8776250166696854,1.6276250166696855,2.6223749833300976
2.9,0.8401434130083328,1.590143413008333,2.6598565869914497
3.0,0.809683741862848,1.559683741862848,2.6903162581369346
3.1,0.7848162487247925,1.5348162487247925,2.7151837512749903
3.2,0.7644378187211742,1.5144378187211742,2.7355621812786084
3.3,0.9907720649741769,1.740772064974177,2.7592279350256055
3.4,0.9367632350242053,1.6867632350242052,2.813236764975577
3.5,0.8935081441869244,1.6435081441869244,2.856491855812858
3.6,0.8586380495635735,1.6086380495635735,2.8913619504362087
3.7,0.8303788533833318,1.5803788533833318,2.9196211466164503
3.8,0.807379160331557,1.557379160331557,2.9426208396682254
3.9,0.7885949094837587,1.5385949094837588,2.9614050905160236
4.0,0.7732098831281462,1.5232098831281462,2.976790116871636
4.1,0.7605796363060985,1.5105796363060984,2.9894203636936836
4.2,0.7501911139794487,1.5001911139794486,2.9998088860203334
4.3,0.9506310103535223,1.7006310103535223,3.04936898964624
4.4,0.9102566553727796,1.6602566553727796,3.089743344626983
4.5,0.8777901462716657,1.6277901462716657,3.1222098537280965
4.6,0.8515540780652405,1.6015540780652406,3.1484459219345218
4.7,0.8302685275609304,1.5802685275609305,3.169731472438832
4.8,0.8129437216298429,1.562943721629843,3.1870562783699197
4.9,0.7988056927522506,1.5488056927522504,3.201194307247512
5.0,0.7872435858945651,1.537243585894565,3.2127564141051974
