time,A1_,A2_,A3_,A4_
0.0,2.0,3.0,4.0,1.0
0.02,2.0,2.9425130471414374,3.9596387359308802,1.0978482169276826
0.04,2.0,2.889722605606906,3.918700226106044,1.19157716828705
0.06,2.0,2.84117271025167,3.877382096727709,1.281445193020621
0.08,2.0,2.7964543047198145,3.8358572890374196,1.3676884062427659
0.1,2.0,2.7552003343413274,3.794276767927636,1.4505228977310365
0.12,2.0,2.7170813547386263,3.7527719422895793,1.5301467029717943
0.14,2.0,2.68180160183235,3.7114568275528117,1.6067415706148385
0.16,2.0,2.649095474734932,3.670429977626831,1.680474547638237
0.18,2.0,2.6187243880821307,3.6297762106048803,1.751499401312989
0.2,2.0,2.590473954919889,3.5895681500317855,1.8199578950483253
0.22,2.0,2.5641514653970923,3.549867601214246,1.8859809333886617
0.24,2.0,2.5395836301226384,3.510726780030173,1.9496895898471884
0.26,2.0,2.516614560364249,3.4721894098278665,2.011196029807885
0.28,2.0,2.4951039601737004,3.4342917003757685,2.070604339450531
0.3,2.0,2.4749255081400454,3.3970632213555905,2.128011270504364
0.32,2.0,2.45596540884162,3.360527681556642,2.1835069096017383
0.34,2.0,2.4381210961408675,3.3247036237799885,2.2371752800791445
0.36,2.0,2.42130007236092,3.289605044373367,2.289094883265713
0.38,2.0,2.40541886906003,3.2552419454047965,2.339339185535174
0.4,2.0,2.390402116612379,3.2216208266240933,2.3879770567635283
0.42,2.0,2.37618171116775,3.188745123607288,2.435073165224963
0.44,2.0,2.362696068746458,3.1566155978101067,2.4806883334434358
0.46,2.0,2.349889457319112,3.1252306836466,2.5248798590342885
0.48,2.0,2.3377113986754297,3.094586797171046,2.5677018041535247
0.5,2.0,2.3261161327473965,3.0646786104599166,2.6092052567926873
0.52,2.0,2.315062137831708,3.0354992953531803,2.6494385668151117
0.54,2.0,2.304511700836052,3.007040739832263,2.6884475593316854
0.56,2.0,2.294430532300641,2.9792937399624644,2.726275727736895
0.58,2.0,2.2847874214937813,2.9522481700189442,2.762964408487275
0.6,2.0,2.2755539273740717,2.9258931331397156,2.7985529394862128
0.62,2.0,2.266704101659021,2.9002170945986023,2.833078803742376
0.64,2.0,2.2582142406294268,2.87520799957165,2.8665777597989233
0.66,2.0,2.2500626626585674,2.85085337707098,2.8990839602704526
0.68,2.0,2.242229508769008,2.82714043154263,2.930630059688362
0.7,2.0,2.2346965638030256,2.8040561234670998,2.9612473127298746
0.72,2.0,2.2274470960493713,2.7815872401585184,2.9909656637921103
0.74,2.0,2.2204657133919423,2.7597204578310084,3.019813828777049
0.76,2.0,2.213738234252951,2.738442395888698,3.047819369858351
0.78,2.0,2.2072515717825363,2.717739664292444,3.0750087639250197
0.8,2.0,2.200993629909474,2.6975989047668176,3.1014074653237085
0.82,2.0,2.1949532100148645,2.6780068265291384,3.127039963455997
0.84,2.0,2.1891199271183304,2.6589502371488267,3.151929835732843
0.86,2.0,2.183484134585235,2.640416069082075,3.1760997963326902
0.88,2.0,2.1780368564661132,2.62239140236688,3.1995717411670066
0.9,2.0,2.17276972667291,2.604863483912634,3.222366789414456
0.92,2.0,2.167674934281127,2.5878197437718016,3.2445053219470714
0.94,2.0,2.162745174320038,2.5712478087386055,3.2660070169413564
0.96,2.0,2.1579736034816057,2.555135513584246,3.286890882934148
0.98,2.0,2.1533538002374493,2.539470910203236,3.3071752895593147
1.0,2.0,2.14887972890689,2.5242422749166566,3.3268779961764534
