time,S1,S2,S3
0.0,0.001,0.002,0.001
0.3,0.0010717986561050363,0.0020717986561050363,0.0009282013438949639
0.6,0.001138362320022499,0.002138362320022499,0.0008616376799775012
0.9,0.0012000708359472903,0.0022000708359472903,0.00079992916405271
1.2,0.0012572767478858631,0.002257276747885863,0.0007427232521141371
1.5,0.0013103072249474098,0.00231030722494741,0.0006896927750525904
1.8,0.0013594658560846194,0.0023594658560846193,0.0006405341439153806
2.1,0.0014050343223864332,0.002405034322386433,0.0005949656776135669
2.4,0.0014472739546298901,0.00244727395462989,0.0005527260453701099
2.7,0.001486427183413531,0.0024864271834135307,0.0005135728165864692
3.0,0.0015227188888032616,0.0025227188888032616,0.0004772811111967385
3.3,0.001556357656048702,0.002556357656048702,0.00044364234395129795
3.6,0.001587536943556197,0.002587536943556197,0.00041246305644380304
3.9,0.001616436168949019,0.002616436168949019,0.0003835638310509811
4.2,0.0016432217187055866,0.0026432217187055866,0.0003567782812944134
4.5,0.0016680478865307555,0.0026680478865307553,0.0003319521134692447
4.8,0.0016910577452900998,0.0026910577452900998,0.0003089422547099003
5.1,0.0017123839570674158,0.0027123839570674154,0.00028761604293258433
5.4,0.0017321495255878162,0.002732149525587816,0.00026785047441218383
5.7,0.0017504684949755254,0.0027504684949755252,0.00024953150502447465
6.0,0.0017674465985907785,0.0027674465985907783,0.00023255340140922146
6.3,0.0017831818614121235,0.002783181861412123,0.0002168181385878766
6.6,0.0017977651592173147,0.0027977651592173145,0.0002022348407826854
6.9,0.0018112807375909054,0.0028112807375909052,0.00018871926240909468
7.2,0.001823806693593242,0.0028238066935932418,0.00017619330640675804
7.5,0.0018354154227351036,0.0028354154227351034,0.00016458457726489637
7.8,0.001846174033703891,0.0028461740337038907,0.00015382596629610917
8.1,0.0018561447331337931,0.002856144733133793,0.00014385526686620697
8.4,0.0018653851825677784,0.002865385182567778,0.0001346148174322217
8.7,0.0018739488295753386,0.0028739488295753384,0.00012605117042466132
9.0,0.0018818852148928989,0.0028818852148928984,0.00011811478510710119
9.3,0.0018892402572827213,0.002889240257282721,0.00011075974271727878
9.6,0.0018960565177276439,0.002896056517727644,0.00010394348227235613
9.9,0.0019023734444483706,0.0029023734444483707,9.76265555516293e-5
10.2,0.0019082276001098429,0.0029082276001098427,9.177239989015712e-5
10.5,0.001913652872499135,0.0029136528724991347,8.634712750086501e-5
10.8,0.001918680669891292,0.0029186806698912916,8.131933010870808e-5
11.1,0.0019233401021837005,0.0029233401021837003,7.665989781629962e-5
11.4,0.0019276581488419909,0.002927658148841991,7.234185115800906e-5
11.7,0.0019316598146062783,0.0029316598146062784,6.834018539372167e-5
12.0,0.0019353682738444359,0.0029353682738444357,6.463172615556416e-5
12.3,0.0019388050043845759,0.0029388050043845757,6.119499561542417e-5
12.6,0.0019419899115841479,0.002941989911584148,5.801008841585211e-5
12.9,0.0019449414433382376,0.002944941443338237,5.505855666176247e-5
13.2,0.0019476766966945757,0.0029476766966945755,5.2323303305424207e-5
13.5,0.0019502115166902536,0.0029502115166902534,4.9788483309746396e-5
13.8,0.001952560587959901,0.0029525605879599007,4.743941204009897e-5
14.1,0.001954737519655518,0.0029547375196555177,4.526248034448212e-5
14.4,0.0019567549241598326,0.0029567549241598327,4.3245075840167246e-5
14.7,0.001958624490046491,0.002958624490046491,4.137550995350868e-5
15.0,0.0019603570497060433,0.002960357049706043,3.964295029395667e-5
