time,S1,S2,S3,S4
0.0,0.0001,0.00012,0.0002,0.0001
0.05,9.811504470256311e-5,0.00011811504470256309,0.00020188495529743693,0.0001018849552974369
0.1,9.644169243505516e-5,0.00011644169243505515,0.00020355830756494484,0.00010355830756494485
0.15,9.495494237102864e-5,0.00011495494237102863,0.00020504505762897136,0.00010504505762897136
0.2,9.363300102210416e-5,0.00011363300102210416,0.00020636699897789586,0.00010636699897789585
0.25,9.245682003952032e-5,0.00011245682003952032,0.00020754317996047968,0.00010754317996047967
0.3,9.140971047341276e-5,0.00011140971047341276,0.00020859028952658726,0.00010859028952658725
0.35,9.047701899630788e-5,0.0001104770189963079,0.00020952298100369212,0.00010952298100369212
0.4,0.00019771849402722762,0.00010771849402722763,0.0002122815059727724,0.00011228150597277239
0.45,0.00019307840294662015,0.00010307840294662014,0.00021692159705337987,0.00011692159705337988
0.5,0.00018909598146393345,9.909598146393344e-5,0.00022090401853606657,0.00012090401853606657
0.55,0.00018567117269853594,9.567117269853596e-5,0.00022432882730146408,0.00012432882730146406
0.6,0.00018219621344717197,9.219621344717192e-5,0.0002278037865528281,0.00010280378655282997
0.65,0.000179055468760596,8.905546876059595e-5,0.00023094453123940407,0.00010594453123940594
0.7,0.0001763323646990617,8.63323646990617e-5,0.00023366763530093833,0.0001086676353009402
0.75,0.00017396813711931125,8.396813711931123e-5,0.0002360318628806888,0.00011103186288069066
0.8,0.00017191305346385343,8.191305346385342e-5,0.00023808694653614662,0.0001130869465361485
0.85,0.00017012484760597612,8.012484760597611e-5,0.00023987515239402393,0.0001148751523940258
0.9,0.0001685674656814313,7.856746568143129e-5,0.00024143253431856875,0.00011643253431857063
0.95,0.00016721005255476644,7.721005255476641e-5,0.0002427899474452336,0.00011778994744523551
1.0,0.00016602612623909082,7.602612623909079e-5,0.00024397387376090925,0.00011897387376091113
1.05,0.00016499290050400687,7.49929005040069e-5,0.00024500709949599314,0.00012000709949599504
1.1,0.00016409072542454114,7.409072542454116e-5,0.00024590927457545893,0.00012090927457546076
1.15,0.00016330262246652243,7.330262246652246e-5,0.0002466973775334776,0.00012169737753347948
1.2,0.00016261389602511458,7.26138960251146e-5,0.00024738610397488544,0.0001223861039748873
1.25,0.00016201180719624077,7.201180719624078e-5,0.00024798819280375927,0.00012298819280376114
1.3,0.000161485298528319,7.148529852831903e-5,0.000248514701471681,0.00012351470147168287
1.35,0.00016102476086066113,7.102476086066115e-5,0.0002489752391393389,0.00012397523913934075
1.4,0.00016062183504372978,7.062183504372977e-5,0.0002493781649562703,0.00012437816495627213
1.45,0.00016026924276933295,7.026924276933293e-5,0.0002497307572306671,0.00012473075723066896
1.5,0.00015996064180066847,6.996064180066845e-5,0.0002500393581993316,0.00012503935819933344
1.55,0.00015969050174434403,6.969050174434402e-5,0.000250309498255656,0.0001253094982556579
1.6,0.00015945399718070047,6.945399718070047e-5,0.00025054600281929957,0.00012554600281930144
1.65,0.00015924691555319867,6.924691555319866e-5,0.0002507530844468014,0.00012575308444680324
1.7,0.00015906557759835132,6.906557759835134e-5,0.0002509344224016487,0.00012593442240165057
1.75,0.00015890676850990648,6.890676850990648e-5,0.00025109323149009356,0.00012609323149009546
1.8,0.00015876767829338097,6.876767829338096e-5,0.0002512323217066191,0.00012623232170662094
1.85,0.00015864585001720813,6.864585001720815e-5,0.0002513541499827919,0.00012635414998279375
1.9,0.00015853913484951038,6.853913484951036e-5,0.00025146086515048967,0.00012646086515049156
1.95,0.00015844565296832885,6.844565296832885e-5,0.0002515543470316712,0.0001265543470316731
2.0,0.0001583637595330193,6.83637595330193e-5,0.0002516362404669807,0.0001266362404669826
2.05,0.0001582920150402388,6.82920150402388e-5,0.0002517079849597612,0.0001267079849597631
2.1,0.0001582291594824351,6.822915948243507e-5,0.00025177084051756496,0.00012677084051756685
2.15,0.00015817408981052002,6.817408981051998e-5,0.00025182591018948006,0.00012682591018948192
2.2,0.0001581258402596327,6.812584025963267e-5,0.0002518741597403674,0.00012687415974036925
2.25,0.00015808356516576648,6.808356516576647e-5,0.0002519164348342336,0.00012691643483423546
2.3,0.00015804652396239155,6.804652396239152e-5,0.0002519534760376085,0.0001269534760376104
2.35,0.0001580140680626082,6.801406806260816e-5,0.0002519859319373919,0.00012698593193739377
2.4,0.00015798562939173204,6.798562939173203e-5,0.000252014370608268,0.00012701437060826988
2.45,0.00015796071036190383,6.796071036190381e-5,0.00025203928963809624,0.0001270392896380981
2.5,0.0001579388751006944,6.793887510069438e-5,0.00025206112489930567,0.00012706112489930757
