time,S1_,S2_
0.0,1.125,1.5
0.02,1.125,2.6249999999998557
0.04,1.125,3.7499999999999996
0.06,1.125,4.874999999999996
0.08,1.125,5.999999999999963
0.1,1.125,7.124999999999816
0.12,1.125,8.249999999998893
0.14,1.125,9.375000000000455
0.16,1.125,10.499999999992259
0.18,1.125,11.625
0.2,1.125,12.75
0.22,1.125,13.875
0.24,1.125,14.999999999999998
0.26,1.125,16.124999999999996
0.28,1.125,17.25
0.3,1.125,18.374999999999986
0.32,1.125,19.499999999999982
0.34,1.125,20.62499999999996
0.36,1.125,21.74999999999995
0.38,1.125,22.874999999999922
0.4,1.125,23.999999999999886
0.42,1.125,25.124999999999922
0.44,1.125,26.249999999999865
0.46,1.125,27.374999999999588
0.48,1.125,28.499999999999865
0.5,1.125,29.624999999999748
0.52,1.125,30.749999999998987
0.54,1.125,31.874999999999574
0.56,1.125,32.99999999999988
0.58,1.125,34.12500000000056
0.6,1.125,35.249999999997826
0.62,1.125,36.37499999999702
0.64,1.125,37.49999999999806
0.66,1.125,38.62499999999732
0.68,1.125,39.75000000000257
0.7,1.125,40.874999999993065
0.72,1.125,41.99999999999539
0.74,1.125,43.124999999986706
0.76,1.125,44.24999999999428
0.78,1.125,45.37499999999953
0.8,1.125,46.49999999998479
0.82,1.125,47.62499999998162
0.84,1.125,48.74999999998975
0.86,1.125,49.874999999980766
0.88,1.125,50.99999999998384
0.9,1.125,52.12499999991472
0.92,1.125,53.24999999998853
0.94,1.125,54.375
0.96,1.125,55.499999999999986
0.98,1.125,56.62499999999947
1.0,1.125,57.75
