time,S1_,S2_,S3_,S4_
0.0,0.0001,0.00015,0.0002,1.0e-5
0.016,8.770880243769956e-5,0.00015,0.00021229119756230045,1.0e-5
0.032,7.720136471598049e-5,0.00015,0.00022279863528401953,1.0e-5
0.048,6.821881871736577e-5,0.00015,0.00023178118128263424,1.0e-5
0.064,6.053986455533975e-5,0.00015,0.00023946013544466028,1.0e-5
0.08,5.3975318488887983e-5,0.00015,0.00024602468151111204,1.0e-5
0.096,4.83634520603961e-5,0.00015,0.0002516365479396039,1.0e-5
0.112,4.356600765345699e-5,0.00015,0.000256433992346543,1.0e-5
0.128,3.9464792285618046e-5,0.00015,0.000260535207714382,1.0e-5
0.144,3.595876573105159e-5,0.00015,0.00026404123426894844,1.0e-5
0.16,3.29615512198794e-5,0.00015,0.00026703844878012064,1.0e-5
0.176,3.039930741496638e-5,0.00015,0.00026960069258503364,1.0e-5
0.192,2.8208909198311885e-5,0.00015,0.0002717910908016881,1.0e-5
0.208,2.6336392487427958e-5,0.00015,0.0002736636075125721,1.0e-5
0.224,2.4735624732685546e-5,0.00015,0.0002752643752673145,1.0e-5
0.24,2.3367168371517437e-5,0.00015,0.00027663283162848257,1.0e-5
0.256,2.2197309216516844e-5,0.00015,0.00027780269078348316,1.0e-5
0.272,2.1197225852411223e-5,0.00015,0.0002788027741475888,1.0e-5
0.288,2.0342279570159208e-5,0.00015,0.00027965772042984083,1.0e-5
0.304,1.9611407351887694e-5,0.00015,0.00028038859264811235,1.0e-5
0.32,1.8986602952239624e-5,0.00015,0.0002810133970477604,1.0e-5
0.336,1.8452473280375464e-5,0.00015,0.00028154752671962456,1.0e-5
0.352,1.7995859168968754e-5,0.00015,0.0002820041408310313,1.0e-5
0.368,1.7605511172524283e-5,0.00015,0.0002823944888274757,1.0e-5
0.384,1.727181242245053e-5,0.00015,0.00028272818757754946,1.0e-5
0.4,1.6986541697650823e-5,0.00015,0.0002830134583023492,1.0e-5
0.416,1.6742670882242507e-5,0.00015,0.00028325732911775754,1.0e-5
0.432,1.6534191815427594e-5,0.00015,0.00028346580818457243,1.0e-5
0.448,1.6355968269074672e-5,0.00015,0.00028364403173092534,1.0e-5
0.464,1.620360941197481e-5,0.00015,0.0002837963905880252,1.0e-5
0.48,1.6073361631166537e-5,0.00015,0.0002839266383688335,1.0e-5
0.496,1.596201605758037e-5,0.00015,0.0002840379839424197,1.0e-5
0.512,1.5866829508943102e-5,0.00015,0.000284133170491057,1.0e-5
0.528,1.5785456906288787e-5,0.00015,0.00028421454309371125,1.0e-5
0.544,1.571589350108554e-5,0.00015,0.0002842841064989145,1.0e-5
0.56,1.5656425483924895e-5,0.00015,0.0002843435745160752,1.0e-5
0.576,1.560558776164194e-5,0.00015,0.00028439441223835813,1.0e-5
0.592,1.5562127863297313e-5,0.00015,0.0002844378721367027,1.0e-5
0.608,1.5524975082122788e-5,0.00015,0.00028447502491787724,1.0e-5
0.624,1.549321409722343e-5,0.00015,0.00028450678590277663,1.0e-5
0.64,1.5466062424919584e-5,0.00015,0.00028453393757508046,1.0e-5
0.656,1.5442851138357912e-5,0.00015,0.00028455714886164215,1.0e-5
0.672,1.5423008389510753e-5,0.00015,0.0002845769916104893,1.0e-5
0.688,1.540604531951894e-5,0.00015,0.0002845939546804811,1.0e-5
0.704,1.5391544014789965e-5,0.00015,0.00028460845598521004,1.0e-5
0.72,1.5379147211331944e-5,0.00015,0.00028462085278866805,1.0e-5
0.736,1.5368549493925204e-5,0.00015,0.0002846314505060748,1.0e-5
0.752,1.5359489769921417e-5,0.00015,0.0002846405102300786,1.0e-5
0.768,1.535174483826221e-5,0.00015,0.0002846482551617378,1.0e-5
0.784,1.5345123889780592e-5,0.00015,0.00028465487611021944,1.0e-5
0.8,1.533946380633664e-5,0.00015,0.00028466053619366336,1.0e-5
