time,S1,S2
0.0,0.09999999999999976,0.15
0.16,0.0886920436717155,0.16130795632828424
0.32,0.07866278610665633,0.17133721389334342
0.48,0.0697676326071124,0.18023236739288737
0.64,0.06187833918061859,0.1881216608193812
0.8,0.05488116360942564,0.19511883639057415
0.96,0.04867522559603015,0.20132477440396962
1.12,0.04317105234292101,0.20682894765707877
1.28,0.03828928859782243,0.21171071140217732
1.44,0.033959552564958286,0.2160404474350415
1.6,0.030119421191639035,0.21988057880836073
1.76,0.026713530196852044,0.22328646980314773
1.92,0.023692775868327666,0.22630722413167212
2.08,0.021013607120308586,0.2289863928796912
2.24,0.018637397604171116,0.23136260239582865
2.4,0.016529888822403388,0.23347011117759636
2.56,0.014660696213145943,0.23533930378685383
2.72,0.013002871087974103,0.23699712891202565
2.88,0.011532512104359013,0.23846748789564076
3.04,0.010228420672012946,0.23977157932798682
3.2,0.00907179532937927,0.24092820467062048
3.36,0.008045960675179856,0.2419540393248199
3.52,0.007136126955710973,0.2428638730442888
3.68,0.006329176836153158,0.2436708231638466
3.84,0.005613476283653183,0.24438652371634656
4.0,0.004978706836971408,0.24502129316302837
4.16,0.004415716842131891,0.24558428315786787
4.32,0.003916389509954912,0.24608361049004482
4.48,0.0034735258945954328,0.24652647410540432
4.64,0.0030807411035780976,0.24691925889642163
4.8,0.002732372244926088,0.24726762775507366
4.96,0.002423396784780689,0.24757660321521907
5.12,0.002149360134564737,0.247850639865435
5.28,0.0019063114291717382,0.24809368857082803
5.44,0.0016907465653567,0.24830925343464305
5.6,0.0014995576821726765,0.24850044231782709
5.76,0.0013299883543229766,0.2486700116456768
5.92,0.001179593852060946,0.2488204061479388
6.08,0.0010462058943470829,0.24895379410565266
6.24,0.0009279013887119411,0.24907209861128782
6.4,0.000822974704987504,0.24917702529501226
6.56,0.0007299130847577164,0.24927008691524205
6.72,0.0006473748318839723,0.2493526251681158
6.88,0.0005741699686140452,0.24942583003138571
7.04,0.0005092430792608794,0.24949075692073888
7.2,0.00045165809425819323,0.2495483419057416
7.36,0.0004005847942475757,0.24959941520575218
7.52,0.0003552868406513678,0.2496447131593484
7.68,0.000315111159867046,0.24968488884013273
7.84,0.00027947852751816895,0.2497205214724816
8.0,0.0002478752176570414,0.24975212478234274
