time,S1_,S2_,S3_
0.0,0.01,0.015,0.01575
0.1,0.01,0.016149999999999998,0.016957499999999997
0.2,0.01,0.017299999999999996,0.018164999999999997
0.3,0.01,0.018449999999999998,0.019372499999999997
0.4,0.01,0.01959999999999996,0.02057999999999996
0.5,0.01,0.02074999999999992,0.021787499999999918
0.6,0.01,0.021899999999999885,0.02299499999999988
0.7,0.01,0.02305000000000027,0.024202500000000286
0.8,0.01,0.024199999999999534,0.025409999999999513
0.9,0.01,0.025349999999997548,0.026617499999997428
1.0,0.01,0.026499999999996828,0.027824999999996672
1.1,0.01,0.0276500000000044,0.02903250000000462
1.2,0.01,0.02879999999999204,0.030239999999991645
1.3,0.01,0.02994999999996785,0.031447499999966246
1.4,0.01,0.0311,0.032655
1.5,0.01,0.03225,0.033862500000000004
1.6,0.01,0.0334,0.035070000000000004
1.7,0.01,0.03454999999999999,0.03627749999999999
1.8,0.01,0.035699999999999996,0.037485
1.9,0.01,0.03684999999999999,0.03869249999999999
2.0,0.01,0.03799999999999999,0.03989999999999999
2.1,0.01,0.039149999999999976,0.04110749999999998
2.2,0.01,0.04029999999999992,0.042314999999999915
2.3,0.01,0.041449999999999945,0.04352249999999994
2.4,0.01,0.04259999999999996,0.04472999999999996
2.5,0.01,0.043749999999999824,0.04593749999999982
2.6,0.01,0.04489999999999965,0.04714499999999963
2.7,0.01,0.046049999999999806,0.0483524999999998
2.8,0.01,0.04719999999999984,0.04955999999999983
2.9,0.01,0.048350000000000296,0.05076750000000031
3.0,0.01,0.04949999999999957,0.051974999999999556
3.1,0.01,0.050649999999999126,0.053182499999999085
3.2,0.01,0.051799999999998875,0.05438999999999882
3.3,0.01,0.05295000000000026,0.05559750000000028
3.4,0.01,0.05409999999999407,0.05680499999999378
3.5,0.01,0.055249999999998134,0.058012499999998045
3.6,0.01,0.056399999999990236,0.05921999999998975
3.7,0.01,0.05755000000000125,0.06042750000000132
3.8,0.01,0.05869999999999603,0.06163499999999584
3.9,0.01,0.05985000000000287,0.06284250000000302
4.0,0.01,0.06099999999999915,0.06404999999999911
4.1,0.01,0.06214999999999483,0.06525749999999457
4.2,0.01,0.06330000000000538,0.06646500000000566
4.3,0.01,0.06444999999997789,0.06767249999997678
4.4,0.01,0.06559999999998373,0.06887999999998291
4.5,0.01,0.06674999999999656,0.07008749999999639
4.6,0.01,0.0678999999999905,0.07129499999999002
4.7,0.01,0.06904999999994599,0.07250249999994329
4.8,0.01,0.07019999999992452,0.07370999999992074
4.9,0.01,0.07134999999995137,0.07491749999994894
5.0,0.01,0.0725,0.076125
