time,S1_,S2_
0.0,0.15,0.0
0.1,0.14925187187890276,0.0014962562421944442
0.2,0.14702980099601337,0.005940398007973207
0.3,0.14339962227497036,0.01320075545005927
0.4,0.1384674519579991,0.023065096084001757
0.5,0.13237453538771649,0.035250929224567
0.6,0.1252905317117179,0.04941893657656413
0.7,0.117405680736335,0.06518863852732992
0.8,0.10892235556120589,0.08215528887758816
0.9,0.10004652162893166,0.09990695674213664
1.0,0.09097959895673928,0.11804080208652139
1.1,0.08191116399525727,0.1361776720094854
1.2,0.07301283839303908,0.1539743232139218
1.3,0.06443360372982652,0.1711327925403469
1.4,0.056296664812473765,0.18740667037505243
1.5,0.0486978700817612,0.20260425983647756
1.6,0.0417055950476648,0.21658880990467036
1.7,0.035361911463309845,0.22927617707338027
1.8,0.029684804834125937,0.24063039033174807
1.9,0.024671168457242862,0.25065766308551424
2.0,0.020300292465783527,0.2593994150684329
2.1,0.01653757876048505,0.2669248424790298
2.2,0.013338242586753552,0.2733235148264928
2.3,0.010650803042122006,0.2786983939157559
2.4,0.008420214399738583,0.28315957120052276
2.5,0.006590540022880868,0.2868189199542382
2.6,0.005107118198768696,0.28978576360246255
2.7,0.003918211462792701,0.29216357707441454
2.8,0.002976164200184271,0.29404767159963136
2.9,0.002238117904950255,0.2955237641900994
3.0,0.001666349474690832,0.2966673010506183
3.1,0.001228305148795183,0.29754338970240957
3.2,0.000896403431242156,0.2982071931375156
3.3,0.000647675999057087,0.29870464800188573
3.4,0.00046330731043948693,0.2990733853791209
3.5,0.00032812366693800877,0.2993437526661239
3.6,0.00023007160166022334,0.29953985679667944
3.7,0.0001597149351714259,0.29968057012965704
3.8,0.00010977036277215536,0.29978045927445557
3.9,7.469331312794279e-5,0.299850613373744
4.0,5.031939418463383e-5,0.29989936121163063
4.1,3.3561869045001705e-5,0.2999328762619099
4.2,2.216225405526727e-5,0.29995567549188934
4.3,1.4489012066751633e-5,0.2999710219758664
4.4,9.378225585429933e-6,0.299981243548829
4.5,6.009794619281811e-6,0.2999879804107613
4.6,3.812901988394831e-6,0.29999237419602304
4.7,2.3950175914702684e-6,0.2999952099648169
4.8,1.4894256510482752e-6,0.29999702114869775
4.9,9.170351983644637e-7,0.29999816592960316
5.0,5.589979782747979e-7,0.29999888200404334
