time,S1,S2
0.0,1.0,0.0
0.04,0.9607894391523228,0.03921056084767713
0.08,0.923116346386633,0.07688365361336696
0.12,0.8869204367171568,0.11307956328284315
0.16,0.8521437889662207,0.14785621103377933
0.2,0.8187307530780098,0.1812692469219902
0.24,0.7866278610665471,0.21337213893345286
0.28,0.7557837414557346,0.24421625854426532
0.32,0.7261490370667725,0.2738509629332275
0.36,0.6976763260539193,0.30232367394608073
0.4,0.6703200460497243,0.3296799539502756
0.44,0.6440364211980142,0.35596357880198576
0.48,0.6187833920800428,0.38121660791995715
0.52,0.5945205484195215,0.40547945158047843
0.56,0.5712090644392424,0.4287909355607576
0.6,0.54881163675282,0.45118836324718
0.64,0.5272924246847224,0.4727075753152776
0.68,0.5066169929202323,0.49338300707976757
0.72,0.4867522563941416,0.5132477436058583
0.76,0.4676664273335181,0.5323335726664818
0.8,0.4493289643740386,0.5506710356259613
0.84,0.43171052367432355,0.5682894763256764
0.88,0.41478291195388123,0.5852170880461187
0.92,0.3985190413834208,0.6014809586165791
0.96,0.3828928862543108,0.6171071137456892
1.0,0.36787944135598366,0.6321205586440163
1.04,0.3534546819857189,0.6465453180142811
1.08,0.33959552551006994,0.66040447448993
1.12,0.32627979440253657,0.6737202055974634
1.16,0.31348618066109146,0.6865138193389084
1.2,0.30119421169501354,0.6988057883049864
1.24,0.28938421773001555,0.7106157822699843
1.28,0.2780373002729056,0.7219626997270944
1.32,0.26713530184006484,0.732864698159935
1.36,0.2566607768984125,0.7433392231015874
1.4,0.246596963955026,0.7534030360449739
1.44,0.23692775874400337,0.7630722412559966
1.48,0.22763768846341081,0.7723623115365891
1.52,0.21871188701891445,0.7812881129810855
1.56,0.2101360712340497,0.7898639287659502
1.6,0.20189651798977046,0.7981034820102295
1.64,0.19398004225840104,0.8060199577415988
1.68,0.18637397599881378,0.8136260240011862
1.72,0.17906614788107025,0.8209338521189297
1.76,0.17204486380972397,0.8279551361902759
1.8,0.16529888821515618,0.8347011117848437
1.84,0.15881742608239655,0.8411825739176034
1.88,0.15259010568651848,0.8474098943134815
1.92,0.14660696200188772,0.8533930379981122
1.96,0.14085842075176308,0.8591415792482369
2.0,0.13533528306272982,0.8646647169372701
