time,S1_,S2_,S3_
0.0,1.0,2.0,1.0
0.02,0.9756117388499771,1.9756117388499772,1.0243882611500228
0.04,0.9523960637342805,1.9523960637342805,1.0476039362657195
0.06,0.9302811918738699,1.93028119187387,1.06971880812613
0.08,0.9092009392205627,1.9092009392205627,1.0907990607794373
0.1,0.8890941845041447,1.8890941845041447,1.1109058154958553
0.12,0.8699043937802148,1.869904393780215,1.130095606219785
0.14,0.8515791976547185,1.8515791976547185,1.1484208023452815
0.16,0.8340700145013619,1.834070014501362,1.165929985498638
0.18,0.817331713934662,1.817331713934662,1.182668286065338
0.2,0.8013223156089752,1.801322315608975,1.198677684391025
0.22,0.7860027190896827,1.7860027190896828,1.2139972809103172
0.24,0.7713364611187166,1.7713364611187166,1.2286635388812834
0.26,0.7572894970866176,1.7572894970866177,1.2427105029133823
0.28,0.9925385870739615,1.4925385870739614,1.2574614129260386
0.3,0.9769357566974728,1.4769357566974728,1.2730642433025272
0.32,0.9619718502405653,1.4619718502405654,1.2880281497594346
0.34,0.9476142579964814,1.4476142579964812,1.3023857420035188
0.36,0.9338324760378907,1.4338324760378907,1.3161675239621093
0.38,0.9205979389081541,1.420597938908154,1.329402061091846
0.4,0.9078838680511879,1.407883868051188,1.342116131948812
0.42,0.8956651342778756,1.3956651342778756,1.3543348657221244
0.44,0.8839181327756744,1.3839181327756744,1.3660818672243256
0.46,0.8726206693461656,1.3726206693461656,1.3773793306538344
0.48,0.8617518567096292,1.3617518567096292,1.3882481432903708
0.5,0.8512920198522546,1.3512920198522544,1.3987079801477456
0.52,0.8412226095096731,1.341222609509673,1.408777390490327
0.54,0.8315261229802345,1.3315261229802346,1.4184738770197654
0.56,0.8221860315534052,1.3221860315534053,1.4278139684465947
0.58,0.8131867139171958,1.3131867139171958,1.4368132860828042
0.6,0.8045133949767261,1.304513394976726,1.445486605023274
0.62,0.7961520895771264,1.2961520895771264,1.4538479104228736
0.64,0.7880895506781506,1.2880895506781505,1.4619104493218495
0.66,0.7803132215740071,1.2803132215740072,1.4696867784259928
0.68,0.7728111917941037,1.2728111917941038,1.4771888082058962
0.7,0.7655721563568528,1.2655721563568527,1.4844278436431473
0.72,0.7585853780846331,1.2585853780846332,1.4914146219153668
0.74,0.7518406527114908,1.2518406527114907,1.4981593472885093
0.76,0.9893502392575613,1.4893502392575613,1.5106497607424385
0.78,0.9751027127466142,1.475102712746614,1.5248972872533857
0.8,0.9614378562328371,1.4614378562328372,1.5385621437671626
0.82,0.9483264649433288,1.4483264649433287,1.551673535056671
0.84,0.9357411709062828,1.4357411709062828,1.564258829093717
0.86,0.9236563009234693,1.4236563009234693,1.5763436990765305
0.88,0.9120477475606741,1.412047747560674,1.5879522524393257
0.9,0.9008928517827312,1.4008928517827313,1.5991071482172687
0.92,0.8901702960231389,1.390170296023139,1.6098297039768608
0.94,0.879860006621562,1.379860006621562,1.6201399933784377
0.96,0.8699430646874691,1.369943064687469,1.6300569353125307
0.98,0.8604016245516027,1.3604016245516026,1.6395983754483971
1.0,0.8512188390554627,1.3512188390554627,1.648781160944537
