time,S1,S2
0.0,1.0,0.0
0.16,0.8666700218809403,0.13332997811905958
0.32,0.7525983337492111,0.24740166625078877
0.48,0.6550032526069968,0.3449967473930031
0.64,0.5715048840007514,0.4284951159992485
0.8,0.5000670873588413,0.49993291264115863
0.96,0.4389478239020088,0.5610521760979912
1.12,0.38665667634241907,0.6133433236575809
1.28,0.3419185044786825,0.6580814955213174
1.44,0.30364235037409804,0.696357649625902
1.6,0.27089483495883576,0.7291051650411642
1.76,0.24287739718015172,0.7571226028198483
1.92,0.21890682080205145,0.7810931791979486
2.08,0.19839857388200277,0.8016014261179972
2.24,0.1808525547507852,0.8191474452492149
2.4,0.1658408968296057,0.8341591031703943
2.56,0.15299753493727478,0.8470024650627253
2.72,0.1420092786279052,0.8579907213720949
2.88,0.1326081749573431,0.867391825042657
3.04,0.12456497431074887,0.8754350256892511
3.2,0.11768354008174395,0.882316459918256
3.36,0.11179606578192598,0.8882039342180741
3.52,0.10675898303720449,0.8932410169627956
3.68,0.10244946060089885,0.8975505393991012
3.84,0.09876240907783233,0.9012375909221677
4.0,0.09560791826098487,0.9043920817390152
4.16,0.09290906464969338,0.9070909353503067
4.32,0.09060003563827664,0.9093999643617234
4.48,0.08862452464728227,0.9113754753527178
4.64,0.0869343580661179,0.9130656419338822
4.8,0.08548832051216612,0.914511679487834
4.96,0.08425114979357447,0.9157488502064256
5.12,0.08319267701375492,0.9168073229862451
5.28,0.0822870909006034,0.9177129090993966
5.44,0.08151230838123058,0.9184876916187695
5.6,0.08084943607328977,0.9191505639267102
5.76,0.08028230957870898,0.919717690421291
5.92,0.07979709929279567,0.9202029007072043
6.08,0.07938197317434678,0.9206180268256533
6.24,0.07902680821048648,0.9209731917895135
6.4,0.07872294356045463,0.9212770564395454
6.56,0.07846296936552846,0.9215370306344716
6.72,0.07824054605427805,0.921759453945722
6.88,0.07805024974523445,0.9219497502547657
7.04,0.0778874399905911,0.922112560009409
7.2,0.07774814660990517,0.9222518533900949
7.36,0.07762897287579233,0.9223710271242077
7.52,0.07752701269266118,0.9224729873073388
7.68,0.07743977972063916,0.9225602202793609
7.84,0.07736514674939593,0.9226348532506041
8.0,0.07730129382576988,0.9226987061742302
