time,A1_,A2_,A3_,A4_
0.0,2.0,3.0,4.0,1.0
0.02,2.039222902657207,2.941389792583138,3.960777097342793,1.097833110074069
0.04,2.076975505512645,2.8855126509375197,3.923024494487355,1.1914628545751256
0.06,2.1133698086380837,2.8322904491513197,3.8866301913619163,1.281079359486764
0.08,2.148502496267014,2.7816375104541526,3.851497503732986,1.3668649858128614
0.1,2.182456474459751,2.733461763071967,3.817543525540249,1.448994711387784
0.12,2.2153017834708786,2.6876650906810995,3.7846982165291214,1.5276366927897793
0.14,2.2470971872760024,2.644144720980571,3.7529028127239976,1.602952466295431
0.16,2.2778926121501706,2.602795891522151,3.7221073878498294,1.6750967206280196
0.18,2.307731889535004,2.563515014778518,3.692268110464996,1.7442168747564852
0.2,2.3366549556864284,2.526202134489696,3.6633450443135716,1.8104528211967326
0.22,2.364698771757405,2.49076162261078,3.635301228242595,1.8739371491466252
0.24,2.3918967530450144,2.4571008106819834,3.6081032469549856,1.9347959423630308
0.26,2.4182774351120835,2.4251275811663744,3.5817225648879165,1.993149853945709
0.28,2.4438644573865718,2.3947498632396744,3.5561355426134282,2.0491145941468973
0.3,2.468681312113939,2.365881915770775,3.531318687886061,2.1027993963431646
0.32,2.492753055562021,2.3384463346684017,3.507246944437979,2.15430672089362
0.34,2.5161010189717734,2.3123661929611488,3.4838989810282266,2.203734826010625
0.36,2.538745352072196,2.287568286949581,3.461254647927804,2.2511770651226155
0.38,2.560705310110513,2.263983215105148,3.439294689889487,2.296722095005365
0.4,2.581999249943244,2.241545070360279,3.418000750056756,2.3404541795829656
0.42,2.60264474264934,2.2201913175805217,3.39735525735066,2.3824534250688187
0.44,2.622658794671512,2.1998628431472746,3.377341205328488,2.4227959515242383
0.46,2.6420580503427162,2.1805039962393336,3.3579419496572838,2.461554054103383
0.48,2.660858842471362,2.162062432914194,3.339141157528638,2.498796409557168
0.5,2.6790770644408872,2.144488724455901,3.3209229355591128,2.5345883399849862
0.52,2.6967280570243553,2.127736000678078,3.3032719429756447,2.5689920563462776
0.54,2.713826937171375,2.111760228056051,3.286173062828625,2.6020667091153244
0.56,2.7303885305006768,2.0965199418576934,3.2696114694993232,2.633868588642984
0.58,2.746427266830513,2.0819759419072255,3.253572733169487,2.664451324923288
0.6,2.7619577503556503,2.068091939167217,3.2380422496443497,2.6938658111884335
0.62,2.776994577932826,2.054834157052376,3.223005422067174,2.7221604208804506
0.64,2.791551928158086,2.042170624432378,3.208448071841914,2.749381303725709
0.66,2.8056433039606827,2.030070692900638,3.1943566960393173,2.775572611060045
0.68,2.819281557603387,2.0185049566697693,3.180718442396613,2.8007766009336184
0.7,2.8324791482419505,2.007445504238373,3.1675208517580495,2.825033644003578
0.72,2.845248476140724,1.9968662832142277,3.154751523859276,2.8483821929264965
0.74,2.8576021042672886,1.9867433133756827,3.1423978957327114,2.8708587908916066
0.76,2.869552717296395,1.9770545382061673,3.130447282703605,2.8924981790902278
0.78,2.88111278004237,1.9677792617462342,3.11888721995763,2.9133335182961364
0.8,2.892294042009388,1.9588973756736694,3.107705957990612,2.933396666335719
0.82,2.9031072921009784,1.9503889410444624,3.0968927078990216,2.9527183510565167
0.84,2.9135630961964756,1.9422351482061397,3.0864369038035244,2.9713279479903365
0.86,2.9236731187421343,1.9344200971298575,3.0763268812578657,2.9892530216122775
0.88,2.9334482658669945,1.9269281371173759,3.0665517341330055,3.0065201287496195
0.9,2.9428989106198062,1.9197441213002142,3.0571010893801938,3.0231547893195927
0.92,2.9520351648230685,1.9128537300985107,3.0479648351769315,3.0391814347245587
0.94,2.960866879878289,1.9062434184501535,3.039133120121711,3.0546234614281365
0.96,2.9694036500715444,1.8999003693920766,3.0305963499284556,3.069503280679468
0.98,2.977654815348483,1.8938124495817503,3.022345184651517,3.0838423657667335
1.0,2.98562946227753,1.8879681648037163,3.01437053772247,3.097661297473814
