time,S1_,S2_,S3_,C_
0.0,1.0,2.0,1.0,1.0
0.1,0.8884768037978543,1.8884768037978543,1.1115231962021457,0.9900498337491681
0.2,0.7992515444250978,1.7992515444250978,1.2007484555749022,0.9801986733067587
0.3,0.7269597414463651,1.7269597414463649,1.2730402585536351,0.9704455335485083
0.4,0.6677758447787608,1.6677758447787607,1.3322241552212393,0.9607894391523385
0.5,0.6188984764264429,1.618898476426443,1.381101523573557,0.9512294245007141
0.6,0.578229875053252,1.578229875053252,1.421770124946748,0.9417645335842538
0.7,0.5441690765457161,1.544169076545716,1.455830923454284,0.9323938199059482
0.8,0.5154743301809402,1.5154743301809401,1.4845256698190599,0.9231163463866393
0.9,0.49116909027163574,1.4911690902716357,1.5088309097283643,0.9139311852712282
1.0,0.47047624294210216,1.470476242942102,1.529523757057898,0.9048374180359597
1.1,0.4527711036137727,1.4527711036137727,1.5472288963862273,0.895834135296537
1.2,0.43754718182276686,1.4375471818227668,1.5624528181772332,0.8869204367171576
1.3,0.42439081044015037,1.4243908104401504,1.5756091895598496,0.8780954309205617
1.4,0.41296204555614924,1.4129620455561493,1.5870379544438507,0.8693582353988069
1.5,0.4029800788406232,1.4029800788406233,1.5970199211593767,0.8607079764250579
1.6,0.3942119488938003,1.3942119488938003,1.6057880511061997,0.8521437889662115
1.7,0.3864637002305888,1.3864637002305888,1.6135362997694112,0.8436648165963847
1.8,0.37957338343090724,1.3795733834309072,1.6204266165690928,0.8352702114112802
1.9,0.3734054582146327,1.3734054582146327,1.6265945417853673,0.8269591339433624
2.0,0.36784627859868524,1.3678462785986854,1.6321537214013146,0.8187307530779822
2.1,0.3628004221535877,1.3628004221535877,1.6371995778464123,0.8105842459701895
2.2,0.35818768480162533,1.3581876848016252,1.6418123151983748,0.8025187979624995
2.3,0.35394060546994555,1.3539406054699457,1.6460593945300543,0.794533602503334
2.4,0.35000241649409364,1.3500024164940936,1.6499975835059064,0.7866278610665535
2.5,0.346325338878855,1.346325338878855,1.653674661121145,0.7788007830714052
2.6,0.34286915905024784,1.3428691590502477,1.6571308409497523,0.7710515858035691
2.7,0.3396000368641127,1.3396000368641128,1.6603999631358872,0.763379494336883
2.8,0.3364895047096219,1.3364895047096217,1.6635104952903783,0.7557837414557255
2.9,0.3335136253750713,1.3335136253750712,1.6664863746249288,0.7482635675785653
3.0,0.3306522823063947,1.3306522823063947,1.6693477176936053,0.7408182206817189
3.1,0.32788858078851324,1.327888580788513,1.672111419211487,0.7334469562242927
3.2,0.32520834228804396,1.3252083422880439,1.6747916577119561,0.7261490370737044
3.3,0.32259967712680765,1.3225996771268076,1.6774003228731924,0.7189237334319878
3.4,0.3200526234395526,1.3200526234395524,1.6799473765604476,0.7117703227626097
3.5,0.31755884193624484,1.3175588419362447,1.6824411580637553,0.7046880897187136
3.6,0.31511135794728945,1.3151113579472893,1.6848886420527107,0.6976763260710305
3.7,0.31270434367364996,1.3127043436736499,1.6872956563263501,0.6907343306373599
3.8,0.31033293414563,1.31033293414563,1.68966706585437,0.6838614092123767
3.9,0.30799307198537595,1.307993071985376,1.692006928014624,0.6770568744981647
4.0,0.30568137656525546,1.3056813765652555,1.6943186234347445,0.6703200460356392
4.1,0.30339503362670595,1.303395033626706,1.696604966373294,0.6636502501363194
4.2,0.30113170243005877,1.3011317024300588,1.6988682975699412,0.6570468198150585
4.3,0.29888943784645355,1.2988894378464535,1.7011105621535465,0.6505090947233144
4.4,0.2966666245121668,1.2966666245121667,1.7033333754878333,0.6440364210831298
4.5,0.29446192196008636,1.2944619219600866,1.7055380780399134,0.6376281516217732
4.6,0.29227421835784007,1.2922742183578402,1.7077257816421598,0.631283645506926
4.7,0.2901025917961289,1.290102591796129,1.709897408203871,0.6250022682827008
4.8,0.28794627810790674,1.287946278107907,1.712053721892093,0.6187833918061447
4.9,0.2858046438449697,1.2858046438449697,1.7141953561550303,0.6126263941844141
5.0,0.2836771636081036,1.2836771636081037,1.7163228363918963,0.6065306597126333
