time,A1_,A2_,A3_,A4_
0.0,2.0,3.0,4.0,1.0
0.02,2.0,2.9425130471411274,3.9596387359310543,1.0978482169278185
0.04,2.0,2.88972260560482,3.9187002261072146,1.1915771682879654
0.06,2.0,2.841172710250132,3.877382096728586,1.2814451930212818
0.08,2.0,2.7964543047176638,3.835857289038496,1.3676884062438404
0.1,2.0,2.755200334341235,3.794276767927688,1.4505228977310771
0.12,2.0,2.717081354787524,3.752771942262119,1.5301467029503566
0.14,2.0,2.681801601903641,3.7114568275127744,1.6067415705835848
0.16,2.0,2.64909547477289,3.6704299776055107,1.6804745476215992
0.18,2.0,2.6187243881180433,3.629776210584754,1.7514994012972025
0.2,2.0,2.590473954942894,3.589568150018878,1.819957895038228
0.22,2.0,2.56415146537817,3.549867601224959,1.885980933396871
0.24,2.0,2.5395836301050707,3.51072678004004,1.9496895898548894
0.26,2.0,2.5166145603554586,3.4721894098327772,2.011196029811764
0.28,2.0,2.4951039601675356,3.434291700379275,2.0706043394531894
0.3,2.0,2.474925508132359,3.3970632213595486,2.1280112705080927
0.32,2.0,2.455965408836237,3.3605276815595833,2.1835069096041804
0.34,2.0,2.4381210961304376,3.324703623785994,2.2371752800835685
0.36,2.0,2.4213000723496765,3.2896050443796687,2.2890948832706552
0.38,2.0,2.4054188690659353,3.2552419454014316,2.3393391855326335
0.4,2.0,2.390402116652446,3.221620826601594,2.3879770567459606
0.42,2.0,2.3761817112031736,3.188745123587402,2.4350731652094253
0.44,2.0,2.3626960687602914,3.1566155978023724,2.4806883334373366
0.46,2.0,2.3498894573355673,3.1252306836373904,2.5248798590270427
0.48,2.0,2.3377113986804736,3.0945867971683194,2.5677018041512074
0.5,2.0,2.3261161327252564,3.064678610472588,2.609205256802156
0.52,2.0,2.315062137810904,3.0354992953648656,2.649438566824231
0.54,2.0,2.304511700826473,3.0070407398376444,2.688447559335883
0.56,2.0,2.2944305323052285,2.979293739959879,2.726275727734893
0.58,2.0,2.284787421495033,2.952248170018208,2.7629644084867593
0.6,2.0,2.275553927368956,2.925893133142608,2.798552939488437
0.62,2.0,2.2667041016569107,2.9002170945998946,2.8330788037431955
0.64,2.0,2.2582142406207484,2.875207999576493,2.8665777598027593
0.66,2.0,2.250062662641801,2.85085337708051,2.899083960277689
0.68,2.0,2.242229508753472,2.8271404315512982,2.9306300596952304
0.7,2.0,2.2346965638031753,2.8040561234670185,2.9612473127298067
0.72,2.0,2.227447096071658,2.781587240146005,2.9909656637823376
0.74,2.0,2.2204657134138293,2.759720457818718,3.019813828767453
0.76,2.0,2.213738234259051,2.738442395885277,3.0478193698556724
0.78,2.0,2.2072515717842074,2.7177396642914893,3.075008763924304
0.8,2.0,2.200993629913723,2.697598904764435,3.1014074653218424
0.82,2.0,2.19495321000327,2.6780068265356185,3.1270399634611126
0.84,2.0,2.189119927094843,2.6589502371622653,3.151929835742892
0.86,2.0,2.1834841345641305,2.6404160690939262,3.1760997963419437
0.88,2.0,2.1780368564491606,2.622391402376362,3.199571741174478
0.9,2.0,2.1727697266598733,2.6048634839199623,3.222366789420165
0.92,2.0,2.167674934268703,2.587819743778788,3.2445053219525093
0.94,2.0,2.1627451743078927,2.5712478087454382,3.2660070169466695
0.96,2.0,2.1579736034712047,2.5551355135901472,3.2868908829386485
0.98,2.0,2.1533538002267982,2.5394709102092716,3.307175289563931
1.0,2.0,2.1488797288958414,2.524242274922868,3.326877996181291
