time,S1_,S2_
0.0,0.04699999999999988,0.15
0.1,0.04360394385744582,0.15339605614255405
0.2,0.04045327489197746,0.1565467251080224
0.3,0.037530262281691144,0.15946973771830872
0.4,0.03481845637203996,0.16218154362795992
0.5,0.03230259610317907,0.1646974038968208
0.6,0.02996852312622331,0.16703147687377654
0.7,0.0278031021252474,0.16919689787475245
0.8,0.02579414689643215,0.1712058531035677
0.9,0.023930351768570387,0.17306964823142948
1.0,0.02220122797886093,0.17479877202113892
1.1,0.020597044645869197,0.17640295535413067
1.2,0.019108774007808946,0.17789122599219093
1.3,0.017728040617703177,0.17927195938229668
1.4,0.016447074208749007,0.18055292579125085
1.5,0.015258665966323217,0.18174133403367665
1.6,0.01415612796022512,0.18284387203977473
1.7,0.013133255506819397,0.18386674449318047
1.8,0.012184292250696876,0.18481570774930298
1.9,0.011303897770867901,0.18569610222913197
2.0,0.010487117527020806,0.18651288247297906
2.1,0.009729354976076543,0.18727064502392332
2.2,0.009026345705282145,0.1879736542947177
2.3,0.008374133433430915,0.18862586656656893
2.4,0.0077690477465073675,0.18923095225349248
2.5,0.007207683441816783,0.18979231655818307
2.6,0.006686881364642278,0.19031311863535758
2.7,0.0062037106298798855,0.19079628937012
2.8,0.005755452127934239,0.19124454787206563
2.9,0.005339583222719716,0.19166041677728016
3.0,0.004953763554777882,0.19204623644522198
3.1,0.004595821870760896,0.19240417812923896
3.2,0.004263743804844934,0.19273625619515494
3.3,0.003955660542345656,0.1930443394576542
3.4,0.0036698383023114367,0.19333016169768844
3.5,0.003404668580695719,0.19359533141930416
3.6,0.003158659098782671,0.19384134090121719
3.7,0.002930425404428533,0.19406957459557134
3.8,0.002718683081176857,0.194281316918823
3.9,0.002522240519997793,0.19447775948000207
4.0,0.0023399922133735362,0.19466000778662632
4.1,0.002170912534004921,0.19482908746599495
4.2,0.0020140499628284033,0.19498595003717145
4.3,0.0018685217341393372,0.19513147826586053
4.4,0.0017335088678726406,0.1952664911321272
4.5,0.0016082515606612917,0.19539174843933857
4.6,0.0014920449097814595,0.1955079550902184
4.7,0.0013842349463597343,0.19561576505364012
4.8,0.0012842149550338143,0.19571578504496603
4.9,0.0011914220595786876,0.19580857794042117
5.0,0.0011053340552420994,0.19589466594475777
