time,S1,S2,S3
0.0,1.0,2.0,1.0
0.1,0.8890941845041447,1.8890941845041447,1.1109058154958553
0.2,0.8013223156090041,1.8013223156090041,1.1986776843909959
0.3,0.7428460022600795,0.9928460022600795,1.2571539977399204
0.4,0.7207087637205178,0.9707087637205177,1.2792912362794822
0.5,0.7016918845776502,0.9516918845776502,1.2983081154223497
0.6,0.6853086683760518,0.9353086683760516,1.314691331623948
0.7,0.6711595075914059,0.9211595075914059,1.328840492408594
0.8,0.6589136974462704,0.9089136974462704,1.3410863025537294
0.9,0.6482956394318634,0.8982956394318633,1.3517043605681367
1.0,0.6390742391016941,0.889074239101694,1.3609257608983056
1.1,0.6310546615276549,0.8810546615276549,1.368945338472345
1.2,0.6240718498777477,0.8740718498777476,1.3759281501222522
1.3,0.6179853786173517,0.8679853786173516,1.382014621382648
1.4,0.6126753284712668,0.8626753284712666,1.387324671528733
1.5,0.6080389518996628,0.8580389518996626,1.3919610481003368
1.6,0.6039879562821032,0.8539879562821031,1.3960120437178964
1.7,0.600446274248825,0.850446274248825,1.3995537257511748
1.8,0.5973482215869458,0.8473482215869457,1.4026517784130539
1.9,0.5946369659999421,0.8446369659999421,1.4053630340000574
2.0,0.5922632471375573,0.8422632471375572,1.4077367528624425
2.1,0.5901843011820443,0.8401843011820442,1.4098156988179555
2.2,0.588362953096713,0.838362953096713,1.4116370469032868
2.3,0.5867668471774663,0.8367668471774662,1.4132331528225335
2.4,0.5853677923118398,0.8353677923118398,1.4146322076881597
2.5,0.5841412029589194,0.8341412029589192,1.4158587970410803
2.6,0.5830656203475408,0.8330656203475408,1.4169343796524587
2.7,0.5821223012492925,0.8321223012492925,1.4178776987507071
2.8,0.5812948639173765,0.8312948639173765,1.4187051360826233
2.9,0.5805689825436432,0.8305689825436432,1.4194310174563565
3.0,0.5799321230633651,0.8299321230633651,1.4200678769366348
3.1,0.5793733143257815,0.8293733143257815,1.420626685674218
3.2,0.5788829495513744,0.8288829495513742,1.4211170504486252
3.3,0.5784526138459881,0.828452613845988,1.4215473861540113
3.4,0.5780749341729241,0.828074934172924,1.4219250658270755
3.5,0.5777434486915994,0.8277434486915993,1.4222565513084
3.6,0.5774524928555343,0.8274524928555343,1.422547507144465
3.7,0.5771971000634524,0.8271971000634524,1.4228028999365472
3.8,0.5769729148921006,0.8269729148921005,1.423027085107899
3.9,0.5767761173015984,0.8267761173015983,1.4232238826984012
4.0,0.5766033563697609,0.8266033563697608,1.4233966436302388
4.1,0.5764516923447213,0.8264516923447213,1.4235483076552784
4.2,0.5763185459165371,0.826318545916537,1.4236814540834626
4.3,0.5762016538127229,0.8262016538127229,1.4237983461872765
4.4,0.5760990299280772,0.8260990299280772,1.4239009700719223
4.5,0.5760089312472373,0.8260089312472372,1.4239910687527624
4.6,0.5759298280015068,0.8259298280015068,1.4240701719984927
4.7,0.575860377506349,0.825860377506349,1.4241396224936504
4.8,0.5757994012268063,0.8257994012268063,1.4242005987731934
4.9,0.5757458646642329,0.8257458646642329,1.4242541353357667
5.0,0.57569885971992,0.82569885971992,1.4243011402800798
