time,S1_,S2_
0.0,0.15,0.15
0.2,0.14286280635269694,0.15
0.4,0.1364048064808504,0.15
0.6,0.13056136655112865,0.15
0.8,0.12527400345267398,0.15
1.0,0.1204897994784562,0.15
1.2,0.11616087270706293,0.15
1.4,0.11224389778436125,0.15
1.6,0.10869967230887799,0.15
1.8,0.10549272448074025,0.15
2.0,0.10259095808802055,0.15
2.2,0.09996533127755812,0.15
2.4,0.09758956589350842,0.15
2.6,0.0954398844776321,0.15
2.8,0.09349477229593374,0.15
3.0,0.09173476201146018,0.15
3.2,0.09014223884987926,0.15
3.4,0.08870126430423717,0.15
3.6,0.08739741661672842,0.15
3.8,0.08621764644179904,0.15
4.0,0.0851501462431949,0.15
4.2,0.08418423211950453,0.15
4.4,0.08331023687753608,0.15
4.6,0.08251941327963236,0.15
4.8,0.08180384649685721,0.15
5.0,0.08115637489683675,0.15
5.2,0.0805705183662677,0.15
5.4,0.08004041345609327,0.15
5.6,0.0795607546974211,0.15
5.8,0.07912674150458582,0.15
6.0,0.07873403012800999,0.15
6.2,0.07837869017959624,0.15
6.4,0.07805716529833467,0.15
6.6,0.07776623755517252,0.15
6.8,0.07750299524761604,0.15
7.0,0.07726480375733205,0.15
7.2,0.07704927918390199,0.15
7.4,0.0768542644856463,0.15
7.6,0.07667780788947516,0.15
7.8,0.07651814335827509,0.15
8.0,0.07637367291647534,0.15
8.2,0.07624295065522398,0.15
8.4,0.07612466826212966,0.15
8.6,0.07601764192648927,0.15
8.8,0.07592080049298786,0.15
9.0,0.07583317474062827,0.15
9.2,0.07575388768106013,0.15
9.4,0.07568214578238149,0.15
9.6,0.07561723102838594,0.15
9.8,0.07555849373005644,0.15
10.0,0.07550534602469351,0.15
