time,C1,S1_,x
0.0,0.5,0.0,0.0
0.1,0.5199999999999996,0.02039999999999959,0.03923076923076847
0.2,0.5399999999999929,0.041599999999991796,0.07703703703702286
0.3,0.5599999999999999,0.0636,0.11357142857142859
0.4,0.5799999999999939,0.0863999999999925,0.14896551724136795
0.5,0.5999999999999999,0.22799999999999984,0.37999999999999984
0.6,0.6199999999999999,0.2523999999999998,0.4070967741935481
0.7,0.6400000000000001,0.27760000000000007,0.43375
0.8,0.6599999999999974,0.30359999999999476,0.4599999999999939
0.9,0.6799999999999659,0.33039999999995096,0.48588235294112875
1.0,0.6999999999999998,0.3579999999999998,0.5114285714285712
