time,S1_,S3_,comp
0.0,1.0,4.0,5.0
0.009836065573770493,0.9992131147540984,4.0078688524590165,5.00983606557377
0.019672131147540985,0.9984262295081967,4.015737704918033,5.019672131147541
0.029508196721311476,0.9976393442622951,4.023606557377049,5.029508196721311
0.03934426229508197,0.9968524590163934,4.031475409836066,5.039344262295082
0.04918032786885246,0.9960655737704918,4.039344262295082,5.049180327868853
0.05901639344262295,0.9952786885245901,4.047213114754099,5.059016393442623
0.06885245901639345,0.9944918032786885,4.055081967213115,5.0688524590163935
0.07868852459016394,0.9937049180327869,4.062950819672131,5.078688524590164
0.08852459016393442,0.9929180327868853,4.070819672131147,5.088524590163934
0.09836065573770492,0.9921311475409836,4.078688524590164,5.098360655737705
0.10819672131147541,0.991344262295082,4.086557377049181,5.108196721311476
0.1180327868852459,0.9905573770491803,4.094426229508197,5.118032786885246
0.12786885245901639,0.9897704918032787,4.102295081967213,5.127868852459017
0.1377049180327869,0.988983606557377,4.11016393442623,5.137704918032787
0.14754098360655737,0.9881967213114754,4.118032786885246,5.147540983606557
0.15737704918032788,0.9874098360655738,4.125901639344263,5.157377049180328
0.16721311475409836,0.9866229508196721,4.133770491803278,5.167213114754098
0.17704918032786884,0.9858360655737705,4.141639344262295,5.177049180327868
0.18688524590163935,0.9850491803278688,4.149508196721312,5.18688524590164
0.19672131147540983,0.9842622950819672,4.157377049180329,5.19672131147541
0.20655737704918034,0.9834754098360656,4.165245901639344,5.20655737704918
0.21639344262295082,0.982688524590164,4.173114754098361,5.216393442622951
0.2262295081967213,0.9819016393442623,4.180983606557377,5.226229508196721
0.2360655737704918,0.9811147540983607,4.188852459016394,5.2360655737704915
0.2459016393442623,0.980327868852459,4.19672131147541,5.245901639344262
0.25573770491803277,0.9795409836065574,4.204590163934426,5.255737704918032
0.26557377049180325,0.9787540983606557,4.212459016393443,5.2655737704918035
0.2754098360655738,0.9779672131147541,4.2203278688524595,5.275409836065574
0.28524590163934427,0.9771803278688524,4.228196721311476,5.285245901639344
0.29508196721311475,0.9763934426229508,4.2360655737704915,5.295081967213115
0.30491803278688523,0.9756065573770492,4.243934426229508,5.304918032786885
0.31475409836065577,0.9748196721311475,4.2518032786885245,5.314754098360655
0.32459016393442625,0.974032786885246,4.259672131147541,5.324590163934426
0.3344262295081967,0.9732459016393443,4.267540983606557,5.334426229508197
0.3442622950819672,0.9724590163934427,4.275409836065574,5.344262295081967
0.3540983606557377,0.971672131147541,4.28327868852459,5.354098360655738
0.3639344262295082,0.9708852459016394,4.291147540983607,5.363934426229508
0.3737704918032787,0.9700983606557377,4.299016393442623,5.3737704918032785
0.3836065573770492,0.9693114754098361,4.306885245901639,5.383606557377049
0.39344262295081966,0.9685245901639344,4.314754098360655,5.393442622950819
0.40327868852459015,0.9677377049180328,4.322622950819672,5.40327868852459
0.4131147540983607,0.9669508196721311,4.330491803278688,5.41311475409836
0.42295081967213116,0.9661639344262295,4.338360655737705,5.422950819672131
0.43278688524590164,0.965377049180328,4.34622950819672,5.432786885245901
0.4426229508196721,0.9645901639344263,4.354098360655737,5.442622950819671
0.4524590163934426,0.9638032786885247,4.361967213114754,5.452459016393442
0.46229508196721314,0.963016393442623,4.369836065573771,5.462295081967213
0.4721311475409836,0.9622295081967214,4.377704918032786,5.472131147540983
0.4819672131147541,0.9614426229508197,4.385573770491803,5.481967213114753
0.4918032786885246,0.9606557377049181,4.393442622950819,5.491803278688524
0.5016393442622951,0.9598688524590164,4.401311475409837,5.501639344262295
0.5114754098360655,0.9590819672131148,4.409180327868852,5.5114754098360645
0.521311475409836,0.9582950819672131,4.417049180327869,5.521311475409836
0.5311475409836065,0.9575081967213115,4.424918032786885,5.531147540983606
0.5409836065573771,0.9567213114754098,4.4327868852459025,5.540983606557377
0.5508196721311476,0.9559344262295083,4.440655737704918,5.550819672131147
0.5606557377049181,0.9551475409836067,4.448524590163934,5.560655737704917
0.5704918032786885,0.954360655737705,4.45639344262295,5.570491803278688
0.580327868852459,0.9535737704918034,4.464262295081967,5.580327868852458
0.5901639344262295,0.9527868852459016,4.472131147540984,5.590163934426229
0.6,0.9520000000000002,4.479999999999999,5.599999999999998
0.6098360655737705,0.9512131147540984,4.487868852459016,5.60983606557377
0.6196721311475409,0.9504262295081968,4.495737704918032,5.6196721311475395
0.6295081967213115,0.9496393442622952,4.503606557377048,5.62950819672131
0.639344262295082,0.9488524590163936,4.5114754098360645,5.63934426229508
0.6491803278688525,0.9480655737704919,4.519344262295081,5.649180327868851
0.659016393442623,0.9472786885245902,4.527213114754098,5.659016393442623
0.6688524590163935,0.9464918032786886,4.535081967213114,5.668852459016392
0.6786885245901639,0.945704918032787,4.5429508196721295,5.678688524590162
0.6885245901639344,0.9449180327868856,4.550819672131144,5.68852459016393
0.6983606557377049,0.9441311475409838,4.5586885245901625,5.6983606557377025
0.7081967213114754,0.9433442622950822,4.566557377049178,5.708196721311473
0.7180327868852459,0.9425573770491805,4.5744262295081946,5.718032786885243
0.7278688524590164,0.9417704918032791,4.582295081967209,5.727868852459011
0.7377049180327869,0.9409836065573774,4.590163934426225,5.737704918032781
0.7475409836065574,0.9401967213114757,4.598032786885243,5.747540983606553
0.7573770491803279,0.939409836065574,4.60590163934426,5.757377049180324
0.7672131147540984,0.9386229508196725,4.613770491803275,5.767213114754094
0.7770491803278688,0.9378360655737707,4.6216393442622925,5.777049180327865
0.7868852459016393,0.9370491803278691,4.629508196721309,5.786885245901636
0.7967213114754098,0.9362622950819675,4.6373770491803255,5.796721311475407
0.8065573770491803,0.9354754098360661,4.645245901639339,5.806557377049174
0.8163934426229508,0.9346885245901643,4.6531147540983575,5.816393442622947
0.8262295081967214,0.9339016393442623,4.6609836065573775,5.826229508196722
0.8360655737704918,0.9331147540983613,4.668852459016387,5.836065573770483
0.8459016393442623,0.9323278688524592,4.676721311475407,5.845901639344259
0.8557377049180328,0.9315409836065578,4.6845901639344225,5.8557377049180275
0.8655737704918033,0.9307540983606561,4.692459016393438,5.865573770491798
0.8754098360655738,0.9299672131147549,4.700327868852451,5.875409836065564
0.8852459016393442,0.9291803278688527,4.708196721311473,5.88524590163934
0.8950819672131147,0.9283934426229513,4.7160655737704875,5.895081967213109
0.9049180327868852,0.9276065573770492,4.7239344262295075,5.904918032786885
0.9147540983606557,0.9268196721311481,4.73180327868852,5.914754098360649
0.9245901639344263,0.9260327868852457,4.739672131147542,5.924590163934428
0.9344262295081968,0.9252459016393452,4.747540983606548,5.934426229508185
0.9442622950819672,0.924459016393443,4.75540983606557,5.944262295081963
0.9540983606557377,0.9236721311475413,4.763278688524587,5.954098360655734
0.9639344262295082,0.9228852459016403,4.7711475409835975,5.963934426229496
0.9737704918032787,0.9220983606557382,4.779016393442618,5.973770491803273
0.9836065573770492,0.9213114754098369,4.7868852459016304,5.983606557377038
0.9934426229508196,0.9205245901639352,4.794754098360649,5.993442622950811
1.0032786885245901,0.9197377049180336,4.802622950819664,6.00327868852458
1.0131147540983607,0.9189508196721322,4.810491803278678,6.013114754098347
1.022950819672131,0.9181639344262301,4.818360655737699,6.022950819672123
1.0327868852459017,0.9173770491803286,4.826229508196715,6.032786885245892
1.042622950819672,0.916590163934427,4.83409836065573,6.042622950819662
1.0524590163934426,0.915803278688525,4.841967213114751,6.052459016393438
1.062295081967213,0.9150163934426243,4.849836065573758,6.062295081967196
1.0721311475409836,0.9142295081967219,4.857704918032782,6.072131147540977
