time,A1_,A2_,A3_,A4_
0.0,2.0,3.0,4.0,1.0
0.06,2.0,2.7156054070185913,4.342630059397154,0.9417645335842552
0.12,2.0,2.460176158850253,4.652903404432589,0.8869204367171576
0.18,2.0,2.2306228635534153,4.934106925035309,0.8352702114112754
0.24,2.0,2.024194644679036,5.189177494254406,0.7866278610665578
0.3,2.0,1.8384414928698665,5.4207402864484155,0.7408182206817182
0.36,2.0,1.6711808379936113,5.631142835935359,0.69767632607103
0.42,2.0,1.5204678666767975,5.822485313508144,0.6570468198150586
0.48,2.0,1.3845691637608517,5.996647444432954,0.6187833918061942
0.54,2.0,1.261939303666638,6.155312443959155,0.5827482523742075
0.6,2.0,1.1512000599212655,6.299988303984705,0.5488116360940295
0.66,2.0,1.0511219384339932,6.432026727074304,0.5168513344917027
0.72,2.0,0.9606077733321012,6.552639970707907,0.4867522559599917
0.78,2.0,0.8786781537157908,6.662915834978974,0.4584060113052354
0.84,2.0,0.8044584755112203,6.763831001059511,0.4317105234292684
0.9,2.0,0.7371674361873664,6.8562629040720235,0.40656965974060993
0.96,2.0,0.6761068102468824,6.941000303777996,0.3828928859751213
1.02,2.0,0.6206523619380417,7.018752697888859,0.3605949401730997
1.08,2.0,0.5702457677299778,7.0901587066250675,0.33959552564495477
1.14,2.0,0.5243874352501918,7.155793542933485,0.3198190218163231
1.2,2.0,0.48263011849301785,7.216175669594761,0.30119421191222095
1.26,2.0,0.44457324001019277,7.271772733490022,0.28365402649978516
1.32,2.0,0.4098578410903384,7.323006856943789,0.2671353019658723
1.38,2.0,0.37816208978757593,7.370259357152651,0.2515785530597726
1.44,2.0,0.3491972843577775,7.413874956960111,0.23692775868211158
1.5,2.0,0.32270429688476965,7.45416554296677,0.22313016014846054
1.56,2.0,0.2984504080421358,7.491413520757072,0.21013607120079222
1.62,2.0,0.2762264892914352,7.5258748116249246,0.1978986990836405
1.68,2.0,0.2558444939360296,7.5577815300245295,0.1863739760394412
1.74,2.0,0.23713522268866064,7.587344376694296,0.1755204006170434
1.8,2.0,0.21994633311969686,7.61475477865872,0.16529888822158317
1.86,2.0,0.20414056605862393,7.64018680357334,0.15567263036803544
1.92,2.0,0.18959416482161534,7.663798873048,0.14660696213038457
1.98,2.0,0.17619546590218058,7.685735296786893,0.1380692373109264
2.04,2.0,0.16384364218956216,7.7061276469319715,0.13002871087846649
2.1,2.0,0.1524475818980889,7.7250959898488825,0.12245642825302827
2.16,2.0,0.14192488812622783,7.742749990835657,0.11532512103811515
2.22,2.0,0.1322009858626284,7.759189905312293,0.10860910882507867
2.28,2.0,0.12320832460093561,7.774507468683485,0.10228420671557986
2.34,2.0,0.11488566600831897,7.788786695761147,0.09632763823053367
2.4,2.0,0.10717744739177167,7.802104599318771,0.09071795328945653
2.46,2.0,0.10003321266263449,7.814531836369993,0.08543495096737172
2.52,2.0,0.09340710338859666,7.826133289861808,0.08045960674959504
2.58,2.0,0.08725740339264215,7.836968592584485,0.07577400402287272
2.64,2.0,0.0815461311395019,7.847092599304064,0.0713612695564341
2.7,2.0,0.07623867462426749,7.856555812635938,0.06720551273979437
2.76,2.0,0.07130346424524141,7.865404767395073,0.06329176835968561
2.82,2.0,0.06671167952172277,7.87368237776929,0.05960594270898689
2.88,2.0,0.062436986031231725,7.881428251134585,0.056134762834183616
2.94,2.0,0.05845529928821921,7.888678971973385,0.05286572873839557
3.0,2.0,0.05474457271942046,7.895468358912669,0.049787068367910664
