time,S1_,S2_,S3_
0.0,1.0,0.5,0.0
0.2,0.9064645347563645,0.4064645347563644,0.09353546524363565
0.4,0.8377686687745717,0.33776866877457157,0.16223133122542846
0.6,0.785736810090752,0.28573681009075186,0.21426318990924814
0.8,0.7453994310808314,0.24539943108083123,0.25460056891916877
1.0,0.7135607466851458,0.2135607466851457,0.2864392533148543
1.2,0.6880716387460583,0.18807163874605817,0.31192836125394185
1.4,0.6674334129992191,0.16743341299921904,0.33256658700078096
1.6,0.6505691259034239,0.15056912590342383,0.3494308740965762
1.8,0.6366852287499295,0.13668522874992953,0.3633147712500705
2.0,0.6251844613585337,0.12518446135853364,0.37481553864146644
2.2,0.6156091155808654,0.11560911558086541,0.38439088441913466
2.4,0.6076029756159351,0.1076029756159351,0.392397024384065
2.6,0.6008851193408284,0.10088511934082832,0.3991148806591718
2.8,0.5952314673391333,0.09523146733913328,0.4047685326608668
3.0,0.5904615205964864,0.09046152059648635,0.40953847940351373
3.2,0.5864286513966006,0.0864286513966005,0.4135713486033996
3.4,0.5830128768512178,0.08301287685121773,0.4169871231487824
3.6,0.5801153990314607,0.08011539903146064,0.41988460096853947
3.8,0.57765442335219,0.07765442335218982,0.4223455766478103
4.0,0.5755619161845936,0.07556191618459351,0.4244380838154066
4.2,0.5737810624533305,0.07378106245333035,0.42621893754666973
4.4,0.5722642518220017,0.0722642518220015,0.42773574817799864
4.6,0.5709714689279834,0.07097146892798324,0.4290285310720169
4.8,0.5698689959838693,0.06986899598386911,0.430131004016131
5.0,0.568928359411181,0.0689283594111809,0.4310716405888192
5.2,0.5681254689595285,0.0681254689595284,0.4318745310404717
5.4,0.5674399100191867,0.06743991001918649,0.4325600899808136
5.6,0.566854358840759,0.06685435884075883,0.43314564115924126
5.8,0.5663540971102127,0.06635409711021249,0.4336459028897876
6.0,0.5659266073701865,0.0659266073701863,0.4340733926298138
6.2,0.5655612346335365,0.06556123463353628,0.4344387653664638
6.4,0.5652489024859557,0.06524890248595554,0.43475109751404456
6.6,0.5649818742612056,0.06498187426120532,0.4350181257387948
6.8,0.5647535516701935,0.06475355167019327,0.43524644832980686
7.0,0.5645583046517885,0.06455830465178819,0.4354416953482119
7.2,0.5643913273660404,0.0643913273660401,0.43560867263396
7.4,0.5642485161157375,0.06424851611573724,0.4357514838842629
7.6,0.5641263657274781,0.06412636572747786,0.43587363427252224
7.8,0.5640218815049047,0.06402188150490448,0.43597811849509566
8.0,0.563932504328852,0.06393250432885184,0.4360674956711483
8.2,0.563856046900191,0.06385604690019078,0.4361439530998093
8.4,0.5637906394206683,0.06379063942066808,0.436209360579332
8.6,0.5637346832876752,0.06373468328767502,0.43626531671232505
8.8,0.5636868116024214,0.06368681160242122,0.4363131883975789
9.0,0.5636458554724479,0.06364585547244771,0.4363541445275524
9.2,0.5636108152400089,0.0636108152400087,0.4363891847599914
9.4,0.5635808359216334,0.06358083592163333,0.43641916407836673
9.6,0.5635551862218428,0.06355518622184264,0.4364448137781574
9.8,0.5635332406075708,0.06353324060757064,0.4364667593924294
10.0,0.5635144639879978,0.06351446398799758,0.4364855360120025
