time,S1_,S2_,S3_,S4_
0.0,0.001,0.0015,0.001,0.0022500000000000003
0.002,0.0010905377779391713,0.0015905377779391714,0.0009094622220608287,0.0023858066669087572
0.004,0.001171804238769452,0.001671804238769452,0.0008281957612305482,0.002507706358154178
0.006,0.0012447131742756791,0.0017447131742756791,0.000755286825724321,0.0026170697614135187
0.008,0.00131009539678197,0.00181009539678197,0.0006899046032180302,0.002715143095172955
0.01,0.0013687048552528244,0.0018687048552528244,0.0006312951447471758,0.002803057282879237
0.012,0.001421224610799226,0.001921224610799226,0.0005787753892007738,0.002881836916198839
0.014,0.0014682725666291779,0.0019682725666291777,0.0005317274333708222,0.0029524088499437665
0.016,0.0015104069083640714,0.002010406908364071,0.0004895930916359286,0.003015610362546107
0.018,0.0015481312475056229,0.002048131247505623,0.00045186875249437716,0.0030721968712584345
0.02,0.0015818994736890085,0.0020818994736890085,0.0004181005263109915,0.003122849210533513
0.022,0.00161212031018515,0.00211212031018515,0.00038787968981485,0.003168180465277725
0.024,0.0016391615319253804,0.0021391615319253806,0.00036083846807461964,0.0032087422978880707
0.026,0.0016633537606378904,0.00216335376063789,0.0003366462393621097,0.0032450306409568352
0.028,0.0016849939872727415,0.0021849939872727415,0.00031500601272725843,0.0032774909809091123
0.03,0.001704348898497499,0.002204348898497499,0.00029565110150250103,0.003306523347746249
0.032,0.0017216578209518312,0.0022216578209518314,0.0002783421790481688,0.0033324867314277473
0.034,0.0017371354243563536,0.0022371354243563533,0.0002628645756436465,0.00335570313653453
0.036,0.0017509741785851885,0.0022509741785851885,0.00024902582141481154,0.0033764612678777828
0.038,0.0017633465835311462,0.0022633465835311464,0.00023665341646885376,0.0033950198752967196
0.04,0.0017744071894449953,0.0022744071894449953,0.00022559281055500475,0.003411610784167493
0.042,0.0017842944238020014,0.0022842944238020014,0.00021570557619799867,0.003426441635703002
0.044,0.0017931322399139425,0.0022931322399139427,0.00020686776008605745,0.003439698359870914
0.046,0.0018010316024631076,0.002301031602463108,0.00019896839753689224,0.003451547403694662
0.048,0.0018080918258823015,0.0023080918258823017,0.00019190817411769842,0.0034621377388234526
0.05,0.0018144017817363501,0.00231440178173635,0.00018559821826364976,0.003471602672604525
0.052,0.0018200409997577167,0.002320040999757717,0.00017995900024228313,0.0034800614996365756
0.054,0.0018250806498852096,0.0023250806498852097,0.00017491935011479018,0.0034876209748278143
0.056,0.0018295843530063585,0.0023295843530063585,0.00017041564699364143,0.0034943765295095378
0.058,0.0018336089576371857,0.0023336089576371857,0.00016639104236281416,0.0035004134364557786
0.06,0.0018372052795850179,0.002337205279585018,0.00016279472041498197,0.003505807919377527
0.062,0.0018404187726057024,0.0023404187726057024,0.0001595812273942974,0.003510628158908554
0.064,0.0018432901160092888,0.002343290116009289,0.00015670988399071106,0.0035149351740139338
0.066,0.001845855719347586,0.0023458557193475863,0.00015414428065241385,0.0035187835790213796
0.068,0.0018481481545013904,0.0023481481545013904,0.00015185184549860943,0.0035222222317520856
0.07,0.0018501965316746957,0.0023501965316746957,0.00014980346832530405,0.0035252947975120434
0.072,0.0018520268379975718,0.002352026837997572,0.00014797316200242802,0.003528040256996358
0.074,0.0018536622556392514,0.0023536622556392514,0.0001463377443607485,0.003530493383458877
0.076,0.0018551234705371578,0.0023551234705371576,0.00014487652946284214,0.0035326852058057364
0.078,0.0018564289730578888,0.002356428973057889,0.00014357102694211108,0.0035346434595868335
0.08,0.0018575953381200702,0.0023575953381200702,0.00014240466187992964,0.003536393007180105
0.082,0.0018586374545299367,0.002358637454529937,0.00014136254547006318,0.0035379561817949056
0.084,0.0018595686515044138,0.002359568651504414,0.00014043134849558596,0.003539352977256621
0.086,0.0018604006975823481,0.002360400697582348,0.00013959930241765178,0.003540601046373522
0.088,0.00186114409150289,0.00236114409150289,0.00013885590849711002,0.003541716137254335
0.09,0.001861808275551351,0.0023618082755513512,0.00013819172444864893,0.003542712413327027
0.092,0.001862401687310025,0.002362401687310025,0.00013759831268997494,0.0035436025309650374
0.094,0.001862931866041384,0.002362931866041384,0.00013706813395861607,0.003544397799062076
0.096,0.001863405548243556,0.0023634055482435563,0.0001365944517564439,0.0035451083223653345
0.098,0.001863828753060505,0.002363828753060505,0.00013617124693949498,0.003545743129590758
0.1,0.00186420685859058,0.00236420685859058,0.00013579314140942016,0.00354631028788587
