time,S1,S2
0.0,1.5,0.0
0.1,1.2910619646375727,0.20893803536242697
0.2,1.1112273310225909,0.3887726689774089
0.3,0.9564422274326653,0.5435577725673343
0.4,0.8232174541410985,0.6767825458589013
0.5,0.7085498291117726,0.7914501708882272
0.6,0.6098544896110519,0.8901455103889478
0.7,0.5249066236680602,0.9750933763319395
0.8,0.4517913178698998,1.0482086821301
0.9,0.3888603909697164,1.1111396090302832
1.0,0.3346952402256425,1.165304759774357
1.1,0.28807486293412826,1.2119251370658715
1.2,0.24794833233539135,1.2520516676646083
1.3,0.21341110738104477,1.2865888926189548
1.4,0.18368464238299384,1.316315357617006
1.5,0.15809883684563608,1.3419011631543636
1.6,0.13607692993653372,1.363923070063466
1.7,0.11712249900290302,1.3828775009970966
1.8,0.10080826911399433,1.3991917308860053
1.9,0.08676648131543684,1.4132335186845628
2.0,0.07468060255491808,1.4253193974450815
2.1,0.06427819030143654,1.4357218096985631
2.2,0.05532475110432381,1.4446752488956758
2.3,0.04761845456952882,1.4523815454304707
2.4,0.040985583673282575,1.459014416326717
2.5,0.03527661878463958,1.46472338121536
2.6,0.03036286716975273,1.4696371328302469
2.7,0.026133561961641568,1.4738664380383584
2.8,0.022493365232281046,1.4775066347677186
2.9,0.01936021887169442,1.4806397811283052
3.0,0.016663494807510903,1.483336505192489
3.1,0.01434240289701298,1.485657597102987
3.2,0.012344620574500226,1.4876553794254999
3.3,0.010625113394538657,1.489374886605461
3.4,0.00914511984829994,1.4908548801516999
3.5,0.007871277598920692,1.4921287224010793
3.6,0.006774871414755423,1.4932251285852445
3.7,0.005831185865660649,1.4941688141343394
3.8,0.005018948186635555,1.4949810518133644
3.9,0.004319848737056753,1.4956801512629434
4.0,0.0037181282651685753,1.4962818717348314
4.1,0.0032002226554088647,1.496799777344591
4.2,0.0027544571657532077,1.4972455428342466
4.3,0.002370783253163757,1.4976292167468364
4.4,0.0020405520562297866,1.4979594479437701
4.5,0.001756319431320542,1.4982436805686792
4.6,0.0015116781436997964,1.4984883218563
4.7,0.0013011134360656027,1.4986988865639344
4.8,0.0011198787125143563,1.4988801212874856
4.9,0.0009638885404618072,1.499036111459538
5.0,0.0008296265551601894,1.4991703734448398
