time,S1_,S2_
0.0,1.125,1.5
0.02,1.125,2.6249999999993285
0.04,1.125,3.75
0.06,1.125,4.874999999999995
0.08,1.125,5.999999999999896
0.1,1.125,7.125000000002835
0.12,1.125,8.25
0.14,1.125,9.375
0.16,1.125,10.499999999999993
0.18,1.125,11.624999999999947
0.2,1.125,12.749999999999643
0.22,1.125,13.874999999999723
0.24,1.125,14.999999999998604
0.26,1.125,16.12499999999843
0.28,1.125,17.249999999996565
0.3,1.125,18.374999999997804
0.32,1.125,19.500000000009713
0.34,1.125,20.625000000000004
0.36,1.125,21.75
0.38,1.125,22.875000000000004
0.4,1.125,24.0
0.42,1.125,25.124999999999996
0.44,1.125,26.249999999999986
0.46,1.125,27.374999999999982
0.48,1.125,28.49999999999998
0.5,1.125,29.624999999999975
0.52,1.125,30.749999999999922
0.54,1.125,31.874999999999904
0.56,1.125,32.999999999999815
0.58,1.125,34.12500000000002
0.6,1.125,35.24999999999996
0.62,1.125,36.3749999999994
0.64,1.125,37.50000000000014
0.66,1.125,38.62499999999942
0.68,1.125,39.7499999999994
0.7,1.125,40.87499999999724
0.72,1.125,41.99999999999995
0.74,1.125,43.124999999998984
0.76,1.125,44.24999999999743
0.78,1.125,45.37499999999776
0.8,1.125,46.49999999999339
0.82,1.125,47.62499999999016
0.84,1.125,48.74999999998846
0.86,1.125,49.87499999999059
0.88,1.125,50.999999999993065
0.9,1.125,52.12499999997431
0.92,1.125,53.25000000000074
0.94,1.125,54.37499999994458
0.96,1.125,55.499999999936776
0.98,1.125,56.62499999995454
1.0,1.125,57.75
