time,X_
0.0,1.0
0.1,1.0999999999999999
0.2,1.1999999999999997
0.3,1.2999999999999994
0.4,1.3999999999999944
0.5,1.499999999999978
0.6,1.5999999999998908
0.7,1.699999999999911
0.8,1.799999999999942
0.9,1.8999999999999366
1.0,2.0
1.1,2.1
1.2,2.1999999999999997
1.3,2.3
1.4,2.4
1.5,2.5
1.6,2.5999999999999996
1.7,2.6999999999999997
1.8,2.799999999999999
1.9,2.8999999999999995
2.0,2.9999999999999982
2.1,3.099999999999998
2.2,3.199999999999999
2.3,3.2999999999999967
2.4,3.399999999999996
2.5,3.4999999999999942
2.6,3.5999999999999917
2.7,3.699999999999988
2.8,3.8000000000000007
2.9,3.899999999999991
3.0,4.0
3.1,4.099999999999987
3.2,4.199999999999999
3.3,4.299999999999982
3.4,4.399999999999977
3.5,4.499999999999965
3.6,4.600000000000013
3.7,4.699999999999961
3.8,4.800000000000028
3.9,4.8999999999999115
4.0,4.999999999999891
4.1,5.10000000000004
4.2,5.199999999999825
4.3,5.2999999999999305
4.4,5.399999999999795
4.5,5.4999999999998375
4.6,5.5999999999997785
4.7,5.699999999999866
4.8,5.7999999999993745
4.9,5.899999999999185
5.0,5.999999999999438
5.1,6.099999999999971
5.2,6.199999999999041
5.3,6.299999999999002
5.4,6.400000000000261
5.5,6.499999999999961
5.6,6.599999999998552
5.7,6.700000000000134
5.8,6.799999999998143
5.9,6.900000000000013
6.0,6.999999999997098
6.1,7.099999999999572
6.2,7.199999999998652
6.3,7.299999999999579
6.4,7.399999999999312
6.5,7.499999999995279
6.6,7.599999999998114
6.7,7.699999999997294
6.8,7.799999999999619
6.9,7.8999999999985295
7.0,7.999999999994137
7.1,8.099999999993095
7.2,8.19999999999331
7.3,8.299999999999079
7.4,8.399999999986791
7.5,8.5
7.6,8.600000000000001
7.7,8.700000000000001
7.8,8.8
7.9,8.900000000000002
8.0,9.0
8.1,9.099999999999994
8.2,9.199999999999992
8.3,9.299999999999995
8.4,9.400000000000006
8.5,9.499999999999998
8.6,9.599999999999971
8.7,9.699999999999939
8.8,9.799999999999955
8.9,9.89999999999985
9.0,9.999999999999837
9.1,10.09999999999986
9.2,10.199999999999935
9.3,10.299999999999331
9.4,10.399999999999038
9.5,10.499999999999636
9.6,10.599999999997982
9.7,10.69999999999848
9.8,10.799999999999143
9.9,10.899999999997572
10.0,11.0
