time,S1_,S2_,S3_,S4_,C_
0.0,1.0,1.5,2.0,1.0,1.0
0.04,0.976218845123503,1.476218845123503,2.023781154876497,1.023781154876497,0.9960079893439817
0.08,0.9547111348097508,1.4547111348097508,2.0452888651902494,1.0452888651902492,0.9920319148370629
0.12,0.9352505844226294,1.4352505844226295,2.0647494155773702,1.0647494155773705,0.9880717128619189
0.16,0.9176359375018216,1.4176359375018217,2.0823640624981783,1.0823640624981783,0.9841273200552842
0.2,0.9016872334763308,1.401687233476331,2.098312766523669,1.098312766523669,0.9801986733067545
0.24,0.8872434310483616,1.387243431048362,2.1127565689516383,1.112756568951638,0.9762857097578984
0.28,0.8741602978493107,1.3741602978493108,2.125839702150689,1.1258397021506892,0.9723883668012495
0.32,0.8623080355021767,1.3623080355021768,2.137691964497823,1.1376919644978232,0.9685065820791863
0.36,0.8515700841882664,1.3515700841882665,2.1484299158117337,1.1484299158117335,0.9646402934831223
0.4,0.8418413245973365,1.3418413245973366,2.1581586754026634,1.1581586754026634,0.9607894391523226
0.44,0.8330269251284295,1.3330269251284297,2.1669730748715703,1.1669730748715703,0.9569539574730361
0.48,0.8250413599309172,1.3250413599309174,2.174958640069083,1.1749586400690826,0.9531337870775075
0.52,0.8178071749275213,1.3178071749275213,2.1821928250724785,1.1821928250724787,0.9493288668428786
0.56,0.8112544152767506,1.3112544152767507,2.1887455847232493,1.1887455847232493,0.9455391358903956
0.6,0.8053196857105702,1.3053196857105702,2.1946803142894296,1.1946803142894298,0.9417645335842483
0.64,0.7999455337259177,1.2999455337259178,2.200054466274082,1.2000544662740822,0.9380049995307193
0.68,0.795079949085908,1.2950799490859082,2.204920050914092,1.2049200509140918,0.9342604735772164
0.72,0.7906756701897432,1.2906756701897433,2.2093243298102565,1.2093243298102567,0.9305308958111951
0.76,0.7866898859123295,1.2866898859123295,2.2133101140876703,1.2133101140876705,0.9268162065593818
0.8,0.7830837069044033,1.2830837069044034,2.2169162930955966,1.2169162930955966,0.9231163463866354
0.84,0.7798218124740814,1.2798218124740817,2.2201781875259186,1.2201781875259183,0.9194312560951148
0.88,0.7768721761567734,1.2768721761567734,2.2231278238432264,1.2231278238432266,0.9157608767233285
0.92,0.7742056540248347,1.2742056540248348,2.2257943459751655,1.2257943459751652,0.9121051495450802
0.96,0.7717958187200236,1.2717958187200236,2.2282041812799767,1.2282041812799764,0.9084640160687057
1.0,0.7696186461780405,1.2696186461780408,2.2303813538219597,1.2303813538219592,0.9048374180359593
1.04,0.7676523039297847,1.267652303929785,2.232347696070215,1.232347696070215,0.9012252974211952
1.08,0.7658769921899483,1.2658769921899486,2.2341230078100516,1.2341230078100514,0.8976275964304378
1.12,0.7642746909515538,1.264274690951554,2.2357253090484464,1.235725309048446,0.8940442575003471
1.16,0.7628290629828895,1.2628290629828898,2.237170937017111,1.2371709370171102,0.8904752232974723
1.2,0.7615252619816382,1.2615252619816384,2.238474738018362,1.2384747380183616,0.8869204367171574
1.24,0.7603498020133065,1.2603498020133068,2.239650197986694,1.2396501979866932,0.8833798408827416
1.28,0.7592904620399272,1.2592904620399277,2.240709537960073,1.2407095379600723,0.8798533791446468
1.32,0.7583361275589855,1.258336127558986,2.241663872441015,1.241663872441014,0.8763409950793636
1.36,0.7574767320674495,1.2574767320674498,2.242523267932551,1.2425232679325502,0.8728426324887191
1.4,0.7567031374161343,1.2567031374161346,2.243296862583866,1.2432968625838654,0.8693582353988057
1.44,0.7560070520887351,1.2560070520887354,2.2439929479112655,1.2439929479112646,0.865887748059196
1.48,0.7553809725864298,1.2553809725864302,2.2446190274135707,1.2446190274135698,0.8624311149420485
1.52,0.7548180834524931,1.2548180834524933,2.2451819165475073,1.2451819165475067,0.858988280741114
1.56,0.7543122213112216,1.2543122213112219,2.245687778688779,1.2456877786887781,0.8555591903710184
1.6,0.7538577996819363,1.253857799681937,2.246142200318064,1.246142200318063,0.8521437889662113
1.64,0.7534497575616843,1.2534497575616848,2.2465502424383166,1.2465502424383152,0.8487420218801979
1.68,0.7530835230727091,1.2530835230727095,2.2469164769272916,1.2469164769272905,0.8453538346846617
1.72,0.7527549502981652,1.2527549502981656,2.2472450497018355,1.2472450497018344,0.8419791731684907
1.76,0.7524602970269397,1.2524602970269403,2.2475397029730613,1.2475397029730597,0.8386179833370739
1.8,0.7521961774907965,1.252196177490797,2.2478038225092045,1.247803822509203,0.8352702114112721
1.84,0.7519595300539494,1.2519595300539499,2.248040469946052,1.2480404699460501,0.8319358038266631
1.88,0.7517475946247721,1.2517475946247725,2.248252405375229,1.2482524053752275,0.8286147072326836
1.92,0.7515578729113973,1.2515578729113976,2.248442127088604,1.2484421270886024,0.8253068684916735
1.96,0.7513881146487781,1.2513881146487786,2.248611885351223,1.2486118853512214,0.8220122346781866
2.0,0.7512362880449874,1.2512362880449879,2.2487637119550135,1.2487637119550121,0.8187307530779827
