time,S1_,S2_,S3_,S4_
0.0,1.0000000000000003e-5,1.5e-5,1.0000000000000003e-5,1.5000000000000002e-5
0.1,1.0472722908122618e-5,1.5472722908122615e-5,9.527277091877387e-6,1.5709084362183927e-5
0.2,1.0921716851678923e-5,1.5921716851678924e-5,9.078283148321082e-6,1.6382575277518385e-5
0.3,1.134817293807931e-5,1.634817293807931e-5,8.651827061920695e-6,1.7022259407118965e-5
0.4,1.1753222485490583e-5,1.6753222485490582e-5,8.246777514509422e-6,1.7629833728235874e-5
0.5,1.213794002403807e-5,1.713794002403807e-5,7.862059975961934e-6,1.8206910036057106e-5
0.6,1.2503346146354656e-5,1.7503346146354654e-5,7.49665385364535e-6,1.8755019219531984e-5
0.7,1.2850410215049462e-5,1.785041021504946e-5,7.149589784950544e-6,1.9275615322574195e-5
0.8,1.3180052934266268e-5,1.818005293426627e-5,6.819947065733737e-6,1.9770079401399405e-5
0.9,1.3493148792161627e-5,1.8493148792161627e-5,6.506851207838378e-6,2.023972318824244e-5
1.0,1.3790528380778514e-5,1.8790528380778514e-5,6.209471619221491e-6,2.0685792571167777e-5
1.1,1.4072980599473046e-5,1.9072980599473044e-5,5.927019400526959e-6,2.110947089920957e-5
1.2,1.4341254747725687e-5,1.9341254747725685e-5,5.658745252274318e-6,2.1511882121588527e-5
1.3,1.4596062512929895e-5,1.9596062512929895e-5,5.40393748707011e-6,2.189409376939484e-5
1.4,1.4838079858356958e-5,1.983807985835696e-5,5.161920141643047e-6,2.2257119787535435e-5
1.5,1.5067948816394187e-5,2.0067948816394186e-5,4.9320511836058185e-6,2.260192322459128e-5
1.6,1.5286279191751877e-5,2.0286279191751876e-5,4.713720808248128e-6,2.2929418787627813e-5
1.7,1.549365017916751e-5,2.049365017916751e-5,4.506349820832496e-6,2.3240475268751262e-5
1.8,1.5690611899911234e-5,2.0690611899911234e-5,4.309388100088771e-6,2.3535917849866854e-5
1.9,1.587768686117489e-5,2.087768686117489e-5,4.122313138825114e-6,2.381653029176234e-5
2.0,1.6055371342201164e-5,2.1055371342201164e-5,3.944628657798841e-6,2.4083057013301747e-5
2.1,1.6224136710822383e-5,2.1224136710822383e-5,3.7758632891776235e-6,2.433620506623357e-5
2.2,1.6384430673929077e-5,2.1384430673929076e-5,3.61556932607093e-6,2.4576646010893613e-5
2.3,1.6536678465152748e-5,2.1536678465152747e-5,3.463321534847258e-6,2.4805017697729116e-5
2.4,1.6681283972950008e-5,2.1681283972950008e-5,3.3187160270499986e-6,2.502192595942501e-5
2.5,1.681863081205028e-5,2.181863081205028e-5,3.1813691879497267e-6,2.5227946218075424e-5
2.6,1.6949083341139562e-5,2.194908334113956e-5,3.0509166588604452e-6,2.5423625011709343e-5
2.7,1.7072987629425977e-5,2.2072987629425976e-5,2.9270123705740307e-6,2.5609481444138962e-5
2.8,1.719067237469337e-5,2.219067237469337e-5,2.8093276253066353e-6,2.5786008562040054e-5
2.9,1.730244977529e-5,2.230244977529e-5,2.6975502247100026e-6,2.5953674662935002e-5
3.0,1.7408616358353384e-5,2.2408616358353387e-5,2.591383641646621e-6,2.6112924537530074e-5
3.1,1.7509453766455232e-5,2.250945376645523e-5,2.4905462335447748e-6,2.6264180649682853e-5
3.2,1.760522950473384e-5,2.2605229504733843e-5,2.3947704952661646e-6,2.640784425710076e-5
3.3,1.769619765052742e-5,2.269619765052742e-5,2.3038023494725883e-6,2.654429647579113e-5
3.4,1.7782599527425697e-5,2.2782599527425697e-5,2.21740047257431e-6,2.6673899291138542e-5
3.5,1.7864664345465284e-5,2.2864664345465284e-5,2.1353356545347235e-6,2.679699651819793e-5
3.6,1.7942609809165195e-5,2.2942609809165195e-5,2.057390190834812e-6,2.691391471374779e-5
3.7,1.8016642695082522e-5,2.3016642695082522e-5,1.983357304917485e-6,2.7024964042623787e-5
3.8,1.808695940034987e-5,2.308695940034987e-5,1.913040599650135e-6,2.7130439100524807e-5
3.9,1.815374646367332e-5,2.315374646367332e-5,1.8462535363266862e-6,2.7230619695509983e-5
4.0,1.821718106018903e-5,2.321718106018903e-5,1.782818939810975e-6,2.732577159028354e-5
4.1,1.8277431471488873e-5,2.3277431471488872e-5,1.7225685285111344e-6,2.7416147207233307e-5
4.2,1.8334657532051574e-5,2.3334657532051573e-5,1.6653424679484335e-6,2.7501986298077362e-5
4.3,1.838901105325337e-5,2.338901105325337e-5,1.610988946746636e-6,2.7583516579880055e-5
4.4,1.8440636226083454e-5,2.3440636226083453e-5,1.5593637739165515e-6,2.7660954339125184e-5
4.5,1.8489670003663846e-5,2.3489670003663845e-5,1.5103299963361625e-6,2.773450500549577e-5
4.6,1.8536242464577496e-5,2.3536242464577495e-5,1.4637575354225111e-6,2.7804363696866243e-5
4.7,1.8580477157941006e-5,2.3580477157941002e-5,1.4195228420590037e-6,2.787071573691151e-5
4.8,1.862249143115261e-5,2.362249143115261e-5,1.3775085688473981e-6,2.7933737146728916e-5
4.9,1.8662396741199394e-5,2.3662396741199394e-5,1.3376032588006118e-6,2.7993595111799088e-5
5.0,1.870029895033494e-5,2.370029895033494e-5,1.2997010496650669e-6,2.805044842550241e-5
