time,S1_,S2_,S3_,S4_
0.0,1.0e-5,1.5e-5,1.0e-5,2.25e-5
0.04,1.171804227397414e-5,1.671804227397414e-5,8.281957726025861e-6,2.5077063410961212e-5
0.08,1.3100953300317824e-5,1.8100953300317825e-5,6.899046699682177e-6,2.7151429950476736e-5
0.12,1.4212245876496848e-5,1.9212245876496848e-5,5.787754123503152e-6,2.8818368814745272e-5
0.16,1.5104069369256046e-5,2.0104069369256046e-5,4.895930630743955e-6,3.0156104053884067e-5
0.2,1.581899511000898e-5,2.0818995110008978e-5,4.1810048899910215e-6,3.122849266501347e-5
0.24,1.639161624425849e-5,2.139161624425849e-5,3.608383755741514e-6,3.208742436638773e-5
0.28,1.6849940623606827e-5,2.1849940623606827e-5,3.1500593763931776e-6,3.277491093541024e-5
0.32,1.7216578836005487e-5,2.2216578836005486e-5,2.783421163994517e-6,3.332486825400823e-5
0.36,1.7509742297142242e-5,2.250974229714224e-5,2.490257702857761e-6,3.376461344571336e-5
0.4,1.7744072301716658e-5,2.2744072301716657e-5,2.2559276982833454e-6,3.411610845257499e-5
0.44,1.793132273041356e-5,2.2931322730413558e-5,2.068677269586447e-6,3.4396984095620336e-5
0.48,1.8080918508418974e-5,2.3080918508418974e-5,1.919081491581029e-6,3.462137776262846e-5
0.52,1.820041006962925e-5,2.320041006962925e-5,1.7995899303707537e-6,3.480061510444387e-5
0.56,1.8295841698556976e-5,2.3295841698556976e-5,1.7041583014430295e-6,3.4943762547835464e-5
0.6,1.8372049123048402e-5,2.33720491230484e-5,1.6279508769516026e-6,3.5058073684572606e-5
0.64,1.843289934693231e-5,2.343289934693231e-5,1.5671006530676946e-6,3.5149349020398464e-5
0.68,1.848148355150294e-5,2.348148355150294e-5,1.5185164484970642e-6,3.522222532725441e-5
0.72,1.8520272006283964e-5,2.3520272006283964e-5,1.479727993716038e-6,3.528040800942594e-5
0.76,1.8551238317568847e-5,2.3551238317568847e-5,1.448761682431154e-6,3.532685747635327e-5
0.8,1.8575958985193177e-5,2.3575958985193177e-5,1.4240410148068255e-6,3.5363938477789763e-5
0.84,1.8595693112483912e-5,2.359569311248391e-5,1.4043068875160905e-6,3.5393539668725864e-5
0.88,1.8611446185385905e-5,2.3611446185385905e-5,1.3885538146140984e-6,3.5417169278078855e-5
0.92,1.862402108012715e-5,2.362402108012715e-5,1.3759789198728561e-6,3.543603162019072e-5
0.96,1.8634058840613444e-5,2.3634058840613443e-5,1.3659411593865594e-6,3.545108826092016e-5
1.0,1.8642071266432e-5,2.3642071266432e-5,1.3579287335680043e-6,3.5463106899648e-5
1.04,1.864846695054378e-5,2.364846695054378e-5,1.3515330494562232e-6,3.547270042581567e-5
1.08,1.8653572078368858e-5,2.3653572078368857e-5,1.3464279216311457e-6,3.5480358117553284e-5
1.12,1.8657647040365803e-5,2.3657647040365803e-5,1.342352959634201e-6,3.54864705605487e-5
1.16,1.866089969803207e-5,2.366089969803207e-5,1.3391003019679344e-6,3.54913495470481e-5
1.2,1.8663495977548722e-5,2.366349597754872e-5,1.3365040224512822e-6,3.549524396632308e-5
1.24,1.866556832780007e-5,2.366556832780007e-5,1.334431672199937e-6,3.54983524917001e-5
1.28,1.8667222473645144e-5,2.3667222473645143e-5,1.3327775263548627e-6,3.550083371046772e-5
1.32,1.866854280689944e-5,2.366854280689944e-5,1.3314571931005662e-6,3.550281421034916e-5
1.36,1.8669596690484613e-5,2.3669596690484613e-5,1.330403309515393e-6,3.550439503572692e-5
1.4,1.8670437894115868e-5,2.3670437894115867e-5,1.3295621058841366e-6,3.55056568411738e-5
1.44,1.8671109337194864e-5,2.3671109337194864e-5,1.3288906628051426e-6,3.5506664005792294e-5
1.48,1.8671645278157738e-5,2.3671645278157738e-5,1.3283547218422659e-6,3.5507467917236605e-5
1.52,1.8672073062000335e-5,2.3672073062000334e-5,1.3279269379996704e-6,3.55081095930005e-5
1.56,1.8672414515533162e-5,2.367241451553316e-5,1.327585484466844e-6,3.5508621773299744e-5
1.6,1.8672687060773275e-5,2.3672687060773275e-5,1.3273129392267313e-6,3.550903059115991e-5
1.64,1.867290460395972e-5,2.367290460395972e-5,1.3270953960402868e-6,3.550935690593958e-5
1.68,1.8673078244979115e-5,2.3673078244979115e-5,1.3269217550208906e-6,3.550961736746867e-5
1.72,1.8673216843620746e-5,2.3673216843620746e-5,1.32678315637926e-6,3.550982526543112e-5
1.76,1.8673327471770477e-5,2.3673327471770477e-5,1.3266725282295286e-6,3.550999120765572e-5
1.8,1.8673415774090215e-5,2.3673415774090214e-5,1.326584225909791e-6,3.551012366113532e-5
1.84,1.8673486256144622e-5,2.367348625614462e-5,1.326513743855385e-6,3.5510229384216934e-5
1.88,1.8673542514257414e-5,2.3673542514257414e-5,1.326457485742592e-6,3.551031377138612e-5
1.92,1.8673587418936554e-5,2.3673587418936554e-5,1.3264125810634507e-6,3.551038112840483e-5
1.96,1.8673623261413703e-5,2.3673623261413703e-5,1.3263767385863035e-6,3.5510434892120556e-5
2.0,1.8673651870531616e-5,2.3673651870531616e-5,1.32634812946839e-6,3.551047780579743e-5
