time,S1_,S2_,S3_,S4_,S5_
0.0,1.0,1.0,0.0,0.1,0.5
0.02,0.9860169122061707,0.883415264969789,0.1304652712853447,0.10010255153869572,0.4417076324848945
0.04,0.9736977732666527,0.7972885848533424,0.22863764139609422,0.10037600048391057,0.3986442924266712
0.06,0.9626033983649731,0.733898732573527,0.3027184467764734,0.10077942228502652,0.3669493662867635
0.08,0.9524136067086457,0.687476643588756,0.3588271031876814,0.10128264651491671,0.343738321794378
0.1,0.9428941925597667,0.6537135033950026,0.4015289589300153,0.10186334511521547,0.3268567516975013
0.12,0.9338734365846313,0.6293920744926419,0.43422953853276025,0.10250495038996658,0.31469603724632095
0.14,0.9252252406857041,0.6121107015137282,0.4594689086202657,0.10319514918030194,0.3060553507568641
0.16,0.9168569281753203,0.6000768700195943,0.4791414178455791,0.10392478395950631,0.30003843500979716
0.18,0.9087003682808412,0.5919528873750131,0.49465969904996304,0.10468704529418268,0.29597644368750653
0.2,0.9007054911168236,0.58674058064078,0.5070770529999109,0.10547687524248542,0.29337029032039
0.22,0.8928355338035125,0.5836951779201441,0.5171787634835942,0.10629052479274928,0.29184758896007207
0.24,0.885063547098344,0.5822610050020526,0.5255502233438009,0.10712522455580265,0.2911305025010263
0.26,0.8773698236427634,0.5820234817603063,0.5326277554401223,0.1079789391568081,0.29101174088015314
0.28,0.869740002156981,0.5826732932597204,0.5387365208506427,0.10885018373265583,0.2913366466298602
0.3,0.8621636685439694,0.5839796517190978,0.5441187930868131,0.1097378866501196,0.2919898258595489
0.32,0.8546333229226902,0.5857703452343755,0.5489550451410401,0.11064128670189413,0.2928851726171878
0.34,0.8471436164838334,0.58791685237631,0.5533796750738493,0.1115598560660073,0.293958426188155
0.36,0.8396907874749386,0.5903232373157065,0.5574927326692785,0.11249324254007632,0.29516161865785323
0.38,0.8322722442489088,0.5929178660730161,0.5613686634672053,0.11344122621086983,0.29645893303650805
0.4,0.8248862569790184,0.595647227830619,0.5650628282472638,0.11440368694309887,0.2978236139153095
0.42,0.8175317296826432,0.5984713265661299,0.568616363771349,0.11538057997987772,0.29923566328306495
0.44,0.8102080316181499,0.6013602442032352,0.5720598065501521,0.11637191762846275,0.3006801221016176
0.46,0.8029148725864369,0.6042915777578682,0.575415794142863,0.11737775551283186,0.3021457888789341
0.48,0.7956522106892273,0.6072485281825228,0.5787010788756688,0.11839818225258085,0.3036242640912614
0.5,0.7884201840950082,0.6102184754089065,0.581928028781521,0.11943331171456431,0.30510923770445325
0.52,0.78121906055504,0.6131919158980417,0.5851057463515188,0.12048327719539938,0.30659595794902084
0.54,0.7740492000506752,0.6161616706316048,0.5882409022634919,0.1215482270542281,0.3080808353158024
0.56,0.766911027145765,0.6191222946180903,0.5913383568027599,0.12262832143338469,0.30956114730904516
0.58,0.7598050105202099,0.6220696367447434,0.5944016229386389,0.12372372979640775,0.3110348183723717
0.6,0.7527316478141033,0.6250005117035652,0.5974332114028121,0.12483462907951919,0.3125002558517826
0.62,0.745691454401733,0.6279124555180906,0.6004348877762408,0.1259612023039355,0.3139562277590453
0.64,0.7386849550678524,0.6308035432656801,0.6034078641331956,0.1271036375332719,0.31540177163284006
0.66,0.7317126778373623,0.6336722533018726,0.6063529417699812,0.1282621270907839,0.3168361266509363
0.68,0.7247751493932468,0.6365173660099891,0.6092706176260099,0.12943686697075407,0.31825868300499455
0.7,0.7178728916795176,0.6393378884982003,0.6121611634254439,0.13062805639683822,0.31966894424910014
0.72,0.7110064193703572,0.6421329983238819,0.6150246848172022,0.13183589748855856,0.32106649916194097
0.74,0.7041762379934124,0.6449020017087735,0.6178611652868689,0.13306059501094514,0.32245100085438677
0.76,0.6973828425302256,0.6476443022904964,0.6206704989947981,0.1343023561844799,0.3238221511452482
0.78,0.6906267163759536,0.6503593778848736,0.623452515197663,0.13556139054150973,0.3251796889424368
0.8,0.6839083305718762,0.6530467633032166,0.6262069963072432,0.13683790981766403,0.3265233816516083
0.82,0.6772281432269494,0.6557060372899948,0.628933691616278,0.13813212786677798,0.3278530186449974
0.84,0.6705865991005249,0.658336813056911,0.6316323272456374,0.1394442605969267,0.3291684065284555
0.86,0.6639841292896476,0.6609387310051104,0.6343026137867177,0.14077452591852443,0.3304693655025552
0.88,0.6574211510061034,0.6635114533862689,0.6369442519040184,0.14212314370360915,0.33175572669313447
0.9,0.6508980674260257,0.6660546604995279,0.6395569363206234,0.14349033575382308,0.33302733024976394
0.92,0.6444152675761727,0.6685680474787947,0.642140359174341,0.14487632577069165,0.33428402373939736
0.94,0.6379731262746529,0.6710513222589733,0.6446942121335351,0.1462813393328388,0.3355256611294867
0.96,0.6315720040922777,0.6735042037580515,0.6472181882765339,0.14770560387313694,0.33675210187902577
0.98,0.6252122473473063,0.675926420720228,0.6497119832730157,0.14914934865945012,0.337963210360114
1.0,0.6188941881179426,0.6783177107542637,0.6521752963523998,0.15061280477539393,0.33915885537713186
