time,S1,S2
0.0,0.015,0.0
0.1,0.013572561268347622,0.001427438731652377
0.2,0.012280961295040495,0.0027190387049595044
0.3,0.011112273309976694,0.0038877266900233048
0.4,0.010054800691008385,0.004945199308991614
0.5,0.009097959896750841,0.005902040103249157
0.6,0.008232174542943166,0.006767825457056833
0.7,0.007448779558776005,0.007551220441223994
0.8,0.006739934463950579,0.00826006553604942
0.9,0.006098544898516687,0.008901455101483312
1.0,0.005518191620133923,0.009481808379866076
1.1,0.0049930662581368435,0.010006933741863157
1.2,0.004517913181409168,0.010482086818590832
1.3,0.004087976898261159,0.010912023101738841
1.4,0.003698954461870488,0.011301045538129514
1.5,0.003346952404944217,0.011653047595055784
1.6,0.0030284477725895558,0.011971552227410446
1.7,0.002740252863397232,0.012259747136602769
1.8,0.0024794833258544088,0.01252051667414559
1.9,0.0022435292907853227,0.012756470709214677
2.0,0.002030029250903398,0.012969970749096602
2.1,0.00183684642605263,0.01316315357394737
2.2,0.0016620473775936133,0.013337952622406385
2.3,0.0015038826578998169,0.013496117342100182
2.4,0.0013607693012977484,0.013639230698702251
2.5,0.001231274981214469,0.01376872501878553
2.6,0.0011141036749718444,0.013885896325028154
2.7,0.0010080826927559951,0.013991917307244004
2.8,0.0009121509409434997,0.0140878490590565
2.9,0.0008253483023197783,0.014174651697680223
3.0,0.0007468060269033204,0.01425319397309668
3.1,0.0006757380372038817,0.014324261962796118
3.2,0.0006114330608947638,0.014388566939105235
3.3,0.0005532475121603124,0.014446752487839686
3.4,0.0005005990504727648,0.014499400949527234
3.5,0.0004529607523325264,0.014547039247667473
3.6,0.00040985583764068846,0.01459014416235931
3.7,0.0003708528979235535,0.014629147102076445
3.8,0.0003355615786516351,0.014664438421348363
3.9,0.000303628672440329,0.014696371327559668
4.0,0.00027473458403169725,0.014725265415968301
4.1,0.00024859013167771027,0.014751409868322287
4.2,0.00022493365291211925,0.01477506634708788
4.3,0.00020352838574455115,0.014796471614255445
4.4,0.00018416009906693198,0.014815839900933065
4.5,0.00016663494855655633,0.014833365051443441
4.6,0.00015077753661695378,0.014849222463383042
4.7,0.0001364291569397934,0.014863570843060203
4.8,0.00012344620611880926,0.014876553793881187
4.9,0.0001116987464186452,0.014888301253581352
5.0,0.00010106920533519563,0.0148989307946648
