time,S1,S2
0.0,1.0,0.0
0.1,0.9048374180359594,0.09516258196404055
0.2,0.8187307530779797,0.1812692469220202
0.3,0.7408182206817303,0.2591817793182696
0.4,0.670320046035239,0.3296799539647609
0.5,0.6065306597201207,0.39346934027987923
0.6,0.5488116361517086,0.45118836384829136
0.7,0.49658530385360145,0.5034146961463984
0.8,0.4493289641537683,0.5506710358462317
0.9,0.4065696597844211,0.5934303402155788
1.0,0.3678794411883058,0.6321205588116942
1.1,0.33287108368980756,0.6671289163101924
1.2,0.3011942119053023,0.6988057880946976
1.3,0.27253179332742195,0.727468206672578
1.4,0.24659696461312658,0.7534030353868734
1.5,0.22313016079017645,0.7768698392098234
1.6,0.20189651833170608,0.7981034816682938
1.7,0.18268352427496315,0.8173164757250367
1.8,0.16529888849413799,0.8347011115058619
1.9,0.14956861924874007,0.8504313807512599
2.0,0.13533528293423333,0.8646647170657666
2.1,0.1224564279689157,0.8775435720310842
2.2,0.11080315810529955,0.8891968418947004
2.3,0.10025884349021277,0.8997411565097871
2.4,0.9071795343417273,0.9928204656582726
2.5,0.820849988727126,1.0791500112728738
2.6,0.7427357870262705,1.1572642129737294
2.7,0.6720551331941251,1.2279448668058748
2.8,0.6081006305234633,1.2918993694765366
2.9,0.5502322029975316,1.3497677970024682
3.0,0.4978706858358276,1.4021293141641722
3.1,0.45049202609966277,1.4495079739003371
3.2,0.40762203999532376,1.4923779600046763
3.3,0.3688316723632077,1.5311683276367922
3.4,0.333732698000881,1.566267301999119
3.5,0.3019738332224163,1.5980261667775837
3.6,0.27323722557347524,1.6267627744265247
3.7,0.24723526786703373,1.6527647321329662
3.8,0.22370772187381271,1.6762922781261873
3.9,0.20241911619980282,1.6975808838001971
4.0,0.18315638918805782,1.7168436108119423
4.1,0.1657267542015312,1.7342732457984686
4.2,0.14995576861191234,1.7500442313880875
4.3,0.13568558926722848,1.7643144107327715
4.4,0.12277339614029438,1.7772266038597055
4.5,0.11108996235311908,1.7889100376468807
4.6,0.10051835470531903,1.799481645294681
4.7,0.9095276853691652,1.8904723146308346
4.8,0.8229746824617568,1.977025317538243
4.9,0.7446582867878184,2.055341713212181
5.0,0.6737946815361489,2.126205318463851
