time,C1,C2
0.0,1.5,1.5
0.1,1.539883899705857,1.3188007568599993
0.2,1.57095398889722,1.1743017320905496
0.3,1.5950087197772356,1.0590203503910147
0.4,1.6134798431178143,0.9669997092174957
0.5,1.627507177542837,0.8934974988686457
0.6,1.637998133580505,0.8347383508255908
0.7,1.6456751009590895,0.7877166814431356
0.8,1.651113173769728,0.750039735243381
0.9,1.654770183590393,0.719802631175
1.0,1.6570106089602616,0.6954888865057817
1.1,1.658124609766268,0.6758912236687366
1.2,1.658343180591088,0.660048524289302
1.3,1.6578502143496876,0.6471956380522146
1.4,1.6567921061635535,0.636723425485745
1.5,1.6552853990507206,0.6281469478317873
1.6,1.653422870695799,0.6210801428507574
1.7,1.6512783791125936,0.6152156642923244
1.8,1.6489107203188345,0.6103088319199285
1.9,1.6463666994425412,0.6061648540782052
2.0,1.6436835756219816,0.6026286556103064
2.1,1.6408910084126906,0.5995767797713423
2.2,1.638012607317069,0.5969109413624533
2.3,1.6350671653934743,0.5945528942616864
2.4,1.632069641297531,0.5924403456106131
2.5,1.629031941125114,0.5905237029322207
2.6,1.6259635408137731,0.5887634846102687
2.7,1.6228719816653732,0.5871282582518651
2.8,1.6197632647981652,0.5855929995571737
2.9,1.6166421652045526,0.5841377856721778
3.0,1.6135124817482334,0.5827467550675932
3.1,1.6103772362110174,0.5814072793982386
3.2,1.6072388317350774,0.5801093042989178
3.3,1.6040991789640417,0.5788448245703404
3.4,1.6009597964721924,0.577607466339882
3.5,1.5978218907071962,0.5763921544576471
3.6,1.5946864196434245,0.5751948476641552
3.7,1.5915541434417924,0.5740123278185534
3.8,1.588425664790831,0.5728420320580994
3.9,1.5853014610214449,0.5716819191832543
4.0,1.5821819096689316,0.5705303633064842
4.1,1.5790673088300644,0.5693860691551348
4.2,1.5759578933629765,0.5682480046714321
4.3,1.5728538477827283,0.5671153473598239
4.4,1.5697553165372915,0.5659874415331763
4.5,1.5666624121760258,0.5648637643271412
4.6,1.563575221862976,0.5637438986018796
4.7,1.5604938125561056,0.5626275113926457
4.8,1.5574182351313925,0.5615143367516167
4.9,1.5543485276669604,0.5604041620838404
5.0,1.55128471805799,0.5592968172675269
