time,S1_,S2_,S3_
0.0,1.0e-6,2.0e-6,1.0e-6
0.002,1.0487704934720051e-6,2.048770493472005e-6,9.512295065279948e-7
0.004,1.0951624160702063e-6,2.0951624160702062e-6,9.048375839297936e-7
0.006,1.1392917719292432e-6,2.139291771929243e-6,8.607082280707568e-7
0.008,1.181268907753422e-6,2.181268907753422e-6,8.187310922465779e-7
0.01,1.2211987888270829e-6,2.2211987888270826e-6,7.788012111729171e-7
0.012,1.259181261365745e-6,2.259181261365745e-6,7.408187386342548e-7
0.014,1.2953113020179095e-6,2.2953113020179092e-6,7.046886979820904e-7
0.016,1.3296792552330397e-6,2.3296792552330397e-6,6.703207447669602e-7
0.018,1.3623710591298154e-6,2.362371059129815e-6,6.376289408701845e-7
0.02,1.3934684604309621e-6,2.393468460430962e-6,6.065315395690378e-7
0.022,1.4230492189747166e-6,2.4230492189747163e-6,5.769507810252833e-7
0.024,1.4511873022726348e-6,2.4511873022726347e-6,5.488126977273651e-7
0.026,1.4779530705520345e-6,2.4779530705520343e-6,5.220469294479654e-7
0.028,1.5034134527077273e-6,2.503413452707727e-6,4.965865472922726e-7
0.03,1.5276321135826593e-6,2.5276321135826592e-6,4.7236788641734065e-7
0.032,1.5506696130087215e-6,2.5506696130087217e-6,4.493303869912783e-7
0.034,1.5725835570592266e-6,2.5725835570592264e-6,4.274164429407734e-7
0.036,1.593428742012499e-6,2.5934287420124987e-6,4.0657125798750095e-7
0.038,1.6132572915419826e-6,2.6132572915419827e-6,3.8674270845801725e-7
0.04,1.6321187877026234e-6,2.632118787702624e-6,3.6788121229737637e-7
0.042,1.6500603947225454e-6,2.6500603947225453e-6,3.499396052774545e-7
0.044,1.667126976265958e-6,2.667126976265958e-6,3.3287302373404177e-7
0.046,1.6833612079519643e-6,2.6833612079519647e-6,3.1663879204803547e-7
0.048,1.6988036840831295e-6,2.6988036840831296e-6,3.0119631591687033e-7
0.05,1.7134930191496044e-6,2.7134930191496044e-6,2.865069808503955e-7
0.052,1.727465944384628e-6,2.727465944384628e-6,2.7253405561537167e-7
0.054,1.7407573996134442e-6,2.7407573996134444e-6,2.592426003865556e-7
0.056,1.7534006206234134e-6,2.7534006206234136e-6,2.465993793765864e-7
0.058,1.765427222271612e-6,2.7654272222716122e-6,2.3457277772838775e-7
0.06,1.7768672775371308e-6,2.776867277537131e-6,2.231327224628691e-7
0.062,1.7877493927150765e-6,2.7877493927150767e-6,2.122506072849232e-7
0.064,1.7981007789517769e-6,2.7981007789517766e-6,2.0189922104822297e-7
0.066,1.8079473202925665e-6,2.8079473202925664e-6,1.9205267970743348e-7
0.068,1.8173136383819224e-6,2.8173136383819223e-6,1.8268636161807736e-7
0.07,1.826223154049574e-6,2.826223154049574e-6,1.7377684595042581e-7
0.072,1.8346981458950317e-6,2.8346981458950314e-6,1.6530185410496817e-7
0.074,1.842759805987987e-6,2.8427598059879868e-6,1.5724019401201282e-7
0.076,1.8504282928441058e-6,2.850428292844106e-6,1.495717071558939e-7
0.078,1.8577227818210447e-6,2.857722781821045e-6,1.4227721817895505e-7
0.08,1.864661513065464e-6,2.8646615130654637e-6,1.3533848693453593e-7
0.082,1.871261837130182e-6,2.8712618371301816e-6,1.2873816286981803e-7
0.084,1.8775402583710686e-6,2.8775402583710687e-6,1.2245974162893124e-7
0.086,1.883512476226335e-6,2.883512476226335e-6,1.1648752377366472e-7
0.088,1.8891934244760843e-6,2.8891934244760843e-6,1.1080657552391546e-7
0.09,1.894597308577193e-6,2.894597308577193e-6,1.0540269142280688e-7
0.092,1.8997376411689238e-6,2.899737641168924e-6,1.0026235883107601e-7
0.094,1.9046272758462677e-6,2.9046272758462677e-6,9.537272415373201e-8
0.096,1.9092784393035215e-6,2.909278439303521e-6,9.07215606964785e-8
0.098,1.9137027619517975e-6,2.9137027619517977e-6,8.629723804820202e-8
0.1,1.917911307012597e-6,2.917911307012597e-6,8.208869298740286e-8
