time,S1_,S2_,S3_
0.0,1.0,1.5e-15,1.125e-15
0.004,0.8187307531186155,0.18126924688138596,0.13595193516103948
0.008,0.670320046067753,0.3296799539322485,0.24725996544918638
0.012,0.5488116361084159,0.4511883638915856,0.3383912729186892
0.016,0.44932896411358975,0.5506710358864118,0.4130032769148088
0.02,0.36787944582505755,0.6321205541749438,0.4740904156312079
0.024,0.3011942163564587,0.6988057836435427,0.5241043377326571
0.028,0.24659696511127552,0.753403034888726,0.5650522761665444
0.032,0.20189651862812555,0.7981034813718759,0.5985776110289069
0.036,0.1652988849205728,0.8347011150794287,0.6260258363095715
0.04,0.13533528114690138,0.8646647188531001,0.6484985391398251
0.044,0.11080316179944086,0.8891968382005606,0.6668976286504205
0.048,0.09071795686530564,0.9092820431346958,0.6819615323510219
0.052,0.0742735778676801,0.9257264221323214,0.6942948165992411
0.056,0.06081006252503831,0.9391899374749632,0.7043924531062223
0.06,0.049787064770681254,0.9502129352293203,0.7126597014219902
0.064,0.04076219919955787,0.9592378008004436,0.7194283506003327
0.068,0.03337326563373998,0.9666267343662615,0.7249700507746961
0.072,0.02732371738849569,0.9726762826115057,0.7295072119586293
0.076,0.022370768105380117,0.9776292318946214,0.7332219239209661
0.08,0.018315638352756375,0.981684361647245,0.7362632712354338
0.084,0.014995577884427765,0.9850044221155737,0.7387533165866803
0.088,0.012277341404127605,0.9877226585958738,0.7407919939469054
0.092,0.010051839187978778,0.9899481608120226,0.742461120609017
0.096,0.008229750652204462,0.991770249347797,0.7438276870108478
0.1,0.006737943181655238,0.9932620568183462,0.7449465426137597
0.104,0.005516527342469257,0.9944834726575321,0.7458626044931491
0.108,0.00451651970441933,0.9954834802955821,0.7466126102216866
0.112,0.003697828249505838,0.9963021717504956,0.7472266288128717
0.116,0.0030275764241983923,0.9969724235758031,0.7477293176818522
0.12,0.00247881039324758,0.9975211896067538,0.7481408922050654
0.124,0.002029490944712119,0.9979705090552893,0.748477881791467
0.128,0.001661627533339339,0.9983383724666621,0.7487537793499965
0.132,0.0013604747872229897,0.9986395252127784,0.7489796439095838
0.136,0.0011138813855493424,0.9988861186144521,0.749164588960839
0.14,0.0009119686160172472,0.9990880313839842,0.7493160235379881
0.144,0.0007466539979732202,0.9992533460020282,0.7494400095015211
0.148,0.0006113054524045304,0.9993886945475969,0.7495415209106977
0.152,0.0005004953543485809,0.9994995046456528,0.7496246284842396
0.156,0.0004097753002776146,0.9995902246997238,0.7496926685247929
0.16,0.00033549928530327217,0.9996645007146981,0.7497483755360236
0.164,0.0002746846547255919,0.9997253153452759,0.7497939865089569
0.168,0.00022489462959982988,0.9997751053704016,0.7498313290278011
0.172,0.0001841325756354256,0.999815867424366,0.7498619005682745
0.176,0.00015075645708399226,0.9998492435429174,0.749886932657188
0.18,0.00012342894856180633,0.9998765710514396,0.7499074282885797
0.184,0.00010105507892577851,0.9998989449210757,0.7499242086908068
0.188,8.273689971545054e-5,0.999917263100286,0.7499379473252145
0.192,6.77392432939124e-5,0.9999322607567075,0.7499491955675306
0.196,5.5460201076894956e-5,0.9999445397989245,0.7499584048491934
0.2,4.540697002586653e-5,0.9999545930299756,0.7499659447724817
