time,S1_,S2_
0.0,1.5,0.0
0.05,1.3916152294928295,0.10838477050717049
0.1,1.291061964637744,0.20893803536225591
0.15,1.1977743281390636,0.30222567186093624
0.2,1.1112273310225955,0.38877266897740437
0.25,1.0309339181862653,0.46906608181373466
0.3,0.9564422274326614,0.5435577725673384
0.35,0.8873330465502233,0.6126669534497765
0.4,0.8232174541411234,0.6767825458588764
0.45,0.7637346309114379,0.7362653690885619
0.5,0.7085498291118734,0.7914501708881264
0.55,0.6573524886975635,0.8426475113024363
0.6,0.6098544896111862,0.8901455103888136
0.65,0.5657885303457587,0.9342114696542411
0.7,0.5249066236678899,0.9750933763321099
0.75,0.48697870103884505,1.0130212989611547
0.8,0.45179131786985244,1.0482086821301473
0.85,0.41914645233302483,1.080853547666975
0.9,0.3888603909695385,1.1111396090304613
0.95,0.36076269481427287,1.139237305185727
1.0,0.33469524022642105,1.1653047597735788
1.05,0.31051132902537937,1.1894886709746204
1.1,0.288074862934271,1.211925137065729
1.15,0.2672595776631089,1.232740422336891
1.2,0.24794833233502162,1.2520516676649782
1.25,0.23003245026885008,1.2699675497311498
1.3,0.21341110738111835,1.2865888926188815
1.35,0.1979907647843203,1.3020092352156796
1.4,0.18368464238293714,1.3163153576170628
1.45,0.17041223050906973,1.3295877694909302
1.5,0.15809883684563442,1.3419011631543654
1.55,0.14667516608003056,1.3533248339199693
1.6,0.13607692993588838,1.3639230700641114
1.65,0.12624448538727676,1.373755514612723
1.7,0.1171224990032137,1.382877500996786
1.75,0.10865963555497793,1.391340364445022
1.8,0.10080826911445115,1.3991917308855486
1.85,0.09352421503837657,1.4064757849616232
1.9,0.08676648131556634,1.4132335186844334
1.95,0.08049703787285721,1.4195029621271427
2.0,0.07468060255424636,1.4253193974457534
2.05,0.06928444257355293,1.430715557426447
2.1,0.06427819030138322,1.4357218096986166
2.15,0.059633672365919044,1.4403663276340808
2.2,0.055324751104716505,1.4446752488952832
2.25,0.051327177470321755,1.448672822529678
2.3,0.04761845456922272,1.4523815454307771
2.35,0.044177711055857605,1.4558222889441421
2.4,0.04098558367309248,1.4590144163269072
2.45,0.03802410828498694,1.4619758917150127
2.5,0.03527661878459394,1.464723381215406
