time,S1_,S2_
0.0,1.5e-6,1.0e-6
0.01,1.5e-6,1.0e-6
0.02,1.5e-6,1.0e-6
0.03,1.5e-6,1.0e-6
0.04,1.5e-6,1.0e-6
0.05,1.5e-6,1.0e-6
0.06,1.5e-6,1.0e-6
0.07,1.5e-6,1.0e-6
0.08,1.5e-6,1.0e-6
0.09,1.5e-6,1.0e-6
0.1,1.5e-6,1.0e-6
0.11,1.5e-6,1.0e-6
0.12,1.5e-6,1.0e-6
0.13,1.5e-6,1.0e-6
0.14,1.5e-6,1.0e-6
0.15,1.5e-6,1.0e-6
0.16,1.5e-6,1.0e-6
0.17,1.5e-6,1.0e-6
0.18,1.5e-6,1.0e-6
0.19,1.5e-6,1.0e-6
0.2,1.5e-6,1.0e-6
0.21,1.5e-6,1.0e-6
0.22,1.5e-6,1.0e-6
0.23,1.5e-6,1.0e-6
0.24,1.5e-6,1.0e-6
0.25,1.5e-6,1.0e-6
0.26,1.5e-6,1.0e-6
0.27,1.5e-6,1.0e-6
0.28,1.5e-6,1.0e-6
0.29,1.5e-6,1.0e-6
0.3,1.5e-6,1.0e-6
0.31,1.5e-6,1.0e-6
0.32,1.5e-6,1.0e-6
0.33,1.5e-6,1.0e-6
0.34,1.5e-6,1.0e-6
0.35,1.5e-6,1.0e-6
0.36,1.5e-6,1.0e-6
0.37,1.5e-6,1.0e-6
0.38,1.5e-6,1.0e-6
0.39,1.5e-6,1.0e-6
0.4,1.5e-6,1.0e-6
0.41,1.5e-6,1.0e-6
0.42,1.5e-6,1.0e-6
0.43,1.5e-6,1.0e-6
0.44,1.5e-6,1.0e-6
0.45,1.5e-6,1.0e-6
0.46,1.5e-6,1.0e-6
0.47,1.5e-6,1.0e-6
0.48,1.5e-6,1.0e-6
0.49,1.5e-6,1.0e-6
0.5,1.5e-6,1.0e-6
