time,S1_,S3_
0.0,1.0,0.0
0.1,0.905997522067676,0.09400247793232379
0.2,0.8230406264571237,0.1769593735428761
0.3,0.7498314230327806,0.25016857696721917
0.4,0.6852245277702081,0.3147754722297917
0.5,0.6282091428152102,0.3717908571847896
0.6,0.5778932421929364,0.4221067578070635
0.7,0.5334896157429421,0.4665103842570578
0.8,0.4943035529372375,0.5056964470627624
0.9,0.45972197388821007,0.5402780261117899
1.0,0.4292038374895439,0.5707961625104561
1.1,0.40227167664541985,0.59772832335458
1.2,0.37850412811944534,0.6214958718805546
1.3,0.357529340164663,0.6424706598353369
1.4,0.3390191547623463,0.6609808452376537
1.5,0.32268397347774613,0.6773160265222538
1.6,0.30826822659049957,0.6917317734095003
1.7,0.295546374614052,0.7044536253859479
1.8,0.28431937965283866,0.7156806203471612
1.9,0.27441159137188265,0.7255884086281172
2.0,0.2656679989020524,0.7343320010979475
2.1,0.2579518056290216,0.7420481943709782
2.2,0.25114228896581403,0.7488577110341859
2.3,0.24513291160521852,0.7548670883947813
2.4,0.2398296546974147,0.7601703453025852
2.5,0.23514954690079437,0.7648504530992055
2.6,0.23101936626739666,0.7689806337326033
2.7,0.22737449464952442,0.7726255053504755
2.8,0.2241579067386233,0.7758420932613767
2.9,0.22131927787317876,0.7786807221268212
3.0,0.21881419668769017,0.7811858033123098
3.1,0.216603470301337,0.7833965296986629
3.2,0.21465251111225886,0.7853474888877411
3.3,0.21293079566996817,0.7870692043300317
3.4,0.21141138712744936,0.7885886128725506
3.5,0.2100705137970685,0.7899294862029314
3.6,0.20888719723268034,0.7911128027673195
3.7,0.20784292403007837,0.7921570759699216
3.8,0.2069213561635176,0.7930786438364823
3.9,0.2061080753740004,0.7938919246259996
4.0,0.20539035759845847,0.7946096424015415
4.1,0.20475697388740136,0.7952430261125987
4.2,0.2041980147222152,0.7958019852777848
4.3,0.20370473498783442,0.7962952650121655
4.4,0.20326941715208674,0.7967305828479132
4.5,0.2028852505083149,0.797114749491685
4.6,0.20254622463554237,0.7974537753644576
4.7,0.2022470353541565,0.7977529646458434
4.8,0.2019830017400444,0.7980169982599555
4.9,0.2017499928934121,0.7982500071065879
5.0,0.20154436330797673,0.7984556366920232
