time,S1_,S2_,S3_
0.0,1.0,2.0,1.0
0.05,0.9412052885287004,1.9412052885287006,1.0587947114712994
0.1,0.8890941845124596,1.8890941845124598,1.1109058154875402
0.15,0.8427255023129586,1.842725502312959,1.157274497687041
0.2,0.8013223156201013,1.8013223156201015,1.1986776843798985
0.25,0.7642376062063396,1.7642376062063398,1.2357623937936602
0.3,0.7428460022701046,0.9928460022701046,1.2571539977298951
0.35,0.7313529045351964,0.9813529045351964,1.2686470954648033
0.4,0.7207087637295044,0.9707087637295044,1.279291236270495
0.45,0.7108429887222661,0.9608429887222661,1.289157011277733
0.5,0.7016918845855638,0.9516918845855638,1.2983081154144358
0.55,0.6931978471408481,0.9431978471408481,1.3068021528591511
0.6,0.6853086683830145,0.9353086683830145,1.3146913316169846
0.65,0.677976935288012,0.927976935288012,1.3220230647119873
0.7,0.671159507597797,0.921159507597797,1.3288404924022024
0.75,0.6648170626646402,0.9148170626646402,1.3351829373353592
0.8,0.6589136974519756,0.9089136974519756,1.341086302548024
0.85,0.6534165794289581,0.9034165794289581,1.3465834205710416
0.9,0.648295639436665,0.898295639436665,1.351704360563335
0.95,0.6435233007048656,0.8935233007048656,1.3564766992951343
1.0,0.6390742391061709,0.8890742391061709,1.3609257608938292
1.05,0.6349251704860482,0.8849251704860482,1.3650748295139519
1.1,0.6310546615319284,0.8810546615319284,1.3689453384680719
1.15,0.6274429611657885,0.8774429611657885,1.372557038834212
1.2,0.6240718498808971,0.8740718498808971,1.3759281501191034
1.25,0.620924504809906,0.870924504809906,1.3790754951900945
1.3,0.6179853786203522,0.8679853786203522,1.3820146213796483
1.35,0.6152400905947742,0.8652400905947742,1.3847599094052263
1.4,0.6126753284740908,0.8626753284740908,1.3873246715259098
1.45,0.6102787598312339,0.8602787598312339,1.3897212401687666
1.5,0.6080389519026623,0.8580389519026623,1.3919610480973381
1.55,0.6059452989427667,0.8559452989427667,1.3940547010572335
1.6,0.6039879562839837,0.8539879562839837,1.3960120437160164
1.65,0.6021577803867135,0.8521577803867135,1.3978422196132865
1.7,0.600446274250426,0.850446274250426,1.399553725749574
1.75,0.5988455376327454,0.8488455376327454,1.4011544623672547
1.8,0.5973482215886073,0.8473482215886073,1.4026517784113928
1.85,0.5959474868982572,0.8459474868982572,1.4040525131017427
1.9,0.5946369660021608,0.8446369660021608,1.4053630339978391
1.95,0.5934107281038757,0.8434107281038757,1.4065892718961241
2.0,0.5922632471394776,0.8422632471394776,1.4077367528605222
2.05,0.5911893723450048,0.8411893723450048,1.4088106276549952
2.1,0.590184301182214,0.840184301182214,1.409815698817786
2.15,0.5892435544082832,0.8392435544082832,1.4107564455917168
2.2,0.5883629530974114,0.8383629530974114,1.4116370469025885
2.25,0.5875385974419546,0.8375385974419546,1.4124614025580453
2.3,0.5867668471781465,0.8367668471781465,1.4132331528218536
2.35,0.5860443034968604,0.8360443034968604,1.4139556965031395
2.4,0.5853677923135504,0.8353677923135504,1.4146322076864495
2.45,0.5847343487836584,0.8347343487836584,1.4152656512163417
2.5,0.5841412029606329,0.8341412029606329,1.4158587970393675
