time,S1,S2,S3,S4
0.0,1.5,1.7000000000000002,2.0,1.0
0.05,1.4346202964997448,1.634620296499745,2.065379703500255,1.0653797035002552
0.1,1.3785894125492384,1.5785894125492386,2.121410587450762,1.1214105874507614
0.15,1.3304352299292608,1.530435229929261,2.1695647700707394,1.169564770070739
0.2,1.2889502795413408,1.488950279541341,2.2110497204586594,1.211049720458659
0.25,1.2531363828576412,1.4531363828576414,2.246863617142359,1.2468636171423586
0.3,1.2221626698621637,1.4221626698621639,2.277837330137836,1.277837330137836
0.35,1.195333325232303,1.3953333252323032,2.3046666747676965,1.3046666747676967
0.4,1.172062511598377,1.372062511598377,2.327937488401623,1.3279374884016228
0.45,1.1518546581801445,1.3518546581801447,2.3481453418198557,1.348145341819855
0.5,1.1342888098779917,1.334288809877992,2.365711190122008,1.365711190122008
0.55,1.1190060845435215,1.3190060845435216,2.3809939154564788,1.3809939154564783
0.6,1.1056995349174712,1.3056995349174714,2.394300465082529,1.3943004650825286
0.65,1.0941058896501152,1.2941058896501154,2.4058941103498848,1.4058941103498845
0.7,1.0839987764530883,1.2839987764530885,2.4160012235469117,1.4160012235469115
0.75,1.0751831246180217,1.2751831246180219,2.4248168753819783,1.424816875381978
0.8,1.0674905136727906,1.2674905136727908,2.4325094863272096,1.4325094863272092
0.85,1.0607752870039933,1.2607752870039934,2.4392247129960065,1.4392247129960065
0.9,1.054911288366346,1.2549112883663462,2.4450887116336535,1.4450887116336537
0.95,1.0497891090822578,1.249789109082258,2.450210890917742,1.450210890917742
1.0,1.0453137564545645,1.2453137564545647,2.4546862435454355,1.4546862435454353
1.05,1.0414026717229832,1.2414026717229834,2.458597328277017,1.4585973282770166
1.1,1.0379840395398165,1.2379840395398167,2.4620159604601835,1.4620159604601832
1.15,1.0349953418308546,1.2349953418308548,2.465004658169145,1.4650046581691452
1.2,1.0323821174617946,1.2323821174617948,2.4676178825382054,1.4676178825382051
1.25,1.030096895832981,1.2300968958329812,2.469903104167019,1.4699031041670187
1.3,1.0280982781554644,1.2280982781554646,2.4719017218445356,1.4719017218445354
1.35,1.0263501444271712,1.2263501444271714,2.4736498555728286,1.4736498555728286
1.4,1.0248209677860265,1.2248209677860267,2.475179032213973,1.4751790322139733
1.45,1.0234832208488744,1.2234832208488746,2.476516779151125,1.4765167791511253
1.5,1.0223128610159824,1.2223128610159826,2.477687138984017,1.4776871389840172
1.55,1.0212888836806964,1.2212888836806965,2.478711116319303,1.4787111163193032
1.6,1.0203929340834974,1.2203929340834976,2.479607065916502,1.4796070659165024
1.65,1.0196089697131496,1.2196089697131498,2.4803910302868504,1.4803910302868502
1.7,1.0189229665020365,1.2189229665020367,2.4810770334979635,1.4810770334979633
1.75,1.0183226629438857,1.218322662943886,2.481677337056114,1.481677337056114
1.8,1.0177973371156888,1.217797337115689,2.4822026628843115,1.482202662884311
1.85,1.0173376122075326,1.2173376122075328,2.482662387792467,1.482662387792467
1.9,1.0169352869214516,1.2169352869214518,2.4830647130785484,1.4830647130785481
1.95,1.0165831874456244,1.2165831874456245,2.4834168125543754,1.4834168125543754
2.0,1.0162750382102947,1.216275038210295,2.4837249617897053,1.483724961789705
2.05,1.0160053490237662,1.2160053490237663,2.4839946509762334,1.4839946509762334
2.1,1.015769316499385,1.2157693164993852,2.484230683500615,1.4842306835006145
2.15,1.0155627379168195,1.2155627379168197,2.4844372620831807,1.4844372620831803
2.2,1.0153819359117375,1.2153819359117377,2.4846180640882625,1.4846180640882622
2.25,1.0152236926824354,1.2152236926824356,2.4847763073175644,1.4847763073175644
2.3,1.0150851924652091,1.2150851924652093,2.484914807534791,1.4849148075347904
2.35,1.0149639712029188,1.214963971202919,2.485036028797081,1.485036028797081
2.4,1.0148578725694837,1.2148578725694839,2.4851421274305165,1.485142127430516
2.45,1.0147650094884346,1.2147650094884348,2.4852349905115654,1.4852349905115652
2.5,1.0146837304775163,1.2146837304775164,2.4853162695224835,1.4853162695224835
