time,S1_,S2_
0.0,0.00015,0.0
0.08,0.0001495207671814549,0.0
0.16,0.00014809223573854382,0.0
0.24,0.00014574161507837122,0.0
0.32,0.0001425132950704045,0.0
0.4,0.00013846745195805464,0.0
0.48,0.0001336781832758981,0.0
0.56,0.00012823125250914966,0.0
0.64,0.00012222153932582754,0.0
0.72,0.00011575030108175356,0.0
0.8,0.00010892235556165756,0.0
0.88,0.0001018432935442757,0.0
0.96,9.46168230831184e-5,0.0
1.04,8.734233603128173e-5,0.0
1.12,8.011277216164765e-5,0.0
1.2,7.301283838432565e-5,0.0
1.28,6.61176211058438e-5,0.0
1.36,5.9491609975450836e-5,0.0
1.44,5.318813226964408e-5,0.0
1.52,4.7249179731362356e-5,0.0
1.6,4.170559501957723e-5,0.0
1.68,3.657757298557333e-5,0.0
1.76,3.187542358426668e-5,0.0
1.84,2.7600538755170894e-5,0.0
1.92,2.3746503343587696e-5,0.0
2.0,2.0300292432724095e-5,0.0
2.08,1.7243500520735275e-5,0.0
2.16,1.4553554971180369e-5,0.0
2.24,1.2204872911737888e-5,0.0
2.32,1.0169929623558793e-5,0.0
2.4,8.420214387569101e-6,0.0
2.48,6.927058684677855e-6,0.0
2.56,5.662328989558139e-6,0.0
2.64,4.598983448301834e-6,0.0
2.72,3.7114969635221434e-6,0.0
2.8,2.976164201116208e-6,0.0
2.88,2.3712927935129522e-6,0.0
2.96,1.877301341907966e-6,0.0
3.04,1.476737541422242e-6,0.0
3.12,1.154232117244662e-6,0.0
3.2,8.964034303563908e-7,0.0
3.28,6.917264472550688e-7,0.0
3.36,5.303783229779927e-7,0.0
3.44,4.0407098553172146e-7,0.0
3.52,3.0587929720961575e-7,0.0
3.6,2.3007160105993264e-7,0.0
3.68,1.7194773595558577e-7,0.0
3.76,1.2768809995554895e-7,0.0
3.84,9.421605200442489e-8,0.0
3.92,6.907484117150593e-8,0.0
4.0,5.031939412943328e-8,0.0
