time,S1_,S2_
0.0,1.5e-6,1.0e-6
0.1,1.2910619646376022e-6,1.2089380353623977e-6
0.2,1.111227331022816e-6,1.388772668977184e-6
0.3,9.564422273662548e-7,1.5435577726337452e-6
0.4,8.232174555494435e-7,1.6767825444505565e-6
0.5,7.085498321248674e-7,1.7914501678751325e-6
0.6,6.098544910173925e-7,1.8901455089826074e-6
0.7,5.24906624667304e-7,1.975093375332696e-6
0.8,4.51791318103856e-7,2.048208681896144e-6
0.9,3.888603896325557e-7,2.1111396103674445e-6
1.0,3.346952393189722e-7,2.1653047606810278e-6
1.1,2.880748668822548e-7,2.2119251331177456e-6
1.2,2.4794833981974054e-7,2.2520516601802596e-6
1.3,2.1341111147990053e-7,2.2865888885200996e-6
1.4,1.8368464313805493e-7,2.3163153568619454e-6
1.5,1.5809883803946137e-7,2.341901161960539e-6
1.6,1.3607692792505115e-7,2.363923072074949e-6
1.7,1.1712249352600701e-7,2.3828775064739933e-6
1.8,1.0080826440753425e-7,2.3991917355924657e-6
1.9,8.676647933056886e-8,2.4132335206694314e-6
2.0,7.468060435443094e-8,2.425319395645569e-6
2.1,6.427819267521464e-8,2.4357218073247853e-6
2.2,5.53247510747305e-8,2.4446752489252696e-6
2.3,4.761845317605642e-8,2.4523815468239435e-6
2.4,4.09855828199802e-8,2.4590144171800197e-6
2.5,3.5276616680294e-8,2.464723383319706e-6
2.6,3.036286231537139e-8,2.4696371376846287e-6
2.7,2.613355755560724e-8,2.473866442444393e-6
2.8,2.249335995984047e-8,2.47750664004016e-6
2.9,1.9360207294754852e-8,2.4806397927052455e-6
3.0,1.6663476909941956e-8,2.4833365230900583e-6
3.1,1.4342386702776128e-8,2.485657613297224e-6
3.2,1.2344614387161406e-8,2.4876553856128387e-6
3.3,1.0625117917785861e-8,2.4893748820822143e-6
3.4,9.145128867747859e-9,2.4908548711322524e-6
3.5,7.871286462386409e-9,2.4921287135376136e-6
3.6,6.774883496066871e-9,2.493225116503933e-6
3.7,5.831206501498371e-9,2.4941687934985017e-6
3.8,5.018971303162519e-9,2.4949810286968375e-6
3.9,4.3198686524707664e-9,2.4956801313475297e-6
4.0,3.718144583104374e-9,2.4962818554168957e-6
4.1,3.2002345965203395e-9,2.4967997654034798e-6
4.2,2.7544657694431762e-9,2.497245534230557e-6
4.3,2.3707911058794383e-9,2.497629208894121e-6
4.4,2.0405611296239973e-9,2.4979594388703764e-6
4.5,1.7563295981764956e-9,2.498243670401824e-6
4.6,1.511687909068243e-9,2.498488312090932e-6
4.7,1.3011221324197923e-9,2.4986988778675806e-6
4.8,1.1198876258144811e-9,2.498880112374186e-6
4.9,9.638988693169714e-10,2.4990361011306833e-6
5.0,8.296364996978891e-10,2.4991703635003024e-6
