time,S1,S2,S3
0.0,0.015,0.02,0.01
0.24,0.016094569615579535,0.021094569615579536,0.008905430384420463
0.48,0.01706104801036271,0.02206104801036271,0.00793895198963729
0.72,0.01791422654069248,0.02291422654069248,0.007085773459307519
0.96,0.018667232704264968,0.02366723270426497,0.0063327672957350315
1.2,0.019331707412950296,0.024331707412950293,0.005668292587049704
1.44,0.01991796562890369,0.02491796562890369,0.0050820343710963126
1.68,0.02043514139209226,0.025435141392092256,0.004564858607907743
1.92,0.02089131834505919,0.02589131834505919,0.004108681654940811
2.16,0.021293646887839916,0.026293646887839917,0.003706353112160083
2.4,0.021648449087535663,0.026648449087535664,0.003351550912464337
2.64,0.02196131243294122,0.026961312432941222,0.0030386875670587797
2.88,0.022237173473730852,0.027237173473730853,0.002762826526269147
3.12,0.022480392321675233,0.027480392321675234,0.002519607678324767
3.36,0.02269481892494492,0.02769481892494492,0.0023051810750550797
3.6,0.02288385195508624,0.027883851955086237,0.002116148044913764
3.84,0.023050491077943294,0.02805049107794329,0.0019495089220567087
4.08,0.023197383310333428,0.028197383310333425,0.0018026166896665738
4.32,0.023326864100161337,0.028326864100161334,0.001673135899838666
4.56,0.0234409937059411,0.0284409937059411,0.001559006294058902
4.8,0.0235415893943151,0.028541589394315097,0.001458410605684901
5.04,0.023630253921763298,0.028630253921763296,0.001369746078236704
5.28,0.023708400717393094,0.02870840071739309,0.0012915992826069065
5.52,0.023777276140290564,0.02877727614029056,0.0012227238597094375
5.76,0.023837979144428624,0.02883797914442862,0.0011620208555713776
6.0,0.023891478647251257,0.028891478647251254,0.0011085213527487476
6.24,0.023938628866517334,0.02893862886651733,0.0010613711334826693
6.48,0.023980182859318716,0.028980182859318714,0.0010198171406812868
6.72,0.024016804471611666,0.029016804471611663,0.0009831955283883382
6.96,0.024049078883263467,0.029049078883263465,0.0009509211167365357
7.2,0.02407752191160498,0.029077521911604978,0.0009224780883950219
7.44,0.024102588219001436,0.029102588219001434,0.0008974117809985653
7.68,0.02412467855236234,0.029124678552362337,0.0008753214476376618
7.92,0.024144146127949736,0.029144146127949733,0.0008558538720502663
8.16,0.024161302262129956,0.029161302262129953,0.0008386977378700459
8.4,0.024176421336627302,0.0291764213366273,0.0008235786633726996
8.64,0.024189745176300428,0.029189745176300425,0.000810254823699576
8.88,0.024201486909200254,0.029201486909200252,0.0007985130907997481
9.12,0.024211834369528323,0.02921183436952832,0.0007881656304716786
9.36,0.02422095309752727,0.02922095309752727,0.0007790469024727309
9.6,0.024228988984116188,0.029228988984116185,0.0007710110158838145
9.84,0.02423607060214992,0.029236070602149916,0.0007639293978500821
10.08,0.02424231126118563,0.02924231126118563,0.0007576887388143689
10.32,0.024247810818842405,0.029247810818842403,0.0007521891811575954
10.56,0.0242526572772668,0.029252657277266798,0.0007473427227332001
10.8,0.02425692819020097,0.029256928190200968,0.0007430718097990333
11.04,0.024260691903163836,0.029260691903163834,0.000739308096836165
11.28,0.024264008646625198,0.029264008646625195,0.0007359913533748031
11.52,0.02426693149925912,0.029266931499259116,0.0007330685007408832
11.76,0.024269507237055895,0.029269507237055892,0.0007304927629441044
12.0,0.024271777081600485,0.029271777081600482,0.0007282229183995141
